this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Candle In The Wind 1997/Something About The Way You Look Ton,Elton John,Elton John,pop,19971011,1,1,42,19971227
2,2,How Do I Live,Leann Rimes,Leann Rimes,country / folk,19970621,89,2,69,19971227
3,3,You Make Me Wanna...,Usher,Usher,rnb / soul,19970823,25,2,47,19971227
4,9,Together Again,Janet,Janet,pop,19971220,9,1,46,19971227
5,8,Been Around The World,Puff Daddy & The Family Feat. The Notorious B.I.G. & Mase,Puff Daddy & The Family Feat. The Notorious B.I.G. & Mase,hip-hop,19971206,25,2,21,19971227
6,4,My Body,Lsg,Lsg,rnb / soul,19971101,26,4,20,19971227
7,5,Feel So Good,Mase,Mase,hip-hop,19971101,29,5,20,19971227
8,10,Show Me Love,Robyn,Robyn,pop,19971115,21,7,24,19971227
9,12,Truly Madly Deeply,Savage Garden,Savage Garden,pop,19971206,26,1,52,19971227
10,6,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,Somethin' For The People,rnb / soul,19970830,69,4,26,19971227
11,7,Tubthumping,Chumbawamba,Chumbawamba,rock,19970913,79,6,31,19971227
12,13,A Song For Mama,Boyz Ii Men,Boyz Ii Men,rnb / soul,19971213,27,7,20,19971227
13,11,I Will Come To You,Hanson,Hanson,pop,19971129,15,9,20,19971227
14,14,I Don't Want To Wait,Paula Cole,Paula Cole,pop,19971101,19,11,56,19971227
15,17,The One I Gave My Heart To,Aaliyah,Aaliyah,rnb / soul,19971004,24,9,20,19971227
16,22,We're Not Making Love No More,Dru Hill,Dru Hill,rnb / soul,19971213,30,13,20,19971227
17,15,All Cried Out,Allure Featuring 112,Allure,electronic,19970830,40,4,25,19971227
18,20,Spice Up Your Life,Spice Girls,Spice Girls,pop,19971108,32,18,20,19971227
19,16,Butta Love,Next,Next,rnb / soul,19970906,89,16,23,19971227
20,24,I Don't Ever Want To See You Again,Uncle Sam,Uncle Sam,electronic,19971108,76,6,28,19971227
21,21,Sock It 2 Me,"Missy ""Misdemeanor"" Elliott Featuring Da Brat","Missy ""Misdemeanor"" Elliott",hip-hop,19971018,55,12,20,19971227
22,18,Foolish Games / You Were Meant For Me,Jewel,Jewel,pop,19961130,61,2,65,19971227
