this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,I'm Your Angel,R Kelly,R Kelly,rnb / soul,19981205,1,1,18,19981226
2,2,Nobody's Supposed To Be Here,Deborah Cox,Deborah Cox,rnb / soul,19981003,52,2,29,19981226
3,3,Lately,Divine,Divine,disco,19980912,36,1,27,19981226
4,4,From This Moment On,Shania Twain,Shania Twain,country / folk,19981205,5,4,14,19981226
5,8,... Baby One More Time,Britney Spears,Britney Spears,pop,19981121,17,1,32,19981226
6,6,Because Of You,98 Degrees,98 Degrees,pop,19981003,26,3,20,19981226
7,5,Doo Wop (That Thing),Lauryn Hill,Lauryn Hill,rnb / soul,19981114,1,1,21,19981226
8,7,Love Like This,Faith Evans,Faith Evans,rnb / soul,19981114,21,7,20,19981226
9,10,Have You Ever?,Brandy,Brandy,rnb / soul,19981205,15,1,22,19981226
10,9,Lullaby,Shawn Mullins,Shawn Mullins,country / folk,19981205,12,7,18,19981226
11,NEW,Goodbye,Spice Girls,Spice Girls,pop,19981226,11,11,11,19981226
12,11,Trippin',Total Feat Missy Elliott,Total Feat Missy Elliott,pop,19981107,37,7,20,19981226
13,12,Save Tonight,Eagle-Eye Cherry,Eagle-Eye Cherry,rock,19981205,14,5,28,19981226
14,13,This Kiss,Faith Hill,Faith Hill,country / folk,19980321,90,7,48,19981226
15,16,Hands,Jewel,Jewel,pop,19981205,24,6,16,19981226
16,15,Jumper,Third Eye Blind,Third Eye Blind,rock,19981205,16,5,20,19981226
17,19,Slide,Goo Goo Dolls,Goo Goo Dolls,rock,19981205,25,8,35,19981226
18,14,Iris,Goo Goo Dolls,Goo Goo Dolls,rock,19981205,9,9,14,19981226
19,17,The First Night,Monica,Monica,rnb / soul,19980815,14,1,23,19981226
20,21,Can I Get A...,Jay-Z Featuring Amil (Of Major Coins) & Ja Rule,Jay-Z,hip-hop,19981003,82,19,37,19981226
21,24,Love Me,112 Featuring Mase,112,rnb / soul,19981024,40,17,16,19981226
22,22,I'll Be,Edwin Mccain,Edwin Mccain,rock,19980926,7,5,24,19981226
23,18,How Deep Is Your Love,Dru Hill Feat Redman,Dru Hill Feat Redman,rnb / soul,19981010,6,3,20,19981226
24,20,My Favourite Mistake,Sheryl Crow,Sheryl Crow,pop,19981205,23,20,10,19981226
