this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Mr. Sandman,Chordettes,Chordettes,pop,50s,19541030,14,1,18,19541229
2,2,Let Me Go Lover,Joan Weber,Joan Weber,pop,50s,19541127,14,1,14,19541229
3,3,The Naughty Lady Of Shady Lane,Ames Brothers,Ames Brothers,pop,50s,19541120,16,3,14,19541229
4,6,I Need You Now,Eddie Fisher,Eddie Fisher,jazz,jazz,19540904,16,1,21,19541229
5,4,This Ole House,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540813,12,1,24,19541229
6,7,Teach Me Tonight,Decastero Sisters,Decastero Sisters,pop,unknown,19541009,19,4,17,19541229
7,8,Hearts Of Stone,Fontane Sisters,Fontane Sisters,jazz,swing,19541211,17,1,16,19541229
8,5,Count Your Blessings (Instead Of Sheep),Eddie Fisher,Eddie Fisher,jazz,jazz,19541030,18,5,13,19541229
9,10,Let Me Go Lover,Teresa Brewer,Teresa Brewer,pop,50s,19541211,19,8,10,19541229
10,11,Mr. Sandman,Four Aces,Four Aces,pop,american,19541120,12,9,13,19541229
11,9,Papa Loves Mambo,Perry Como,Perry Como,jazz,jazz,19541002,15,4,16,19541229
12,12,Shake Rattle And Roll,Bill Haley And The Comets,Bill Haley And The Comets,rock,rockabilly,19540904,13,7,23,19541229
13,13,Make Yourself Comfortable,Sarah Vaughan,Sarah Vaughan,jazz,jazz,19541120,20,9,13,19541229
14,14,Dim Dim The Lights,Bill Haley And The Comets,Bill Haley And The Comets,rock,rockabilly,19541127,18,12,12,19541229
15,20,Melody Of Love,Billy Vaughn Orchestra,Billy Vaughn Orchestra,pop,instrumental,19541222,20,2,24,19541229
16,19,No More,Dejohn Sisters,Dejohn Sisters,pop,unknown,19541222,19,8,9,19541229
17,16,That's All I Want From You,Jaye P. Morgan,Jaye P. Morgan,jazz,jazz,19541211,18,5,17,19541229
18,18,(There's No Place Like) Home For The Holidays,Perry Como,Perry Como,jazz,jazz,19541222,18,18,2,19541229
19,22,Open Up Your Heart (And Let The Sunshine In),Cowboy Church Sunday School,Cowboy Church Sunday School,pop,unknown,19541222,22,8,21,19541229
20,15,Hearts Of Stone,Charms,Charms,rnb / soul,funk,19541222,15,15,10,19541229
21,17,Mambo Italiano,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19541106,15,10,11,19541229
22,27,Earth Angel,Penguins,Penguins,pop,50s,19541222,27,8,14,19541229
23,21,Hey There,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540716,11,1,26,19541229
24,NEW,Sincerely,Mcguire Sisters,Mcguire Sisters,pop,jazz vocal,19541229,24,1,19,19541229
25,25,Let Me Go Lover,Patti Page,Patti Page,jazz,jazz,19541222,25,24,4,19541229
26,NEW,Cara Mia,David Whitfield,David Whitfield,pop,oldies,19541229,26,26,1,19541229
27,24,White Christmas,Bing Crosby,Bing Crosby,jazz,jazz,19541222,24,24,2,19541229
28,30,Santo Natale,David Whitfield,David Whitfield,pop,oldies,19541222,30,28,2,19541229
29,NEW,Melody Of Love,David Carroll Orchestra,David Carroll Orchestra,pop,unknown,19541229,29,9,17,19541229
30,26,Hold My Hand,Don Cornell,Don Cornell,pop,50s,19540911,13,5,16,19541229
1,1,Mr Sandman,The Chordettes,The Chordettes,pop,50s,19541030,14,1,18,19541222
2,2,Let Me Go Lover,Joan Weber,Joan Weber,pop,50s,19541127,14,1,14,19541222
3,8,The Naughty Lady Of Shady Lane,Ames Brothers,Ames Brothers,pop,50s,19541120,16,3,14,19541222
4,5,This Ole House,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540813,12,1,24,19541222
5,6,Count Your Blessings,Eddie Fisher,Eddie Fisher,jazz,jazz,19541030,18,5,13,19541222
6,3,I Need You Now,Eddie Fisher,Eddie Fisher,jazz,jazz,19540904,16,1,21,19541222
7,4,Teach Me Tonight,Decastro Sisters,Decastro Sisters,pop,vocal,19541009,19,4,17,19541222
8,17,Hearts Of Stone,Fontane Sisters,Fontane Sisters,jazz,swing,19541211,17,1,16,19541222
9,7,Papa Loves Mambo,Perry Como,Perry Como,jazz,jazz,19541002,15,4,16,19541222
10,19,Let Me Go Lover,Teresa Brewer,Teresa Brewer,pop,50s,19541211,19,8,10,19541222
11,9,Mr Sandman,Four Aces,Four Aces,pop,american,19541120,12,9,13,19541222
12,10,Shake Rattle & Roll,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19540904,13,7,23,19541222
13,14,Make Yourself Comfortable,Sarah Vaughan,Sarah Vaughan,jazz,jazz,19541120,20,9,13,19541222
14,16,Dim All The Lights,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19541127,18,12,12,19541222
15,NEW,Hearts Of Stone,The Champs,The Champs,pop,oldies,19541222,15,15,10,19541222
16,18,That's All I Want From You,Jaye P Morgan,Jaye P Morgan,jazz,jazz,19541211,18,5,17,19541222
17,15,Mambo Italiano,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19541106,15,10,11,19541222
18,NEW,(There's No Place Like) Home For The Holidays,Perry Como,Perry Como,jazz,jazz,19541222,18,18,2,19541222
19,NEW,No More,Dejohn Sisters,Dejohn Sisters,pop,unknown,19541222,19,8,9,19541222
20,NEW,Melody Of Love,Billy Vaughn Orchestra,Billy Vaughn Orchestra,pop,instrumental,19541222,20,2,24,19541222
21,12,Hey There,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540716,11,1,26,19541222
22,NEW,Open Up Your Heart (And Let The Sunshine In),Cowboy Church Sunday School,Cowboy Church Sunday School,pop,unknown,19541222,22,8,21,19541222
23,11,If I Give My Heart To You,Doris Day,Doris Day,jazz,jazz,19540911,15,4,15,19541222
24,NEW,White Christmas,Bing Crosby,Bing Crosby,jazz,jazz,19541222,24,24,2,19541222
25,NEW,Let Me Go Lover,Patti Page,Patti Page,jazz,jazz,19541222,25,24,4,19541222
26,13,Hold My Hand,Don Cornell,Don Cornell,pop,50s,19540911,13,5,16,19541222
27,NEW,Earth Angel,Penguins,Penguins,pop,50s,19541222,27,8,14,19541222
28,NEW,Runaround,Three Chuckles,Three Chuckles,jazz,jazz,19541222,28,28,1,19541222
29,NEW,Haiji Baba,Nat King Cole,Nat King Cole,jazz,jazz,19541222,29,29,1,19541222
30,NEW,Santo Natale,David Whitfield,David Whitfield,pop,oldies,19541222,30,28,2,19541222
1,1,Mr Sandman,The Chordettes,The Chordettes,pop,50s,19541030,14,1,18,19541211
2,3,Let Me Go Lover,Joan Weber,Joan Weber,pop,50s,19541127,14,1,14,19541211
3,2,I Need You Now,Eddie Fisher,Eddie Fisher,jazz,jazz,19540904,16,1,21,19541211
4,5,Teach Me Tonight,Decastro Sisters,Decastro Sisters,pop,vocal,19541009,19,4,17,19541211
5,4,This Ole House,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540813,12,1,24,19541211
6,7,Count Your Blessings,Eddie Fisher,Eddie Fisher,jazz,jazz,19541030,18,5,13,19541211
7,6,Papa Loves Mambo,Perry Como,Perry Como,jazz,jazz,19541002,15,4,16,19541211
8,10,The Naughty Lady Of Shady Lane,Ames Brothers,Ames Brothers,pop,50s,19541120,16,3,14,19541211
9,13,Mr Sandman,Four Aces,Four Aces,pop,american,19541120,12,9,13,19541211
10,8,Shake Rattle & Roll,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19540904,13,7,23,19541211
11,12,If I Give My Heart To You,Doris Day,Doris Day,jazz,jazz,19540911,15,4,15,19541211
12,11,Hey There,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540716,11,1,26,19541211
13,9,Hold My Hand,Don Cornell,Don Cornell,pop,50s,19540911,13,5,16,19541211
14,15,Make Yourself Comfortable,Sarah Vaughan,Sarah Vaughan,jazz,jazz,19541120,20,9,13,19541211
15,14,Mambo Italiano,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19541106,15,10,11,19541211
16,16,Dim All The Lights,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19541127,18,12,12,19541211
17,NEW,Hearts Of Stone,Fontane Sisters,Fontane Sisters,jazz,swing,19541211,17,1,16,19541211
18,NEW,That's All I Want From You,Jaye P Morgan,Jaye P Morgan,jazz,jazz,19541211,18,5,17,19541211
19,NEW,Let Me Go Lover,Teresa Brewer,Teresa Brewer,pop,50s,19541211,19,8,10,19541211
20,18,Hajji Baba,Nat King Cole,Nat King Cole,jazz,jazz,19541113,18,14,5,19541211
1,1,Mr Sandman,The Chordettes,The Chordettes,pop,50s,19541030,14,1,18,19541204
2,2,I Need You Now,Eddie Fisher,Eddie Fisher,jazz,jazz,19540904,16,1,21,19541204
3,14,Let Me Go Lover,Joan Weber,Joan Weber,pop,50s,19541127,14,1,14,19541204
4,3,This Ole House,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540813,12,1,24,19541204
5,4,Teach Me Tonight,Decastro Sisters,Decastro Sisters,pop,vocal,19541009,19,4,17,19541204
6,5,Papa Loves Mambo,Perry Como,Perry Como,jazz,jazz,19541002,15,4,16,19541204
7,10,Count Your Blessings,Eddie Fisher,Eddie Fisher,jazz,jazz,19541030,18,5,13,19541204
8,8,Shake Rattle & Roll,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19540904,13,7,23,19541204
9,7,Hold My Hand,Don Cornell,Don Cornell,pop,50s,19540911,13,5,16,19541204
10,11,The Naughty Lady Of Shady Lane,Ames Brothers,Ames Brothers,pop,50s,19541120,16,3,14,19541204
11,6,Hey There,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540716,11,1,26,19541204
12,9,If I Give My Heart To You,Doris Day,Doris Day,jazz,jazz,19540911,15,4,15,19541204
13,13,Mr Sandman,Four Aces,Four Aces,pop,american,19541120,12,9,13,19541204
14,12,Mambo Italiano,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19541106,15,10,11,19541204
15,16,Make Yourself Comfortable,Sarah Vaughan,Sarah Vaughan,jazz,jazz,19541120,20,9,13,19541204
16,18,Dim All The Lights,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19541127,18,12,12,19541204
17,NEW,(Bazoom) I Need Your Lovin',Cheers,Cheers,rock,hard rock,19541204,17,17,1,19541204
18,17,Hajji Baba,Nat King Cole,Nat King Cole,jazz,jazz,19541113,18,14,5,19541204
19,NEW,Hearts Of Stone,Charms,Charms,rnb / soul,funk,19541204,19,19,1,19541204
20,NEW,Wither Thou Goest,Les Paul & Mary Ford,Les Paul & Mary Ford,jazz,jazz,19541204,20,20,1,19541204
1,2,Mr Sandman,The Chordettes,The Chordettes,pop,50s,19541030,14,1,18,19541127
2,1,I Need You Now,Eddie Fisher,Eddie Fisher,jazz,jazz,19540904,16,1,21,19541127
3,3,This Ole House,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540813,12,1,24,19541127
4,5,Teach Me Tonight,Decastro Sisters,Decastro Sisters,pop,vocal,19541009,19,4,17,19541127
5,4,Papa Loves Mambo,Perry Como,Perry Como,jazz,jazz,19541002,15,4,16,19541127
6,7,Hey There,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540716,11,1,26,19541127
7,6,Hold My Hand,Don Cornell,Don Cornell,pop,50s,19540911,13,5,16,19541127
8,9,Shake Rattle & Roll,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19540904,13,7,23,19541127
9,8,If I Give My Heart To You,Doris Day,Doris Day,jazz,jazz,19540911,15,4,15,19541127
10,11,Count Your Blessings,Eddie Fisher,Eddie Fisher,jazz,jazz,19541030,18,5,13,19541127
11,16,The Naughty Lady Of Shady Lane,Ames Brothers,Ames Brothers,pop,50s,19541120,16,3,14,19541127
12,10,Mambo Italiano,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19541106,15,10,11,19541127
13,12,Mr Sandman,Four Aces,Four Aces,pop,american,19541120,12,9,13,19541127
14,NEW,Let Me Go Lover,Joan Weber,Joan Weber,pop,50s,19541127,14,1,14,19541127
15,13,Muskrat Ramble,Mcguire Sisters,Mcguire Sisters,pop,jazz vocal,19541016,19,11,7,19541127
16,20,Make Yourself Comfortable,Sarah Vaughan,Sarah Vaughan,jazz,jazz,19541120,20,9,13,19541127
17,14,Hajji Baba,Nat King Cole,Nat King Cole,jazz,jazz,19541113,18,14,5,19541127
18,NEW,Dim All The Lights,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19541127,18,12,12,19541127
19,NEW,That's All I Want From You,Jaye P Morgan,Jaye P Morgan,jazz,jazz,19541127,19,19,1,19541127
20,17,Cara Mia,David Whitfield,David Whitfield,pop,oldies,19540911,20,10,12,19541127
1,1,I Need You Now,Eddie Fisher,Eddie Fisher,jazz,jazz,19540904,16,1,21,19541120
2,4,Mr Sandman,The Chordettes,The Chordettes,pop,50s,19541030,14,1,18,19541120
3,2,This Ole House,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540813,12,1,24,19541120
4,5,Papa Loves Mambo,Perry Como,Perry Como,jazz,jazz,19541002,15,4,16,19541120
5,8,Teach Me Tonight,Decastro Sisters,Decastro Sisters,pop,vocal,19541009,19,4,17,19541120
6,6,Hold My Hand,Don Cornell,Don Cornell,pop,50s,19540911,13,5,16,19541120
7,3,Hey There,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19540716,11,1,26,19541120
8,7,If I Give My Heart To You,Doris Day,Doris Day,jazz,jazz,19540911,15,4,15,19541120
9,9,Shake Rattle & Roll,Bill Haley And His Comets,Bill Haley And His Comets,rock,rockabilly,19540904,13,7,23,19541120
10,10,Mambo Italiano,Rosemary Clooney,Rosemary Clooney,jazz,jazz,19541106,15,10,11,19541120
11,14,Count Your Blessings,Eddie Fisher,Eddie Fisher,jazz,jazz,19541030,18,5,13,19541120
12,NEW,Mr Sandman,Four Aces,Four Aces,pop,american,19541120,12,9,13,19541120
13,11,Muskrat Ramble,Mcguire Sisters,Mcguire Sisters,pop,jazz vocal,19541016,19,11,7,19541120
14,18,Hajji Baba,Nat King Cole,Nat King Cole,jazz,jazz,19541113,18,14,5,19541120
15,17,Whither Thou Goest,Les Paul & Mary Ford,Les Paul & Mary Ford,jazz,jazz,19541009,17,14,7,19541120
16,NEW,The Naughty Lady Of Shady Lane,Ames Brothers,Ames Brothers,pop,50s,19541120,16,3,14,19541120
17,13,Cara Mia,David Whitfield,David Whitfield,pop,oldies,19540911,20,10,12,19541120
18,15,Sh-Boom,Crew Cuts,Crew Cuts,pop,doo wop,19540702,8,1,21,19541120
19,12,Skokiaan,Ralph Marterie,Ralph Marterie,pop,50s,19540820,18,3,14,19541120
20,NEW,Make Yourself Comfortable,Sarah Vaughan,Sarah Vaughan,jazz,jazz,19541120,20,9,13,19541120
