this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,2,Someday We'll Be Together,Diana Ross & The Supremes,Diana Ross & The Supremes,rnb / soul,soul,19691108,50,1,16,19691227
2,1,Leaving On A Jet Plane,"Peter, Paul And Mary","Peter, Paul And Mary",country / folk,folk,19691018,129,1,18,19691227
3,5,Raindrops Keep Fallin' On My Head,B.J. Thomas,B.J. Thomas,pop,pop,19691101,86,1,22,19691227
4,3,Down On The Corner / Fortunate Son,Creedence Clearwater Revival,Creedence Clearwater Revival,rock,classic rock,19691025,87,3,15,19691227
5,4,Na Na Hey Hey Kiss Him Goodbye,Steam,Steam,rock,rock,19691004,118,1,18,19691227
6,9,Holly Holy,Neil Diamond,Neil Diamond,country / folk,singer-songwriter,19691101,71,6,14,19691227
7,6,Come Together / Something,Beatles,Beatles,rock,classic rock,19691018,23,1,16,19691227
8,17,I Want You Back,Jackson Five,Jackson Five,rnb / soul,soul,19691108,117,1,20,19691227
9,12,Whole Lotta Love,Led Zeppelin,Led Zeppelin,rock,classic rock,19691122,91,4,15,19691227
10,8,Take A Letter Maria,R.B. Greaves,R.B. Greaves,rnb / soul,soul,19691011,101,2,16,19691227
11,15,Midnight Cowboy,Ferrante & Teicher,Ferrante & Teicher,pop,easy listening,19691025,112,10,16,19691227
12,11,Eli's Coming,Three Dog Night,Three Dog Night,rock,classic rock,19691025,61,10,14,19691227
13,7,Yester-Me Yester-You Yesterday,Stevie Wonder,Stevie Wonder,rnb / soul,soul,19691018,94,7,14,19691227
14,14,La La La,Bobby Sherman,Bobby Sherman,pop,pop,19691122,80,9,11,19691227
15,10,And When I Die,Blood Sweat And Tears,Blood Sweat And Tears,rock,classic rock,19691018,50,2,13,19691227
16,20,These Eyes,Junior Walker & The All Stars,Junior Walker & The All Stars,rnb / soul,soul,19691025,91,16,13,19691227
17,18,Friendship Train,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,soul,19691025,93,17,14,19691227
18,13,Backfield In Motion,Mel & Tim,Mel & Tim,rnb / soul,soul,19691018,48,10,14,19691227
19,31,Venus,Shocking Blue,Shocking Blue,rock,classic rock,19691129,114,1,16,19691227
20,23,Jam Up Jelly Tight,Tommy Roe,Tommy Roe,pop,60s,19691115,88,8,14,19691227
21,16,Cherry Hill Park,Billy Joe Royal,Billy Joe Royal,pop,60s,19690927,108,15,16,19691227
22,34,Jingle Jangle,Archies,Archies,pop,60s,19691129,90,10,13,19691227
23,25,Daddy Don't Cry,Elvis Presley,Elvis Presley,rock,rock n roll,19691129,73,6,13,19691227
24,21,Smile A Little Smile For Me,Flying Machine,Flying Machine,pop,60s,19690920,102,5,16,19691227
25,22,Baby I'm For Real,Originals,Originals,rnb / soul,soul,19690913,112,14,18,19691227
26,26,Up On Cripple Creek,The Band,The Band,rock,classic rock,19691018,135,25,16,19691227
27,24,A Brand New Me,Dusty Springfield,Dusty Springfield,rnb / soul,soul,19691101,123,24,13,19691227
28,28,Evil Woman Don't Play Your Games With Me,Crow,Crow,pop,crust,19691025,88,19,15,19691227
29,19,Wedding Bell Blues,5Th Dimension,5Th Dimension,pop,60s,19690927,67,1,15,19691227
30,37,Early In The Morning,Vanity Fare,Vanity Fare,pop,oldies,19691108,105,12,15,19691227
31,27,Heaven Knows,Grass Roots,Grass Roots,rock,classic rock,19691101,122,24,11,19691227
32,29,Eleanor Rigby,Aretha Franklin,Aretha Franklin,rnb / soul,soul,19691108,96,17,8,19691227
33,35,Cold Turkey,Plastic Ono Band,Plastic Ono Band,rock,classic rock,19691115,86,30,12,19691227
34,40,She,Tommy James & The Shondells,Tommy James & The Shondells,pop,60s,19691206,122,23,9,19691227
35,38,Sunday Mornin',Oliver,Oliver,electronic,house,19691122,78,35,9,19691227
36,36,Ain't It Funky Now,James Brown,James Brown,rnb / soul,funk,19691122,71,24,11,19691227
37,30,Going In Circles,Friends Of Distinction,Friends Of Distinction,rnb / soul,soul,19690802,119,15,22,19691227
38,33,Groove Grubworm,Harlow Wilcox & The Oakies,Harlow Wilcox,pop,oklahoma,19690913,134,30,16,19691227
39,47,Wonderful World Beautiful People,Jimmy Cliff,Jimmy Cliff,reggae,reggae,19691206,81,25,11,19691227
40,64,Point It Out,Smokey Robinson And The Miracles,Smokey Robinson And The Miracles,rnb / soul,soul,19691206,117,37,9,19691227
41,48,Winter World Of Love,Englebert Humperdinck,Englebert Humperdinck,pop,oldies,19691206,84,16,12,19691227
42,42,Okie From Muskogee,Merle Haggard,Merle Haggard,country / folk,country,19691011,115,41,17,19691227
43,43,Cupid,Johnny Nash,Johnny Nash,reggae,reggae,19691004,131,39,19,19691227
44,44,Don't Let Love Hang You Up,Jerry Butler,Jerry Butler,rnb / soul,soul,19691115,98,44,8,19691227
45,46,Don't Let Him Take Your Love From Me,Four Tops,Four Tops,rnb / soul,soul,19691206,71,45,7,19691227
46,39,Mind Body And Soul,Flaming Ember,Flaming Ember,rnb / soul,funk,19690927,92,26,14,19691227
47,66,Arizona,Mark Lindsay,Mark Lindsay,pop,pop,19691129,117,10,17,19691227
48,41,Kozmic Blues,Janis Joplin,Janis Joplin,rock,classic rock,19691108,94,41,9,19691227
49,50,What You Gave Me,Marvin Gaye & Tammi Terrell,Marvin Gaye & Tammi Terrell,rnb / soul,soul,19691129,77,49,8,19691227
50,NEW,Without Love,Tom Jones,Tom Jones,pop,pop,19691227,50,5,11,19691227
51,NEW,I'll Never Fall In Love Again,Dionne Warwick,Dionne Warwick,rnb / soul,soul,19691227,51,6,11,19691227
52,55,Can't Take My Eyes Off You,Nancy Wilson,Nancy Wilson,jazz,jazz,19691115,105,52,11,19691227
53,54,Fancy,Bobbie Gentry,Bobbie Gentry,country / folk,country,19691122,94,31,14,19691227
54,69,Walkin' In The Rain,Jay And The Americans,Jay And The Americans,pop,oldies,19691115,109,19,16,19691227
