this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
15,NEW,Harbour Lights,Ray Anthony / Ronnie Deauville,Ray Anthony / Ronnie Deauville,pop,19501206,15,15,4,19501206
16,15,I'll Always Love You,Dean Martin,Dean Martin,jazz,19501129,15,15,2,19501206
17,18,Nevertheless,Ralph Flanagan / Harry Prime,Ralph Flanagan / Harry Prime,pop,19501129,18,17,2,19501206
18,16,Nevertheless,Ray Anthony / Ronnie Deauville,Ray Anthony / Ronnie Deauville,pop,19501129,16,16,4,19501206
19,NEW,Rudolph The Red Nosed Reindeer,Gene Autry,Gene Autry,country / folk,19501206,19,3,6,19501206
20,NEW,Patricia,Perry Como,Perry Como,jazz,19501206,20,20,1,19501206
1,5,The Thing,Phil Harris,Phil Harris,pop,19501122,5,1,14,19501129
2,1,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501129
3,8,Tennessee Waltz,Patti Page,Patti Page,jazz,19501122,8,1,23,19501129
4,2,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501129
5,3,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501129
6,6,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501129
7,4,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501129
8,7,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501129
9,9,Nevertheless,Paul Weston / Norman Luboff Choir,Paul Weston / Norman Luboff Choir,pop,19501108,13,9,9,19501129
10,10,A Bushel And A Peck,Perry Como / Betty Hutton,Perry Como / Betty Hutton,pop,19501108,15,6,14,19501129
11,11,Thinking Of You,Eddie Fisher,Eddie Fisher,jazz,19501115,11,9,8,19501129
12,17,Oh Babe,Kay Starr,Kay Starr,jazz,19501122,17,12,5,19501129
13,NEW,A Bushel And A Peck,Margaret Whiting / Jimmy Wakely,Margaret Whiting / Jimmy Wakely,pop,19501129,13,13,1,19501129
14,13,Nevertheless,Mills Brothers,Mills Brothers,jazz,19501122,13,9,13,19501129
15,NEW,I'll Always Love You,Dean Martin,Dean Martin,jazz,19501129,15,15,2,19501129
16,NEW,Nevertheless,Ray Anthony / Ronnie Deauville,Ray Anthony / Ronnie Deauville,pop,19501129,16,16,4,19501129
17,12,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501129
18,NEW,Nevertheless,Ralph Flanagan / Harry Prime,Ralph Flanagan / Harry Prime,pop,19501129,18,17,2,19501129
19,NEW,Harbour Lights,Bing Crosby,Bing Crosby,jazz,19501129,19,19,1,19501129
20,16,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501129
1,1,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501122
2,5,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501122
3,4,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501122
4,2,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501122
5,NEW,The Thing,Phil Harris,Phil Harris,pop,19501122,5,1,14,19501122
6,6,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501122
7,3,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501122
8,NEW,Tennessee Waltz,Patti Page,Patti Page,jazz,19501122,8,1,23,19501122
9,9,Nevertheless,Paul Weston / Norman Luboff Choir,Paul Weston / Norman Luboff Choir,pop,19501108,13,9,9,19501122
10,15,A Bushel And A Peck,Perry Como / Betty Hutton,Perry Como / Betty Hutton,pop,19501108,15,6,14,19501122
11,11,Thinking Of You,Eddie Fisher,Eddie Fisher,jazz,19501115,11,9,8,19501122
12,10,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501122
13,NEW,Nevertheless,Mills Brothers,Mills Brothers,jazz,19501122,13,9,13,19501122
14,12,Orange Coloured Sky,Nat King Cole / Stan Kenton,Nat King Cole / Stan Kenton,pop,19501025,13,11,5,19501122
15,7,Patricia,Perry Como,Perry Como,jazz,19501115,7,7,2,19501122
16,18,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501122
17,NEW,Oh Babe,Kay Starr,Kay Starr,jazz,19501122,17,12,5,19501122
18,20,Oh Babe,Louis Prima / Keely Smith,Louis Prima / Keely Smith,pop,19501115,20,18,2,19501122
19,NEW,Harbour Lights,Ray Anthony / Ronnie Deauville,Ray Anthony / Ronnie Deauville,pop,19501122,19,19,1,19501122
20,NEW,Nevertheless,Ralph Flanagan / Harry Prime,Ralph Flanagan / Harry Prime,pop,19501122,20,20,1,19501122
1,2,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501115
2,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501115
3,4,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501115
4,8,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501115
5,5,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501115
6,9,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501115
7,NEW,Patricia,Perry Como,Perry Como,jazz,19501115,7,7,2,19501115
8,6,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501115
9,13,Nevertheless,Paul Weston / Norman Luboff Choir,Paul Weston / Norman Luboff Choir,pop,19501108,13,9,9,19501115
10,3,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501115
11,NEW,Thinking Of You,Eddie Fisher,Eddie Fisher,jazz,19501115,11,9,8,19501115
12,14,Orange Coloured Sky,Nat King Cole / Stan Kenton,Nat King Cole / Stan Kenton,pop,19501025,13,11,5,19501115
13,7,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501115
14,18,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501115
15,15,A Bushel And A Peck,Perry Como / Betty Hutton,Perry Como / Betty Hutton,pop,19501108,15,6,14,19501115
16,11,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501115
17,12,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501115
18,16,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501115
19,10,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501115
20,NEW,Oh Babe,Louis Prima / Keely Smith,Louis Prima / Keely Smith,pop,19501115,20,18,2,19501115
1,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501108
2,2,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501108
3,3,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501108
4,7,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501108
5,4,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501108
6,5,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501108
7,6,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501108
8,9,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501108
9,13,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501108
10,8,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501108
11,10,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501108
12,14,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501108
13,NEW,Nevertheless,Paul Weston / Norman Luboff Choir,Paul Weston / Norman Luboff Choir,pop,19501108,13,9,9,19501108
14,11,Orange Coloured Sky,Nat King Cole / Stan Kenton,Nat King Cole / Stan Kenton,pop,19501025,13,11,5,19501108
15,NEW,A Bushel And A Peck,Perry Como / Betty Hutton,Perry Como / Betty Hutton,pop,19501108,15,6,14,19501108
16,15,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501108
17,NEW,Nevertheless,Ray Anthony / Ronnie Deauville,Ray Anthony / Ronnie Deauville,pop,19501108,17,17,1,19501108
18,12,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501108
19,19,All My Love,Bing Crosby,Bing Crosby,jazz,19501101,19,19,2,19501108
20,18,All My Love,Percy Faith,Percy Faith,pop,19501018,18,18,4,19501108
1,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501101
2,3,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501101
3,2,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501101
4,7,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501101
5,4,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501101
6,5,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501101
7,6,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501101
8,8,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501101
9,15,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501101
10,9,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501101
11,13,Orange Coloured Sky,Nat King Cole / Stan Kenton,Nat King Cole / Stan Kenton,pop,19501025,13,11,5,19501101
12,11,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501101
13,10,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501101
14,12,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501101
15,17,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501101
16,NEW,Patricia,Perry Como,Perry Como,jazz,19501101,16,16,1,19501101
17,14,La vie en rose,Tony Martin,Tony Martin,rock,19500927,10,10,6,19501101
18,20,All My Love,Percy Faith,Percy Faith,pop,19501018,18,18,4,19501101
19,NEW,All My Love,Bing Crosby,Bing Crosby,jazz,19501101,19,19,2,19501101
20,19,No Other Love,Jo Stafford,Jo Stafford,jazz,19500823,15,8,11,19501101
1,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501025
2,2,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501025
3,6,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501025
4,3,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501025
5,4,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501025
6,5,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501025
7,8,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501025
8,7,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501025
9,9,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501025
10,11,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501025
11,12,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501025
12,10,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501025
13,NEW,Orange Coloured Sky,Nat King Cole / Stan Kenton,Nat King Cole / Stan Kenton,pop,19501025,13,11,5,19501025
14,14,La vie en rose,Tony Martin,Tony Martin,rock,19500927,10,10,6,19501025
15,13,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501025
16,NEW,Our Lady Of Fatima,Red Foley,Red Foley,country / folk,19501025,16,16,1,19501025
17,15,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501025
18,NEW,Nevertheless,Paul Weston / Norman Luboff Choir,Paul Weston / Norman Luboff Choir,pop,19501025,18,18,1,19501025
19,20,No Other Love,Jo Stafford,Jo Stafford,jazz,19500823,15,8,11,19501025
20,18,All My Love,Percy Faith,Percy Faith,pop,19501018,18,18,4,19501025
1,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501018
2,2,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501018
3,3,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501018
4,4,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501018
5,5,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501018
6,9,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501018
7,6,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501018
8,8,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501018
9,7,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501018
10,10,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501018
11,20,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501018
12,13,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501018
13,NEW,Harbour Lights,Guy Lombardo / Kenny Gardner,Guy Lombardo / Kenny Gardner,pop,19501018,13,3,17,19501018
14,15,La vie en rose,Tony Martin,Tony Martin,rock,19500927,10,10,6,19501018
15,18,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501018
16,14,"Music, Maestro, Please",Frankie Laine,Frankie Laine,country / folk,19500913,20,14,6,19501018
17,17,Thinking Of You,Eddie Fisher,Eddie Fisher,jazz,19501011,17,17,2,19501018
18,NEW,All My Love,Percy Faith,Percy Faith,pop,19501018,18,18,4,19501018
19,NEW,All My Love,Bing Crosby,Bing Crosby,jazz,19501018,19,19,1,19501018
20,11,No Other Love,Jo Stafford,Jo Stafford,jazz,19500823,15,8,11,19501018
1,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501011
2,2,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501011
3,4,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501011
4,3,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501011
5,5,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501011
6,6,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501011
7,9,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501011
8,7,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501011
9,8,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501011
10,10,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501011
11,12,No Other Love,Jo Stafford,Jo Stafford,jazz,19500823,15,8,11,19501011
12,11,Tzena Tzena Tzena,Weavers / Gordon Jenkins,Weavers / Gordon Jenkins,pop,19500705,11,2,15,19501011
13,14,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501011
14,17,"Music, Maestro, Please",Frankie Laine,Frankie Laine,country / folk,19500913,20,14,6,19501011
15,18,La vie en rose,Tony Martin,Tony Martin,rock,19500927,10,10,6,19501011
16,NEW,Orange Coloured Sky,Nat King Cole / Stan Kenton,Nat King Cole / Stan Kenton,pop,19501011,16,16,1,19501011
17,NEW,Thinking Of You,Eddie Fisher,Eddie Fisher,jazz,19501011,17,17,2,19501011
18,NEW,All My Love,Guy Lombardo / Bill Flanagan,Guy Lombardo / Bill Flanagan,pop,19501011,18,15,8,19501011
19,15,Patricia,Perry Como,Perry Como,jazz,19501004,15,15,2,19501011
20,20,Thinking Of You,Don Cherry,Don Cherry,jazz,19501004,20,4,18,19501011
1,1,Goodnight Irene,Weavers & Gordon Jenkins,Weavers,country / folk,19500712,17,1,23,19501004
2,2,Mona Lisa,Nat King Cole,Nat King Cole,jazz,19500607,14,1,26,19501004
3,3,Play A Simple Melody,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,8,3,17,19501004
4,4,Sam's Song,Bing Crosby / Gary Crosby,Bing Crosby / Gary Crosby,pop,19500726,10,3,17,19501004
5,11,I'll Never Be Free,Kay Starr / Tennessee Ernie Ford,Kay Starr / Tennessee Ernie Ford,pop,19500906,12,3,15,19501004
6,5,Bonaparte's Retreat,Kay Starr,Kay Starr,jazz,19500705,17,5,20,19501004
7,7,All My Love,Patti Page,Patti Page,jazz,19500906,18,2,16,19501004
8,9,Harbour Lights,Sammy Kaye / Tony Alamo / Kaydets,Sammy Kaye / Tony Alamo / Kaydets,pop,19500920,12,1,21,19501004
9,8,Can Anyone Explain,Ames Brothers,Ames Brothers,pop,19500816,15,7,14,19501004
10,12,Our Lady Of Fatima,Kitty Kallen / Richard Hayes,Kitty Kallen / Richard Hayes,pop,19500920,10,10,9,19501004
11,6,Tzena Tzena Tzena,Weavers / Gordon Jenkins,Weavers / Gordon Jenkins,pop,19500705,11,2,15,19501004
12,14,No Other Love,Jo Stafford,Jo Stafford,jazz,19500823,15,8,11,19501004
13,NEW,Nola,Les Paul,Les Paul,jazz,19501004,13,13,1,19501004
14,17,I'll Always Love You,Dean Martin,Dean Martin,jazz,19500927,17,11,8,19501004
15,NEW,Patricia,Perry Como,Perry Como,jazz,19501004,15,15,2,19501004
