this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Le Freak,Chic,Chic,disco,19781028,82,1,25,19781230
2,2,Too Much Heaven / Rest Your Love On Me,The Bee Gees,The Bee Gees,disco,19781118,35,1,21,19781230
3,3,You Don't Bring Me Flowers,Barbra And Neil,Barbra And Neil,pop,19781028,48,1,17,19781230
4,4,My Life,Billy Joel,Billy Joel,rock,19781104,69,3,19,19781230
5,5,I Love The Night Life (Disco 'Round),Alicia Bridges,Alicia Bridges,disco,19780708,86,5,31,19781230
6,6,I Just Wanna Stop,Gino Vannelli,Gino Vannelli,pop,19780909,87,4,21,19781230
7,7,Sharing The Night Together,Dr. Hook,Dr. Hook,rock,19780916,79,6,22,19781230
8,8,Y.M.C.A.,The Village People,The Village People,disco,19781021,87,2,26,19781230
9,9,(Our Love) Don't Throw It All Away,Andy Gibb,Andy Gibb,disco,19781014,70,9,18,19781230
10,10,Hold The Line,Toto,Toto,rock,19781007,84,5,21,19781230
11,11,Ooh Baby Baby,Linda Ronstadt,Linda Ronstadt,pop,19781111,59,7,16,19781230
12,12,How You Gonna See Me Now,Alice Cooper,Alice Cooper,rock,19781021,75,12,16,19781230
13,13,Promises / Watch Out For Lucy,Eric Clapton And His Band,Eric Clapton And His Band,rock,19781014,85,9,18,19781230
14,14,Time Passages,Al Stewart,Al Stewart,country / folk,19780930,85,7,18,19781230
15,15,MacArthur Park,Donna Summer,Donna Summer,disco,19780909,85,1,20,19781230
16,16,Strange Way,Firefall,Firefall,rock,19780930,86,11,19,19781230
17,17,We've Got Tonite,Bob Seger And The Silver Bullet Band,Bob Seger And The Silver Bullet Band,rock,19781028,84,13,17,19781230
18,18,September,"Earth, Wind And Fire","Earth, Wind And Fire",rnb / soul,19781118,79,8,17,19781230
19,19,A Little More Love,Olivia Newton-John,Olivia Newton-John,pop,19781125,68,3,20,19781230
20,20,Please Come Home Christmas,The Eagles,The Eagles,rock,19781209,78,18,8,19781230
21,21,I'm Every Woman,Chaka Khan,Chaka Khan,rnb / soul,19781007,86,21,16,19781230
22,22,Every 1's A Winner,Hot Chocolate,Hot Chocolate,disco,19781111,75,6,18,19781230
23,23,New York Groove,Ace Frehley,Ace Frehley,rock,19781014,87,13,21,19781230
24,24,Sweet Life,Paul Davis,Paul Davis,rock,19780826,85,17,21,19781230
25,25,Bicycle Race / Fat Bottomed Girls,Queen,Queen,rock,19781111,70,24,12,19781230
26,26,Shake It,Ian Matthews,Ian Matthews,rock,19781118,90,13,19,19781230
27,27,Lotta Love,Nicolette Larson,Nicolette Larson,pop,19781125,86,8,19,19781230
28,28,Fire,The Pointer Sisters,The Pointer Sisters,disco,19781111,86,2,23,19781230
29,29,How Much I Feel,Ambrosia,Ambrosia,rock,19780902,90,3,21,19781230
30,30,I Was Made For Dancin',Leif Garrett,Leif Garrett,pop,19781111,85,10,21,19781230
31,31,Straight On,Heart,Heart,rock,19780923,79,15,18,19781230
32,32,Don't Hold Back,Chanson,Chanson,rnb / soul,19781111,83,21,16,19781230
33,33,Instant Replay,Dan Hartman,Dan Hartman,disco,19781014,88,29,17,19781230
34,34,I Will Be In Love With You,Livingston Taylor,Livingston Taylor,country / folk,19781021,89,30,14,19781230
35,35,My Best Friend's Girl,The Cars,The Cars,rock,19781021,85,35,15,19781230
36,36,Part-Time Love,Elton John,Elton John,pop,19781111,63,22,10,19781230
37,37,A Man I'll Never Be,Boston,Boston,rock,19781118,84,31,12,19781230
38,38,The Gambler,Kenny Rogers,Kenny Rogers,country / folk,19781104,84,16,22,19781230
39,39,Take Me To The River,The Talking Heads,The Talking Heads,rock,19781028,110,26,18,19781230
40,40,Da Ya Think I'm Sexy,Rod Stewart,Rod Stewart,rock,19781223,40,1,21,19781230
41,41,Don't Cry Out Loud,Melissa Manchester,Melissa Manchester,pop,19781118,87,10,23,19781230
42,42,Mary Jane,Rick James,Rick James,rnb / soul,19781104,83,41,12,19781230
43,43,Home And Dry,Gerry Rafferty,Gerry Rafferty,rock,19781202,79,28,13,19781230
44,44,Got To Be Real,Cheryl Lynn,Cheryl Lynn,disco,19781202,78,12,18,19781230
45,45,One Last Kiss,The J. Geils Band,The J. Geils Band,rock,19781118,89,35,13,19781230
46,46,"Hold Me, Touch Me",Paul Stanley,Paul Stanley,rock,19781104,85,46,12,19781230
47,47,You Thrill Me,Exile,Exile,pop,19781125,82,40,11,19781230
48,48,The Dream Never Dies,The Cooper Brothers,The Cooper Brothers,rock,19781028,92,48,13,19781230
49,49,You Took The Words Right Out Of My Mouth,Meat Loaf,Meat Loaf,rock,19781111,90,39,13,19781230
50,50,Radioactive,Gene Simmons,Gene Simmons,rock,19781202,84,47,8,19781230
51,51,Double Vision,Foreigner,Foreigner,rock,19780923,67,2,20,19781230
52,52,The Power Of Gold,Dan Fogelberg / Tim Weisberg,Dan Fogelberg / Tim Weisberg,pop,19781014,82,24,14,19781230
53,53,Love Don't Live Here Anymore,Rose Royce,Rose Royce,rnb / soul,19781209,81,32,11,19781230
54,54,Soul Man,The Blues Brothers,The Blues Brothers,rock,19781209,86,14,15,19781230
55,55,Shattered,The Rolling Stones,The Rolling Stones,rock,19781216,78,31,10,19781230
56,56,Baby I'm Burnin' / I Really Got The Feeling,Dolly Parton,Dolly Parton,country / folk,19781209,88,25,14,19781230
57,57,Somewhere In The Night,Barry Manilow,Barry Manilow,pop,19781216,75,9,15,19781230
58,58,In The Bush,Musique,Musique,disco,19780930,110,58,16,19781230
59,59,You Need A Woman Tonight,The Captain And Tennille,The Captain And Tennille,pop,19781209,82,40,10,19781230
60,60,Your Sweetness Is My Weakness,Barry White,Barry White,rnb / soul,19781118,93,60,9,19781230
61,61,Alive Again,Chicago,Chicago,rock,19781021,63,14,13,19781230
62,62,Easy Driver,Kenny Loggins,Kenny Loggins,pop,19781202,86,60,8,19781230
63,63,Miles Away,Fotomaker,Fotomaker,pop,19781202,85,63,6,19781230
64,64,Dancin' Shoes,Nigel Olsson,Nigel Olsson,disco,19781216,79,18,16,19781230
65,65,I Don't Wanna Lose You,Daryl Hall And John Oates,Daryl Hall And John Oates,pop,19781209,85,42,10,19781230
66,66,Light The Sky On Fire,Jefferson Starship,Jefferson Starship,rock,19781202,90,66,6,19781230
67,67,Got To Have Loving,Don Ray,Don Ray,disco,19781125,88,67,8,19781230
68,68,I Believe You,The Carpenters,The Carpenters,pop,19781209,83,68,5,19781230
69,69,Well All Right,Santana,Santana,rock,19781111,87,69,8,19781230
70,70,Lost In Your Love,John Paul Young,John Paul Young,pop,19781209,90,55,9,19781230
71,71,Shake Your Groove Thing,Peaches And Herb,Peaches And Herb,disco,19781216,83,5,22,19781230
72,72,Silver Lining,Player,Player,pop,19781216,82,62,6,19781230
73,73,You've Really Got A Hold On Me,Eddie Money,Eddie Money,rock,19781118,107,72,9,19781230
74,74,Run For Home,Lindisfarne,Lindisfarne,country / folk,19780930,90,33,14,19781230
