this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Like A Virgin,Madonna,Madonna,pop,19841117,48,1,19,19841229
2,2,Wild Boys,Duran Duran,Duran Duran,rock,19841103,38,2,18,19841229
3,3,Out Of Touch,Daryl Hall & John Oates,Daryl Hall & John Oates,pop,19840929,48,1,23,19841229
4,4,Sea Of Love,Honeydrippers,Honeydrippers,rock,19841013,62,3,20,19841229
5,5,Cool It Now,New Edition,New Edition,rnb / soul,19840922,84,4,25,19841229
6,6,We Belong,Pat Benatar,Pat Benatar,pop,19841027,45,5,20,19841229
7,7,I Feel For You,Chaka Khan,Chaka Khan,rnb / soul,19840908,73,3,26,19841229
8,8,No More Lonely Nights,Paul Mccartney,Paul Mccartney,rock,19841013,48,6,18,19841229
9,9,All I Need,Jack Wagner,Jack Wagner,pop,19841020,88,2,22,19841229
10,10,Valotte,Julian Lennon,Julian Lennon,pop,19841020,64,9,19,19841229
11,11,Wake Me Up Before You Go Go,Wham!,Wham!,pop,19840908,80,1,24,19841229
12,12,Run To You,Bryan Adams,Bryan Adams,rock,19841103,59,6,19,19841229
13,13,All Through The Night,Cyndi Lauper,Cyndi Lauper,pop,19841006,49,5,19,19841229
14,14,Born In The U.S.A.,Bruce Springsteen,Bruce Springsteen,rock,19841110,52,9,17,19841229
15,15,You're The Inspiration,Chicago,Chicago,rock,19841117,61,3,22,19841229
16,16,I Can't Hold Back,Survivor,Survivor,rock,19840915,85,13,23,19841229
17,17,Do What You Do,Jermaine Jackson,Jermaine Jackson,rnb / soul,19841027,64,13,20,19841229
18,18,Penny Lover,Lionel Richie,Lionel Richie,rnb / soul,19841006,54,8,18,19841229
19,19,Misunderstanding,Bob Seger,Bob Seger,rock,19841110,54,17,15,19841229
20,20,Hello Again,The Cars,The Cars,rock,19841027,60,20,15,19841229
21,21,I Want To Know What Love Is,Foreigner,Foreigner,rock,19841208,45,1,21,19841229
22,22,Easy Lover,Philip Bailey,Philip Bailey,rnb / soul,19841124,63,2,23,19841229
23,23,Strut,Sheena Easton,Sheena Easton,pop,19840825,75,7,25,19841229
24,24,Centipede,Rebbie Jackson,Rebbie Jackson,pop,19841006,88,24,19,19841229
25,25,Jamie,Ray Parker Jnr.,Ray Parker Jnr.,pop,19841117,65,14,17,19841229
26,26,Walking On A Thin Line,Huey Lewis And The News,Huey Lewis And The News,pop,19841020,53,18,15,19841229
27,27,The Boys Of Summer,Don Henley,Don Henley,rock,19841110,63,5,22,19841229
28,28,We Are Young,Dan Hartmann,Dan Hartmann,disco,19841006,81,25,17,19841229
29,29,Better Be Good To Me,Tina Turner,Tina Turner,pop,19840915,63,5,21,19841229
30,30,Stranger In Town,Toto,Toto,rock,19841027,70,30,15,19841229
31,31,Loverboy,Billy Ocean,Billy Ocean,pop,19841201,56,2,21,19841229
32,32,I Would Die 4 U,Prince,Prince,rnb / soul,19841215,42,8,15,19841229
33,33,Bruce,Rick Springfield,Rick Springfield,pop,19841117,81,27,13,19841229
34,34,The Belle Of St. Mark,Sheila E,Sheila E,pop,19841027,89,34,15,19841229
35,35,Tender Years,John Cafferty & The Beaver Brown Band,John Cafferty & The Beaver Brown Band,rock,19841117,72,31,14,19841229
