this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,3,Hello Goodbye,The Beatles,The Beatles,rock,19671202,45,1,11,19671230
2,2,I Heard It Through The Grapevine,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,19671014,111,2,18,19671230
3,1,Daydream Believer,The Monkees,The Monkees,pop,19671111,101,1,13,19671230
4,4,I Second That Emotion,Smokey Robinson And The Miracles,Smokey Robinson And The Miracles,rnb / soul,19671104,85,4,15,19671230
5,5,"Woman, Woman",The Union Gap Featuring Gary Puckett,The Union Gap,pop,19671111,128,4,18,19671230
6,11,Judy In Disguise (With Glasses),John Fred And His Playboy Band,John Fred And His Playboy Band,pop,19671111,133,1,18,19671230
7,17,Chain Of Fools,Aretha Franklin,Aretha Franklin,rnb / soul,19671209,66,2,12,19671230
8,13,"Bend Me, Shape Me",The American Breed,The American Breed,pop,19671111,129,5,17,19671230
9,7,Boogaloo Down Broadway,The Fantastic Johnny C.,The Fantastic Johnny C.,rnb / soul,19670923,114,7,20,19671230
10,15,Skinny Legs And All,Joe Tex,Joe Tex,rnb / soul,19671028,93,10,15,19671230
11,16,Honey Chile,Martha Reeves And The Vandellas,Martha Reeves And The Vandellas,rnb / soul,19671118,65,11,12,19671230
12,9,You Better Sit Down Kids,Cher,Cher,pop,19671028,79,9,13,19671230
13,8,Incense And Peppermints,Strawberry Alarm Clock,Strawberry Alarm Clock,pop,19670923,101,1,17,19671230
14,6,"The Rain, The Park And Other Things",The Cowsills,The Cowsills,pop,19670930,90,2,16,19671230
15,18,Summer Rain,Johnny Rivers,Johnny Rivers,rock,19671118,81,14,10,19671230
16,10,I Say A Little Prayer,Dionne Warwick,Dionne Warwick,rnb / soul,19671021,75,4,13,19671230
17,22,Next Plane To London,The Rose Garden,The Rose Garden,pop,19670930,116,17,17,19671230
18,23,If I Could Build My Whole World Around You,Marvin Gaye & Tammi Terrell,Marvin Gaye & Tammi Terrell,rnb / soul,19671202,65,10,11,19671230
19,26,Different Drum,The Stone Poneys Featuring Linda Ronstadt,The Stone Poneys,rock,19671104,122,13,18,19671230
20,14,She's My Girl,The Turtles,The Turtles,pop,19671104,134,14,11,19671230
21,12,In And Out Of Love,Diana Ross And The Supremes,Diana Ross And The Supremes,rnb / soul,19671111,65,9,8,19671230
22,29,And Get Away,The Esquires,The Esquires,rnb / soul,19671125,71,22,8,19671230
23,28,Wear Your Love Like Heaven,Donovan,Donovan,country / folk,19671125,74,23,7,19671230
24,24,Neon Rainbow,The Box Tops,The Box Tops,pop,19671111,87,24,9,19671230
25,33,Green Tambourine,The Lemon Pipers,The Lemon Pipers,pop,19671202,116,1,15,19671230
26,31,It's Wonderful,The Young Rascals,The Young Rascals,rock,19671209,68,20,7,19671230
27,20,(The Lights Went Out In) Massachusetts,The Bee Gees,The Bee Gees,disco,19671111,74,11,8,19671230
28,19,Keep The Ball Rollin',Jay And The Techniques,Jay And The Techniques,pop,19671021,90,14,12,19671230
29,34,Susan,The Buckinghams,The Buckinghams,pop,19671209,74,11,12,19671230
30,36,Come See About Me,Jr. Walker And The All Stars,Jr. Walker And The All Stars,rnb / soul,19671125,86,24,11,19671230
31,41,The Other Man's Grass Is Always Greener,Petula Clark,Petula Clark,pop,19671202,77,31,7,19671230
32,64,Monterey,Eric Burdon And The Animals,Eric Burdon And The Animals,rock,19671209,119,15,10,19671230
33,30,By The Time I Get To Phoenix,Glen Campbell,Glen Campbell,country / folk,19671014,117,26,13,19671230
34,35,Baby You Got It,Brenton Wood,Brenton Wood,rnb / soul,19671118,119,34,8,19671230
35,39,Too Much Of Nothing,"Peter, Paul And Mary","Peter, Paul And Mary",country / folk,19671125,87,35,7,19671230
36,51,Who Will Answer,Ed Ames,Ed Ames,pop,19671216,74,19,8,19671230
37,55,I Can't Stand Myself (When You Touch Me),James Brown And The Famous Flames,James Brown And The Famous Flames,rnb / soul,19671209,85,28,9,19671230
38,48,Love Me Two Times,The Doors,The Doors,rock,19671209,75,25,7,19671230
39,21,To Sir With Love,Lulu,Lulu,pop,19670826,128,1,19,19671230
40,50,Tell Mama,Etta James,Etta James,rock,19671111,98,23,14,19671230
41,32,Since You Showed Me How To Be Happy,Jackie Wilson,Jackie Wilson,rnb / soul,19671125,72,32,6,19671230
42,52,Love Power,The Sandpebbles,The Sandpebbles,pop,19671125,73,22,12,19671230
43,47,Cover Me,Percy Sledge,Percy Sledge,rnb / soul,19671125,76,42,8,19671230
44,44,Windy,Wes Montgomery,Wes Montgomery,jazz,19671118,107,44,12,19671230
45,57,I'm In Love,Wilson Pickett,Wilson Pickett,rnb / soul,19671202,82,45,10,19671230
46,46,In The Misty Moonlight,Dean Martin,Dean Martin,jazz,19671202,87,46,7,19671230
47,58,Best Of Both Worlds,Lulu,Lulu,pop,19671216,75,32,10,19671230
48,59,Goin' Out Of My Head / Can't Take My Eyes Off You (Medley),The Lettermen,The Lettermen,pop,19671209,87,7,15,19671230
49,49,What's It Gonna Be,Dusty Springfield,Dusty Springfield,rnb / soul,19671111,121,49,9,19671230
50,60,Dear Eloise,The Hollies,The Hollies,pop,19671125,113,50,9,19671230
51,63,My Baby Must Be A Magician,The Marvelettes,The Marvelettes,rnb / soul,19671216,78,17,11,19671230
52,62,Dancing Bear,The Mamas And The Papas,The Mamas And The Papas,rock,19671209,96,51,7,19671230
53,53,Itchycoo Park,The Small Faces,The Small Faces,pop,19671028,116,16,19,19671230
54,69,Am I That Easy To Forget,Engelbert Humperdinck,Engelbert Humperdinck,pop,19671216,89,18,10,19671230
55,38,Beautiful People,Kenny O'Dell,Kenny Odell,pop,19671104,127,38,9,19671230
56,74,Two Little Kids,Peaches And Herb,Peaches And Herb,disco,19671216,90,31,8,19671230
