this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Me And Mrs. Jones,Billy Paul,Billy Paul,rnb / soul,soul,19721104,74,1,16,19721230
2,4,Clair,Gilbert O'Sullivan,Gilbert O'Sullivan,pop,pop,19721028,86,2,16,19721230
3,3,You Ought To Be With Me,Al Green,Al Green,rnb / soul,soul,19721021,91,3,15,19721230
4,9,You're So Vain,Carly Simon,Carly Simon,pop,female vocalists,19721202,99,1,17,19721230
5,5,It Never Rains In Southern California,Albert Hammond,Albert Hammond,pop,70s,19721021,65,5,16,19721230
6,7,Funny Face,Donna Fargo,Donna Fargo,country / folk,country,19720930,95,5,20,19721230
7,2,I Am Woman,Helen Reddy,Helen Reddy,pop,female vocalists,19720916,87,1,19,19721230
8,10,Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,Johnny Rivers,rock,classic rock,19721007,80,6,19,19721230
9,12,Superfly,Curtis Mayfield,Curtis Mayfield,rnb / soul,soul,19721118,83,8,15,19721230
10,14,Your Mama Don't Dance,Kenny Loggins & Jim Messina,Kenny Loggins,pop,80s,19721111,89,4,16,19721230
11,15,Keeper Of The Castle,The Four Tops,The Four Tops,rnb / soul,soul,19721111,71,10,12,19721230
12,13,Something's Wrong With Me,Austin Roberts,Austin Roberts,pop,virginia,19721014,98,12,15,19721230
13,17,Living In The Past,Jethro Tull,Jethro Tull,rock,progressive rock,19721104,76,11,14,19721230
14,8,Papa Was A Rollin' Stone,The Temptations,The Temptations,rnb / soul,soul,19721014,83,1,16,19721230
15,16,Sweet Surrender,Bread,Bread,rock,soft rock,19721111,55,15,11,19721230
16,22,Superstition,Stevie Wonder,Stevie Wonder,rnb / soul,soul,19721118,82,1,16,19721230
17,19,Walk On Water,Neil Diamond,Neil Diamond,country / folk,singer-songwriter,19721111,85,17,12,19721230
18,21,Sitting,Cat Stevens,Cat Stevens,country / folk,folk,19721118,89,16,11,19721230
19,6,If You Don't Know Me By Now,Harold Melvin And The Blue Notes,Harold Melvin And The Blue Notes,rnb / soul,soul,19720930,86,3,17,19721230
20,30,Crocodile Rock,Elton John,Elton John,pop,pop,19721209,73,1,17,19721230
21,27,Don't Let Me Be Lonely Tonight,James Taylor,James Taylor,country / folk,folk,19721202,60,14,11,19721230
22,11,I Can See Clearly Now,Johnny Nash,Johnny Nash,reggae,reggae,19720909,84,1,20,19721230
23,25,Pieces Of April,Three Dog Night,Three Dog Night,rock,classic rock,19721118,90,19,14,19721230
24,32,Why Can't We Live Together,Timmy Thomas,Timmy Thomas,rnb / soul,soul,19721125,94,3,15,19721230
25,18,Corner Of The Sky,Jackson 5,Jackson 5,rnb / soul,soul,19721028,88,18,12,19721230
26,29,Been To Canaan,Carole King,Carole King,country / folk,singer-songwriter,19721125,88,24,10,19721230
27,42,"Hi, Hi, Hi",Wings,Wings,rock,classic rock,19721216,100,10,11,19721230
28,31,I Wanna Be With You,The Raspberries,The Raspberries,pop,power pop,19721125,77,16,11,19721230
29,24,Summer Breeze,Seals And Crofts,Seals And Crofts,rock,soft rock,19720909,88,6,18,19721230
30,37,"Oh, Babe, What Would You Say",Hurricane Smith,Hurricane Smith,pop,70s,19721202,74,3,15,19721230
31,35,Smoke Gets In Your Eyes,Blue Haze,Blue Haze,pop,progressive house,19721111,98,27,14,19721230
32,28,Long Dark Road,The Hollies,The Hollies,pop,60s,19721104,89,26,11,19721230
33,50,Trouble Man,Marvin Gaye,Marvin Gaye,rnb / soul,soul,19721216,81,7,12,19721230
34,39,Separate Ways / Always On My Mind,Elvis Presley,Elvis Presley,rock,rock n roll,19721202,71,20,12,19721230
35,41,The World Is A Ghetto,War,War,rnb / soul,funk,19721118,93,7,16,19721230
36,20,Ventura Highway,America,America,rock,classic rock,19721021,63,8,12,19721230
37,44,Do It Again,Steely Dan,Steely Dan,rock,classic rock,19721118,98,6,17,19721230
38,26,I'm Stone In Love With You,The Stylistics,The Stylistics,rnb / soul,soul,19721014,92,10,13,19721230
39,23,Crazy Horses,The Osmonds,The Osmonds,pop,pop,19721021,90,14,12,19721230
40,45,"You Turn Me On, I'm A Radio",Joni Mitchell,Joni Mitchell,country / folk,folk,19721111,99,25,16,19721230
41,46,Rocky Mountain High,John Denver,John Denver,country / folk,country,19721125,81,9,19,19721230
42,36,Alive,The Bee Gees,The Bee Gees,disco,disco,19721118,63,34,7,19721230
43,47,Dancing In The Moonlight,King Harvest,King Harvest,rock,classic rock,19721028,90,13,22,19721230
44,49,No,Bulldog,Bulldog,rock,punk rock,19721014,91,44,15,19721230
