this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Black Or White,Michael Jackson,Michael Jackson,pop,pop,19911123,35,1,20,19911228
2,2,It's So Hard To Say Goodbye To Yesterday,Boyz Ii Men,Boyz Ii Men,rnb / soul,rnb,19910921,77,2,22,19911228
3,3,All 4 Love,Color Me Badd,Color Me Badd,pop,90s,19911109,37,1,28,19911228
4,4,Set Adrift On Memory Drift,P.M. Dawn,P.M. Dawn,hip-hop,hip-hop,19911019,50,1,20,19911228
5,5,When A Man Loves A Woman,Michael Bolton,Michael Bolton,pop,pop,19911012,44,1,20,19911228
6,6,Can't Let Go,Mariah Carey,Mariah Carey,pop,pop,19911116,42,2,20,19911228
7,7,Blowing Kisses In The Wind,Paula Abdul,Paula Abdul,pop,pop,19911019,47,6,20,19911228
8,8,Finally,Ce Ce Peniston,Ce Ce Peniston,electronic,dance,19910928,94,5,33,19911228
9,9,2 Legit 2 Quit,Hammer,Hammer,rock,black metal,19911109,61,5,20,19911228
10,10,Wildside,Marky Mark,Marky Mark,pop,90s,19911109,47,10,20,19911228
11,11,That's What Love Is For,Amy Grant,Amy Grant,pop,pop,19910928,67,7,20,19911228
12,12,Keep Coming Back,Richard Marx,Richard Marx,pop,80s,19911102,47,12,20,19911228
13,13,No Son Of Mine,Genesis,Genesis,rock,progressive rock,19911102,53,12,20,19911228
14,14,Cream,Prince & The N.P.G.,Prince & The N.P.G.,rnb / soul,funk,19910928,46,1,20,19911228
15,15,O.P.P.,Naughty By Nature,Naughty By Nature,hip-hop,hip-hop,19910907,85,6,21,19911228
16,16,Let's Talk About Sex,Salt'N'Pepa,Salt'N'Pepa,hip-hop,hip-hop,19910824,93,13,20,19911228
17,17,Smells Like Teen Spirit,Nirvana,Nirvana,rock,grunge,19911207,40,6,21,19911228
18,18,Don't Cry,Guns N'Roses,Guns N'Roses,rock,hard rock,19910921,76,10,20,19911228
19,19,Don't Let The Sun Go Down On Me,George Michael & Elton John,George Michael & Elton John,pop,pop,19911207,72,1,20,19911228
20,20,Addams Groove,Hammer,Hammer,rock,black metal,19911207,84,7,20,19911228
21,21,Can't Stop This Thing We Started,Bryan Adams,Bryan Adams,rock,rock,19910914,50,2,20,19911228
22,22,Live For Loving You,Gloria Estefan,Gloria Estefan,pop,latin,19911012,85,22,20,19911228
23,23,Set The Night To Music,Roberta Flack & Maxi Priest,Roberta Flack,rnb / soul,soul,19910921,73,6,20,19911228
24,24,Broken Arrow,Rod Stewart,Rod Stewart,rock,classic rock,19911019,90,20,20,19911228
25,25,I Love Your Smile,Shanice,Shanice,rnb / soul,rnb,19911123,93,2,26,19911228
26,26,Mysterious Ways,U2,U2,rock,rock,19911123,77,9,20,19911228
27,27,Do Anything,Natural Selection,Natural Selection,rnb / soul,soul,19910810,58,2,21,19911228
28,28,Forever My Lady,Jodeci,Jodeci,rnb / soul,rnb,19911026,71,25,20,19911228
29,29,Romantic,Karyn White,Karyn White,rnb / soul,soul,19910817,52,1,20,19911228
30,30,Diamonds And Pearls,Prince & The N.P.G.,Prince & The N.P.G.,rnb / soul,funk,19911207,88,3,21,19911228
31,31,Change,Lisa Stansfield,Lisa Stansfield,pop,pop,19911102,92,27,20,19911228
32,32,Tell Me What You Want Me To Do,Tevin Campbell,Tevin Campbell,rnb / soul,rnb,19911109,93,7,24,19911228
33,33,Street Of Dreams,Nia Peeples,Nia Peeples,pop,female artists,19911012,66,12,20,19911228
34,34,Spending My Time,Roxette,Roxette,pop,pop,19911026,85,32,20,19911228
35,35,The Way I Feel About You,Karyn White,Karyn White,rnb / soul,soul,19911130,84,12,20,19911228
36,36,Love Me All Up,Stacy Earl,Stacy Earl,pop,pop,19911116,96,26,19,19911228
37,37,Emotions,Mariah Carey,Mariah Carey,pop,pop,19910831,35,1,20,19911228
38,38,Angel Baby,Angelica,Angelica,rock,heavy metal,19911019,78,29,20,19911228
39,39,Mind Playing Tricks On Me,Geto Boys,Geto Boys,hip-hop,hip-hop,19911005,87,23,20,19911228
40,40,Save Up All Your Tears,Cher,Cher,pop,pop,19911019,92,37,20,19911228
41,41,Keep It Comin',Keith Sweat,Keith Sweat,rnb / soul,rnb,19911130,75,17,20,19911228
42,42,Tender Kisses,Tracie Spencer,Tracie Spencer,rnb / soul,rnb,19911019,85,42,20,19911228
43,43,Running Back To You,Vanessa Williams,Vanessa Williams,pop,pop,19910810,72,18,21,19911228
44,44,Home Sweet Home,Motley Crue,Motley Crue,rock,hard rock,19911109,72,37,17,19911228
45,45,I've Got A Lot To Learn About Love,The Storm,The Storm,rock,hard rock,19911026,97,26,20,19911228
46,46,I Wonder Why,Curtis Stigers,Curtis Stigers,jazz,jazz,19910907,97,9,20,19911228
47,47,Enter Sandman,Metallica,Metallica,rock,thrash metal,19910824,47,16,20,19911228
48,48,Top Of The World,Van Halen,Van Halen,rock,hard rock,19911012,69,27,19,19911228
49,49,Housecall,Shabba Ranks Featuring Maxi Priest,Shabba Ranks,reggae,reggae,19911026,73,37,15,19911228
50,50,Is It Good To You,Heavy D & The Boyz,Heavy D & The Boyz,hip-hop,hip-hop,19911123,78,32,20,19911228
51,51,Too Blind To See It,Kym Sims,Kym Sims,electronic,house,19911116,84,38,20,19911228
52,52,Ring My Bell,Dj Jazzy Jeff & The Fresh Prince,Dj Jazzy Jeff & The Fresh Prince,hip-hop,hip-hop,19911012,72,20,19,19911228
53,53,The Unforgiven,Metallica,Metallica,rock,thrash metal,19911207,65,35,17,19911228
54,54,Shot Of Poison,Lita Ford,Lita Ford,rock,hard rock,19911102,78,45,14,19911228
55,55,In My Dreams,The Party,The Party,pop,pop,19911116,92,34,18,19911228
56,56,I Can't Make You Love Me,Bonnie Raitt,Bonnie Raitt,rock,blues,19911123,87,18,20,19911228
57,57,Send Me An Angel,Scorpions,Scorpions,rock,hard rock,19911109,82,44,18,19911228
58,58,Can't Truss It,Public Enemy,Public Enemy,hip-hop,hip-hop,19911019,66,50,15,19911228
59,59,Hearts Don't Think (They Feel),Natural Selection,Natural Selection,rnb / soul,soul,19911207,92,28,14,19911228
60,60,All She Wrote,Firehouse,Firehouse,rock,hard rock,19911116,88,58,14,19911228
61,61,I Wanna Be Your Girl,Icy Blu,Icy Blu,hip-hop,rap,19911102,89,46,20,19911228
62,62,Ain't Gonna Hurt Nobody,Kid'N Play,Kid'N Play,pop,old school,19911116,89,51,19,19911228
63,63,On A Sunday Afternoon,A Lighter Shade Of Brown,A Lighter Shade Of Brown,pop,old school,19911130,85,39,20,19911228
64,64,Kiss You Back,Digital Underground,Digital Underground,hip-hop,hip-hop,19911116,79,40,20,19911228
65,65,Just A Touch Of Love,C&C Music Factory,C&C Music Factory,electronic,dance,19911109,87,50,14,19911228
66,66,Groovy Train,The Farm,The Farm,pop,madchester,19910928,88,41,16,19911228
67,67,I'm Too Sexy,Right Said Fred,Right Said Fred,pop,pop,19911221,67,1,21,19911228
68,68,A Day In My Life (Without You),Lisette Melendez,Lisette Melendez,pop,freestyle,19910928,91,49,20,19911228
69,69,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,M.C. Breed & D.F.C.,hip-hop,rap,19910914,70,66,20,19911228
70,70,The Comfort Zone,Vanessa Williams,Vanessa Williams,pop,pop,19911207,86,62,12,19911228
71,71,I Want You,Jody Watley,Jody Watley,rnb / soul,soul,19911130,92,61,15,19911228
72,72,Pop That Coochie,2 Live Crew,2 Live Crew,hip-hop,rap,19911102,70,58,13,19911228
73,73,No More Tears,Ozzy Osbourne,Ozzy Osbourne,rock,heavy metal,19911130,81,71,9,19911228
74,74,Whispers,Corina,Corina,pop,freestyle,19910928,93,51,20,19911228
75,75,Love Crazy,Atlantic Starr,Atlantic Starr,rnb / soul,soul,19911123,95,75,8,19911228
76,76,In Paradise,Laissez Faire,Laissez Faire,pop,pop,19911207,97,64,17,19911228
77,77,Within My Heart,Voyce,Voyce,pop,freestyle,19911130,89,77,13,19911228
78,78,Uhh Ahh,Boyz Ii Men,Boyz Ii Men,rnb / soul,rnb,19911214,88,16,20,19911228
79,79,Get A Leg Up,John Mellencamp,John Mellencamp,rock,rock,19911005,69,14,15,19911228
80,80,All Through The Night,Tone-Loc,Tone-Loc,hip-hop,hip-hop,19911214,83,80,7,19911228
81,81,Conviction Of The Heart,Kenny Loggins,Kenny Loggins,pop,80s,19911026,95,65,13,19911228
82,82,To Be With You,Mr. Big,Mr. Big,rock,hard rock,19911221,82,1,24,19911228
83,83,Rush,Big Audio Dynamite Ii,Big Audio Dynamite Ii,rock,alternative,19910921,90,32,17,19911228
84,84,Real Real Real,Jesus Jones,Jesus Jones,rock,alternative,19910824,84,4,20,19911228
85,85,I'll Get By,Eddie Money,Eddie Money,rock,classic rock,19911221,85,21,20,19911228
86,86,Every Road Leads Back To You,Bette Midler,Bette Midler,pop,female vocalists,19911221,86,78,6,19911228
87,87,There Will Never Be Another Tonight,Bryan Adams,Bryan Adams,rock,rock,19911221,87,31,15,19911228
88,88,Insatiable,Prince & The N.P.G.,Prince & The N.P.G.,rnb / soul,funk,19911214,92,77,7,19911228
