this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Sixteen Tons,Tennessee Ernie Ford,Tennessee Ernie Ford,country / folk,19551102,27,1,22,19551228
2,2,Memories Are Made Of This,Dean Martin,Dean Martin,jazz,19551123,44,1,24,19551228
3,4,Moments To Remember,Four Lads,Four Lads,pop,19550824,21,3,28,19551228
4,3,I Hear You Knocking,Gale Storm,Gale Storm,pop,19551019,20,2,19,19551228
5,6,Love And Marriage,Frank Sinatra,Frank Sinatra,jazz,19551102,16,5,17,19551228
6,12,The Great Pretender,The Platters,The Platters,pop,19551207,41,1,23,19551228
7,9,Nuttin' For Christmas,Art Mooney & His Orchestra With Barry Gordon,Art Mooney,pop,19551207,62,7,7,19551228
8,5,Only You,Platters,Platters,pop,19550921,21,5,26,19551228
9,7,Autumn Leaves,Roger Williams,Roger Williams,pop,19550810,21,1,27,19551228
10,8,He,Al Hibbler,Al Hibbler,jazz,19550921,19,7,27,19551228
11,19,Teen Age Prayer,Gale Storm,Gale Storm,pop,19551214,35,9,15,19551228
12,11,It's Almost Tomorrow,The Dream Weavers,The Dream Weavers,pop,19551102,29,8,23,19551228
13,10,Love Is A Many Splendored Thing,Four Aces,Four Aces,pop,19550824,17,1,25,19551228
14,47,Rock And Roll Waltz,Kay Starr,Kay Starr,jazz,19551221,47,1,25,19551228
15,13,Only You,The Hilltoppers Featuring Jimmy Sacca,The Hilltoppers,pop,19551130,10,10,14,19551228
16,18,Band Of Gold,Don Cherry,Don Cherry,jazz,19551123,45,5,22,19551228
17,17,He,Mcguire Sisters,Mcguire Sisters,pop,19551019,25,12,20,19551228
18,24,White Christmas,Bing Crosby,Bing Crosby,jazz,19551214,53,18,3,19551228
19,14,Cry Me A River,Julie London,Julie London,jazz,19551102,58,14,20,19551228
20,26,Memories Are Made Of This,Gale Storm,Gale Storm,pop,19551214,55,16,16,19551228
21,16,Dungaree Doll,Eddie Fisher,Eddie Fisher,jazz,19551207,63,7,19,19551228
22,25,Are You Satisfied,Rusty Draper,Rusty Draper,country / folk,19551207,86,12,18,19551228
23,15,Daddy-O,The Fontane Sisters,The Fontane Sisters,jazz,19551102,80,11,16,19551228
24,39,Band Of Gold,Kit Carson,Kit Carson,pop,19551109,82,17,22,19551228
25,22,Nuttin' Fox Xmas,Joe Ward,Joe Ward,pop,19551207,71,22,4,19551228
26,23,The Shifting Whispering Sands,Randy Draper,Randy Draper,pop,19550921,22,6,18,19551228
27,37,Teen Age Prayer,Gloria Mann,Gloria Mann,rnb / soul,19551130,87,21,12,19551228
28,20,Burn The Candle,Bill Haley And The Comets,Bill Haley And The Comets,rock,19551102,46,20,17,19551228
29,34,Lisbon Antigua,Nelson Riddle And His Orchestra,Nelson Riddle And His Orchestra,jazz,19551130,62,2,29,19551228
30,42,All At Once You Love Her,Perry Como,Perry Como,jazz,19551102,70,24,17,19551228
