this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Say Say Say,Paul Mccartney & Michael Jackson,Paul Mccartney & Michael Jackson,pop,19831015,26,1,22,19831231
2,2,Say It Isn't So,Daryl Hall & John Oates,Daryl Hall & John Oates,pop,19831029,30,2,18,19831231
3,3,Union Of The Snake,Duran Duran,Duran Duran,rock,19831105,59,3,17,19831231
4,4,Owner Of A Lonely Heart,Yes,Yes,rock,19831105,62,1,23,19831231
5,5,All Night Long (All Night),Lionel Richie,Lionel Richie,rnb / soul,19830917,62,1,24,19831231
6,6,Uptown Girl,Billy Joel,Billy Joel,rock,19830924,70,3,22,19831231
7,7,Love Is A Battlefield,Pat Benatar,Pat Benatar,pop,19830924,78,5,22,19831231
8,8,Twist Of Fate / Take A Chance,Olivia Newton-John With John Travolta,Olivia Newton-John With John Travolta,pop,19831105,49,5,18,19831231
9,9,Undercover Of The Night,The Rolling Stones,The Rolling Stones,rock,19831112,48,9,14,19831231
10,10,Break My Stride,Matthew Wilder,Matthew Wilder,pop,19830917,94,5,29,19831231
11,11,I Guess That's Why They Call It The Blues,Elton John,Elton John,pop,19831029,65,4,23,19831231
12,12,Talking In Your Sleep,The Romantics,The Romantics,rock,19831008,90,3,26,19831231
13,13,Church Of The Poison Mind,Culture Club,Culture Club,pop,19831022,54,10,17,19831231
14,14,Major Tom (Coming Home),Peter Schilling,Peter Schilling,pop,19830910,108,14,24,19831231
15,15,Cum On Feel The Noize,Quiet Riot,Quiet Riot,rock,19830730,109,5,28,19831231
16,16,Synchronicity II,The Police,The Police,rock,19831105,54,16,14,19831231
17,17,Karma Chameleon,Culture Club,Culture Club,pop,19831203,52,1,22,19831231
18,18,Islands In The Stream,Kenny Rogers & Dolly Parton,Kenny Rogers & Dolly Parton,country / folk,19830827,58,1,25,19831231
19,19,Why Me?,Irene Cara,Irene Cara,pop,19831022,56,13,15,19831231
20,20,In A Big Country,Big Country,Big Country,rock,19831022,73,17,15,19831231
21,21,Running With The Night,Lionel Richie,Lionel Richie,rnb / soul,19831126,57,7,19,19831231
22,22,Joanna,Kool And The Gang,Kool And The Gang,rnb / soul,19831105,90,2,24,19831231
23,23,Read 'Em And Weep,Barry Manilow,Barry Manilow,pop,19831119,53,18,14,19831231
24,24,Crumblin' Down,John Mellencamp,John Mellencamp,rock,19831015,42,9,16,19831231
25,25,If I'd Been The One,Thirty Eight Special,Thirty Eight Special,rock,19831112,62,19,16,19831231
26,26,Time Will Reveal,Debarge,Debarge,pop,19831008,103,18,22,19831231
27,27,That's All,Genesis,Genesis,rock,19831126,63,6,20,19831231
28,28,I Still Can't Get Over Loving You,Ray Parker Jr.,Ray Parker Jr.,pop,19831112,81,12,19,19831231
29,29,Pink Houses,John Mellencamp,John Mellencamp,rock,19831210,45,8,16,19831231
30,30,Ain't Nobody,Rufus And Chaka Khan,Rufus And Chaka Khan,rnb / soul,19830820,106,22,25,19831231
31,31,Holiday,Madonna,Madonna,pop,19831008,108,16,24,19831231
32,32,The Curly Shuffle,Jump'N The Saddle,Jumpn The Saddle,pop,19831203,84,15,14,19831231
33,33,Stay With Me Tonight,Jeffrey Osborne,Jeffrey Osborne,rnb / soul,19831015,89,30,21,19831231
34,34,Gold,Spandau Ballet,Spandau Ballet,pop,19831119,68,29,12,19831231
35,35,The Sign Of Fire,The Fixx,The Fixx,rock,19831126,75,32,13,19831231
36,36,Heart And Soul,Huey Lewis & The News,Huey Lewis & The News,pop,19830910,83,8,21,19831231
37,37,When The Lights Go Out,Naked Eyes,Naked Eyes,rock,19831022,85,37,14,19831231
38,38,Think Of Laura,Christopher Cross,Christopher Cross,rock,19831210,67,9,17,19831231
39,39,Baby I Lied,Deborah Allen,Deborah Allen,country / folk,19831008,101,26,22,19831231
40,40,In The Mood,Robert Plant,Robert Plant,rock,19831119,88,39,12,19831231
41,41,Souls,Rick Springfield,Rick Springfield,pop,19831015,70,23,15,19831231
42,42,Let The Music Play,Shannon,Shannon,pop,19831105,101,8,25,19831231
43,43,Middle Of The Road,Pretenders,Pretenders,rock,19831217,50,19,14,19831231
44,44,An Innocent Man,Billy Joel,Billy Joel,rock,19831217,51,10,18,19831231
45,45,Remember The Night,The Motels,The Motels,rock,19831203,67,36,12,19831231
46,46,Send Me An Angel,Real Life,Real Life,rock,19831112,95,29,19,19831231
47,47,P.Y.T. (Pretty Young Thing),Michael Jackson,Michael Jackson,pop,19831008,75,10,16,19831231
48,48,Nightbird,Stevie Nicks,Stevie Nicks,pop,19831217,63,33,12,19831231
49,49,So Bad,Paul Mccartney,Paul Mccartney,rock,19831224,49,23,14,19831231
50,50,Yah Mo B There,James Ingram With Michael Mcdonald,James Ingram With Michael Mcdonald,pop,19831210,86,19,18,19831231
51,51,Take Me Back,Bonnie Tyler,Bonnie Tyler,pop,19831203,75,46,9,19831231
52,52,Ebony Eyes,Rick James Featuring Smokey Robinson,Rick James,rnb / soul,19831203,110,43,12,19831231
53,53,What's New,Linda Ronstadt & The Nelson Riddle Orchestra,Linda Ronstadt & The Nelson Riddle Orchestra,rock,19831029,84,53,14,19831231
54,54,You Don't Believe,The Alan Parsons Project,The Alan Parsons Project,rock,19831119,77,54,10,19831231
55,55,The Big Crash,Eddie Money,Eddie Money,rock,19831119,96,54,11,19831231
56,56,I Won't Stand In Your Way,Stray Cats,Stray Cats,rock,19831029,72,35,13,19831231
57,57,The Way He Makes Me Feel,Barbra Streisand,Barbra Streisand,pop,19831022,80,40,15,19831231
58,58,The Dream (Hold On To Your Dream),Irene Cara,Irene Cara,pop,19831210,79,37,14,19831231
59,59,The Politics Of Dancing,Re-Flex,Re-Flex,rock,19831126,89,24,21,19831231
60,60,Save The Last Dance For Me,Dolly Parton With The Jordanaires,Dolly Parton With The Jordanaires,country / folk,19831210,78,45,12,19831231
61,61,(You Can Still) Rock In America,Night Ranger,Night Ranger,rock,19831203,83,51,12,19831231
62,62,99 Luftballons,Nena,Nena,pop,19831210,74,2,23,19831231
63,63,Almost Over You,Sheena Easton,Sheena Easton,pop,19831210,84,25,20,19831231
64,64,Wet My Whistle,Midnight Star,Midnight Star,rnb / soul,19831126,90,61,11,19831231
65,65,This Must Be The Place (Naive Melody),The Talking Heads,The Talking Heads,rock,19831126,85,62,8,19831231
66,66,Lick It Up,Kiss,Kiss,rock,19831105,103,66,12,19831231
67,67,Give It Up,K.C.,K.C.,pop,19831217,108,18,22,19831231
68,68,Total Eclipse Of The Heart,Bonnie Tyler,Bonnie Tyler,pop,19830709,108,1,30,19831231
69,69,Girls Just Want To Have Fun,Cyndi Lauper,Cyndi Lauper,pop,19831217,80,2,25,19831231
70,70,Tonight I Celebrate My Love,Peabo Bryson & Roberta Flack,Peabo Bryson & Roberta Flack,rnb / soul,19830702,103,16,30,19831231
71,71,Telefone (Long Distance Love Affair),Sheena Easton,Sheena Easton,pop,19830820,67,9,22,19831231
72,72,Suddenly Last Summer,The Motels,The Motels,rock,19830903,60,9,20,19831231
73,73,Gloria,The Doors,The Doors,rock,19831203,86,71,7,19831231
74,74,You're Looking Like Love To Me,Peabo Bryson & Roberta Flack,Peabo Bryson & Roberta Flack,rnb / soul,19831224,74,58,7,19831231
75,75,Street Of Dreams,Rainbow,Rainbow,rock,19831105,93,60,10,19831231
76,76,Tender Is The Night,Jackson Browne,Jackson Browne,country / folk,19830924,79,25,17,19831231
77,77,Red Hot,Herb Alpert,Herb Alpert,jazz,19831210,83,77,5,19831231
78,78,The Smile Has Left Your Eyes,Asia,Asia,rock,19831015,65,34,13,19831231
79,79,Tell Me If You Still Care,The S.O.S. Band,The S.O.S. Band,rnb / soul,19831112,104,65,12,19831231
80,80,Making Love Out Of Nothing At All,Air Supply,Air Supply,pop,19830730,62,2,25,19831231
81,81,Someone Like You,The Michael Stanley Band,The Michael Stanley Band,rock,19831224,81,75,5,19831231
82,82,Let's Pretend We're Married / Irresistible Bitch,Prince,Prince,rnb / soul,19831217,91,52,10,19831231
83,83,Let's Go Up,Diana Ross,Diana Ross,rnb / soul,19831217,85,77,6,19831231
84,84,The Sound Of Goodbye,Crystal Gayle,Crystal Gayle,country / folk,19831210,90,84,5,19831231
85,85,Sweetheart Like You,Bob Dylan,Bob Dylan,country / folk,19831217,90,55,9,19831231
86,86,Rappin' Rodney,Rodney Dangerfield,Rodney Dangerfield,pop,19831119,106,83,10,19831231
87,87,Touch A Four Leaf Clover,Atlantic Starr,Atlantic Starr,rnb / soul,19831112,105,87,11,19831231
88,88,I Need You,The Pointer Sisters,The Pointer Sisters,disco,19831008,91,48,15,19831231
89,89,Just One More Time,The Headpins,The Headpins,rock,19831224,89,70,9,19831231
90,90,Electric Kingdom,Twilight 22,Twilight 22,pop,19831210,109,79,9,19831231
91,91,I Am Love,Jennifer Holliday,Jennifer Holliday,rnb / soul,19831015,101,49,12,19831231
92,92,Send Her My Love,Journey,Journey,rock,19830924,87,23,15,19831231
93,93,Magnetic,"Earth, Wind And Fire","Earth, Wind And Fire",rnb / soul,19831112,85,57,9,19831231
94,94,One Thing Leads To Another,The Fixx,The Fixx,rock,19830827,65,4,19,19831231
95,95,Invisible Hands,Kim Carnes,Kim Carnes,pop,19831015,78,40,13,19831231
96,96,Allergies,Paul Simon,Paul Simon,country / folk,19831105,68,44,10,19831231
97,97,State Of The Nation,Industry,Industry,pop,19831105,109,81,10,19831231
98,98,If Love Should Go,The Streets,The Streets,hip-hop,19831126,108,87,6,19831231
99,99,Delirious,Prince And The Revolution,Prince And The Revolution,rnb / soul,19830903,74,8,18,19831231
100,100,How Many Times Can We Say Goodbye,Dionne Warwick & Luther Vandross,Dionne Warwick & Luther Vandross,rnb / soul,19831008,79,27,13,19831231
