this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
98,77,Here I Go Again,Whitesnake,Whitesnake,rock,hard rock,19870704,80,1,28,19871226
99,81,Don't Tell Me The Time,Martha Davis,Martha Davis,pop,female vocalists,19871121,93,80,8,19871226
100,88,Don't Make Me Wait For Love,Kenny G,Kenny G,jazz,jazz,19870829,79,15,19,19871226
1,1,Faith,George Michael,George Michael,pop,pop,19871024,54,1,20,19871219
2,5,Is This Love,Whitesnake,Whitesnake,rock,hard rock,19871024,53,2,19,19871219
3,7,So Emotional,Whitney Houston,Whitney Houston,pop,pop,19871031,47,1,19,19871219
4,6,Shake Your Love,Debbie Gibson,Debbie Gibson,pop,pop,19871003,77,4,22,19871219
5,10,Got My Mind Set On You,George Harrison,George Harrison,rock,classic rock,19871024,66,1,22,19871219
6,9,Don't You Want Me,Jody Watley,Jody Watley,rnb / soul,soul,19871003,80,6,23,19871219
7,2,Heaven Is A Place On Earth,Belinda Carlisle,Belinda Carlisle,pop,pop,19870926,72,1,21,19871219
8,11,Catch Me (I'm Falling),Pretty Poison,Pretty Poison,pop,80s,19870926,84,8,23,19871219
9,13,Valerie,Steve Winwood,Steve Winwood,rock,classic rock,19871010,77,9,20,19871219
10,8,We'll Be Together,Sting,Sting,rock,rock,19871010,59,7,18,19871219
11,17,The Way You Make Me Feel,Michael Jackson,Michael Jackson,pop,pop,19871121,44,1,18,19871219
12,3,Should've Known Better,Richard Marx,Richard Marx,pop,80s,19870926,64,3,21,19871219
13,16,Cherry Bomb,John Mellencamp,John Mellencamp,rock,rock,19871024,78,8,21,19871219
14,14,Dude (Looks Like A Lady),Aerosmith,Aerosmith,rock,rock,19871003,84,14,20,19871219
15,15,Tell It To My Heart,Taylor Dayne,Taylor Dayne,pop,80s,19871010,92,7,25,19871219
16,18,Need You Tonight,Inxs,Inxs,rock,rock,19871024,93,1,25,19871219
17,4,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,Bill Medley & Jennifer Warnes,pop,pop,19870926,73,1,21,19871219
18,22,Candle In The Wind,Elton John,Elton John,pop,pop,19871107,68,6,21,19871219
19,19,That's What Love Is All About,Michael Bolton,Michael Bolton,pop,pop,19870905,91,19,25,19871219
20,28,Hazy Shade Of Winter,Bangles,Bangles,pop,80s,19871114,73,2,21,19871219
21,24,Animal,Def Leppard,Def Leppard,rock,hard rock,19871010,84,19,19,19871219
22,27,There's The Girl,Heart,Heart,rock,classic rock,19871107,70,12,19,19871219
23,33,Seasons Change,Expose,Expose,pop,80s,19871128,57,1,20,19871219
24,38,Could've Been,Tiffany,Tiffany,pop,80s,19871128,86,1,20,19871219
25,12,The One I Love,R.E.M.,R.E.M.,rock,rock,19870919,84,9,20,19871219
26,32,I Could Never Take The Place Of Your Man,The Artist,The Artist,pop,prince,19871114,81,10,17,19871219
27,30,Crazy,Icehouse,Icehouse,rock,new wave,19871017,95,14,21,19871219
28,31,Power Of Love,Laura Branigan,Laura Branigan,pop,80s,19871024,97,26,18,19871219
29,20,I Do,The Jets,The Jets,pop,80s,19871017,74,20,15,19871219
30,21,Skeletons,Stevie Wonder,Stevie Wonder,rnb / soul,soul,19871017,66,19,16,19871219
31,35,I Want To Be Your Man,Roger,Roger,rnb / soul,funk,19871114,88,3,21,19871219
32,36,Hungry Eyes,Eric Carmen,Eric Carmen,pop,pop,19871107,88,4,25,19871219
33,23,I Think We're Alone Now,Tiffany,Tiffany,pop,80s,19870829,84,1,24,19871219
34,37,True Faith,New Order,New Order,rock,new wave,19871024,95,32,18,19871219
35,47,Tunnel Of Love,Bruce Springsteen,Bruce Springsteen,rock,rock,19871205,57,9,16,19871219
36,41,Motortown,The Kane Gang,The Kane Gang,pop,pop,19871017,93,36,16,19871219
37,42,I Live For Your Love,Natalie Cole,Natalie Cole,jazz,jazz,19871107,90,13,22,19871219
38,26,Hourglass,Squeeze,Squeeze,rock,new wave,19870919,81,15,19,19871219
39,45,Don't Shed A Tear,Paul Carrack,Paul Carrack,rock,soft rock,19871114,72,9,24,19871219
40,46,Pop Goes The World,Men Without Hats,Men Without Hats,rock,new wave,19871031,91,20,21,19871219
41,25,Mony Mony,Billy Idol,Billy Idol,rock,rock,19870905,72,1,22,19871219
42,39,I Don't Mind At All,Bourgeois Tagg,Bourgeois Tagg,pop,american,19871010,89,38,17,19871219
43,49,Say You Will,Foreigner,Foreigner,rock,classic rock,19871205,59,6,19,19871219
44,48,Honestly,Stryper,Stryper,rock,hard rock,19871107,93,23,19,19871219
45,50,Everywhere,Fleetwood Mac,Fleetwood Mac,rock,classic rock,19871128,65,14,18,19871219
46,43,Just Like Heaven,The Cure,The Cure,pop,post-punk,19871010,94,40,19,19871219
47,29,I've Been In Love Before,Cutting Crew,Cutting Crew,pop,80s,19870905,75,9,21,19871219
48,60,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,Pet Shop Boys & Dusty Springfield,pop,synthpop,19871212,60,2,18,19871219
49,53,Push It,Salt-N-Pepa,Salt-N-Pepa,hip-hop,hip-hop,19871121,76,19,25,19871219
50,51,(Baby Tell Me) Can You Dance,Shanice Wilson,Shanice Wilson,rnb / soul,rnb,19871107,81,50,13,19871219
51,57,I Found Someone,Cher,Cher,pop,pop,19871121,79,10,26,19871219
52,56,Can'r Stay Away From You,Gloria Estefan & Miami Sound Machine,Gloria Estefan & Miami Sound Machine,pop,pop,19871121,89,6,23,19871219
53,55,I Can't Help It,Bananarama,Bananarama,pop,80s,19871121,78,47,13,19871219
54,34,I Won't Forget You,Poison,Poison,rock,hard rock,19870905,87,13,21,19871219
55,52,Little Lies,Fleetwood Mac,Fleetwood Mac,rock,classic rock,19870829,66,4,21,19871219
56,44,Breakout,Swing Out Sister,Swing Out Sister,pop,pop,19870815,92,6,23,19871219
57,62,You And Me Tonight,Deja,Deja,rnb / soul,soul,19871121,94,54,12,19871219
58,64,Because Of You,Cover Girls,Cover Girls,pop,freestyle,19871128,94,27,20,19871219
59,66,Pump Up The Volume,M/A/R/R/S,M/A/R/R/S,electronic,house,19871128,96,13,23,19871219
60,63,System Of Survival,"Earth, Wind & Fire","Earth, Wind & Fire",rnb / soul,funk,19871031,93,60,13,19871219
61,70,In God's Country,U2,U2,rock,rock,19871205,84,44,12,19871219
62,40,Brilliant Disguise,Bruce Springsteen,Bruce Springsteen,rock,rock,19871003,40,5,16,19871219
63,76,Lover's Lane,Georgio,Georgio,hip-hop,hip-hop,19871205,86,59,12,19871219
64,54,Love Will Find A Way,Yes,Yes,rock,progressive rock,19871003,76,30,19,19871219
65,81,Hot In The City,Billy Idol,Billy Idol,rock,rock,19871212,81,48,10,19871219
66,68,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,Glenn Jones,country / folk,folk,19871031,89,66,14,19871219
67,74,Throwaway,Mick Jagger,Mick Jagger,rock,rock,19871128,85,67,9,19871219
68,67,In My Dreams,Reo Speedwagon,Reo Speedwagon,rock,classic rock,19870718,82,19,30,19871219
69,59,Let Me Be The One,Expose,Expose,pop,80s,19870815,77,7,22,19871219
70,72,Criticize,Alexander O'Neal,Alexander O'Neal,rnb / soul,soul,19871114,97,70,11,19871219
71,NEW,Never Gonna Give You Up,Rick Astley,Rick Astley,pop,pop,19871219,71,1,24,19871219
72,78,Cherokee,Europe,Europe,rock,hard rock,19871128,91,72,10,19871219
73,58,Causing A Commotion,Madonna,Madonna,pop,pop,19870912,41,2,18,19871219
74,69,Silent Morning,Noel,Noel,pop,freestyle,19870822,82,47,22,19871219
75,65,U Got The Look,The Artist,The Artist,pop,prince,19870801,67,2,25,19871219
76,88,Never Thought (That I Could Love),Dan Hill,Dan Hill,pop,80s,19871212,88,43,20,19871219
77,77,Here I Go Again,Whitesnake,Whitesnake,rock,hard rock,19870704,80,1,28,19871219
78,85,Someone To Love Me For Me,Lisa Lisa And Cult Jam Featuring Full Force,Lisa Lisa And Cult Jam,pop,80s,19871114,92,78,10,19871219
79,NEW,853-5937,Squeeze,Squeeze,rock,new wave,19871219,79,32,12,19871219
80,87,Reason To Live,Kiss,Kiss,rock,hard rock,19871205,98,64,12,19871219
81,80,Don't Tell Me The Time,Martha Davis,Martha Davis,pop,female vocalists,19871121,93,80,8,19871219
82,NEW,Dear Mr. Jesus,Powersource,Powersource,pop,goa,19871219,82,61,7,19871219
83,82,She's Fly,Tony Terry,Tony Terry,rnb / soul,soul,19871128,92,80,9,19871219
84,NEW,She's Like The Wind,Patrick Swayze Featuring Wendy Fraser,Patrick Swayze,pop,80s,19871219,84,3,21,19871219
85,95,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,Buster Poindexter & His Banshees Of Blue,jazz,swing,19871212,95,45,13,19871219
86,NEW,Rhythm Of Love,Yes,Yes,rock,progressive rock,19871219,86,40,12,19871219
87,NEW,I Need A Love,Eurythmics,Eurythmics,pop,80s,19871219,87,46,10,19871219
88,75,Don't Make Me Wait For Love,Kenny G,Kenny G,jazz,jazz,19870829,79,15,19,19871219
89,83,All I Need,Motley Crue,Motley Crue,rock,hard rock,19871128,93,83,8,19871219
90,79,What's Too Much,Smokey Robinson,Smokey Robinson,rnb / soul,soul,19871114,90,79,10,19871219
91,84,Special Way,Kool And The Gang,Kool And The Gang,rnb / soul,funk,19871017,88,72,14,19871219
92,92,Eagles Fly,Sammy Hagar,Sammy Hagar,rock,hard rock,19871024,90,82,13,19871219
93,61,It's A Sin,Pet Shop Boys,Pet Shop Boys,pop,synthpop,19870905,70,9,19,19871219
94,NEW,Lonely Won't Leave Me Alone,Glenn Medeiros,Glenn Medeiros,pop,pop,19871219,94,67,11,19871219
95,90,Who Will You Run To,Heart,Heart,rock,classic rock,19870815,64,7,22,19871219
96,NEW,Rain In The Summertime,The Alarm,The Alarm,pop,80s,19871219,96,71,8,19871219
97,NEW,Twilight World,Swing Out Sister,Swing Out Sister,pop,pop,19871219,97,31,15,19871219
98,NEW,Burning Like A Flame,Dokken,Dokken,rock,hard rock,19871219,98,72,8,19871219
99,73,Guaranteed For Life,Millions Like Us,Millions Like Us,electronic,dubstep,19871114,83,69,6,19871219
100,71,Bad,Michael Jackson,Michael Jackson,pop,pop,19870919,40,1,14,19871219
1,3,Faith,George Michael,George Michael,pop,pop,19871024,54,1,20,19871212
2,1,Heaven Is A Place On Earth,Belinda Carlisle,Belinda Carlisle,pop,pop,19870926,72,1,21,19871212
3,4,Should've Known Better,Richard Marx,Richard Marx,pop,80s,19870926,64,3,21,19871212
4,2,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,Bill Medley & Jennifer Warnes,pop,pop,19870926,73,1,21,19871212
5,5,Is This Love,Whitesnake,Whitesnake,rock,hard rock,19871024,53,2,19,19871212
6,6,Shake Your Love,Debbie Gibson,Debbie Gibson,pop,pop,19871003,77,4,22,19871212
7,8,So Emotional,Whitney Houston,Whitney Houston,pop,pop,19871031,47,1,19,19871212
8,7,We'll Be Together,Sting,Sting,rock,rock,19871010,59,7,18,19871212
9,10,Don't You Want Me,Jody Watley,Jody Watley,rnb / soul,soul,19871003,80,6,23,19871212
10,11,Got My Mind Set On You,George Harrison,George Harrison,rock,classic rock,19871024,66,1,22,19871212
11,12,Catch Me (I'm Falling),Pretty Poison,Pretty Poison,pop,80s,19870926,84,8,23,19871212
12,9,The One I Love,R.E.M.,R.E.M.,rock,rock,19870919,84,9,20,19871212
13,14,Valerie,Steve Winwood,Steve Winwood,rock,classic rock,19871010,77,9,20,19871212
14,18,Dude (Looks Like A Lady),Aerosmith,Aerosmith,rock,rock,19871003,84,14,20,19871212
15,21,Tell It To My Heart,Taylor Dayne,Taylor Dayne,pop,80s,19871010,92,7,25,19871212
16,20,Cherry Bomb,John Mellencamp,John Mellencamp,rock,rock,19871024,78,8,21,19871212
17,29,The Way You Make Me Feel,Michael Jackson,Michael Jackson,pop,pop,19871121,44,1,18,19871212
18,25,Need You Tonight,Inxs,Inxs,rock,rock,19871024,93,1,25,19871212
19,24,That's What Love Is All About,Michael Bolton,Michael Bolton,pop,pop,19870905,91,19,25,19871212
20,23,I Do,The Jets,The Jets,pop,80s,19871017,74,20,15,19871212
21,19,Skeletons,Stevie Wonder,Stevie Wonder,rnb / soul,soul,19871017,66,19,16,19871212
22,27,Candle In The Wind,Elton John,Elton John,pop,pop,19871107,68,6,21,19871212
23,16,I Think We're Alone Now,Tiffany,Tiffany,pop,80s,19870829,84,1,24,19871212
24,28,Animal,Def Leppard,Def Leppard,rock,hard rock,19871010,84,19,19,19871212
25,13,Mony Mony,Billy Idol,Billy Idol,rock,rock,19870905,72,1,22,19871212
26,15,Hourglass,Squeeze,Squeeze,rock,new wave,19870919,81,15,19,19871212
27,31,There's The Girl,Heart,Heart,rock,classic rock,19871107,70,12,19,19871212
28,33,Hazy Shade Of Winter,Bangles,Bangles,pop,80s,19871114,73,2,21,19871212
29,17,I've Been In Love Before,Cutting Crew,Cutting Crew,pop,80s,19870905,75,9,21,19871212
30,35,Crazy,Icehouse,Icehouse,rock,new wave,19871017,95,14,21,19871212
31,34,Power Of Love,Laura Branigan,Laura Branigan,pop,80s,19871024,97,26,18,19871212
32,37,I Could Never Take The Place Of Your Man,The Artist,The Artist,pop,prince,19871114,81,10,17,19871212
33,39,Seasons Change,Expose,Expose,pop,80s,19871128,57,1,20,19871212
34,22,I Won't Forget You,Poison,Poison,rock,hard rock,19870905,87,13,21,19871212
35,41,I Want To Be Your Man,Roger,Roger,rnb / soul,funk,19871114,88,3,21,19871212
36,43,Hungry Eyes,Eric Carmen,Eric Carmen,pop,pop,19871107,88,4,25,19871212
37,40,True Faith,New Order,New Order,rock,new wave,19871024,95,32,18,19871212
38,52,Could've Been,Tiffany,Tiffany,pop,80s,19871128,86,1,20,19871212
39,38,I Don't Mind At All,Bourgeois Tagg,Bourgeois Tagg,pop,american,19871010,89,38,17,19871212
40,26,Brilliant Disguise,Bruce Springsteen,Bruce Springsteen,rock,rock,19871003,40,5,16,19871212
41,42,Motortown,The Kane Gang,The Kane Gang,pop,pop,19871017,93,36,16,19871212
42,45,I Live For Your Love,Natalie Cole,Natalie Cole,jazz,jazz,19871107,90,13,22,19871212
43,44,Just Like Heaven,The Cure,The Cure,pop,post-punk,19871010,94,40,19,19871212
44,30,Breakout,Swing Out Sister,Swing Out Sister,pop,pop,19870815,92,6,23,19871212
45,49,Don't Shed A Tear,Paul Carrack,Paul Carrack,rock,soft rock,19871114,72,9,24,19871212
46,48,Pop Goes The World,Men Without Hats,Men Without Hats,rock,new wave,19871031,91,20,21,19871212
47,57,Tunnel Of Love,Bruce Springsteen,Bruce Springsteen,rock,rock,19871205,57,9,16,19871212
48,53,Honestly,Stryper,Stryper,rock,hard rock,19871107,93,23,19,19871212
49,59,Say You Will,Foreigner,Foreigner,rock,classic rock,19871205,59,6,19,19871212
50,54,Everywhere,Fleetwood Mac,Fleetwood Mac,rock,classic rock,19871128,65,14,18,19871212
51,51,(Baby Tell Me) Can You Dance,Shanice Wilson,Shanice Wilson,rnb / soul,rnb,19871107,81,50,13,19871212
52,32,Little Lies,Fleetwood Mac,Fleetwood Mac,rock,classic rock,19870829,66,4,21,19871212
53,56,Push It,Salt-N-Pepa,Salt-N-Pepa,hip-hop,hip-hop,19871121,76,19,25,19871212
54,36,Love Will Find A Way,Yes,Yes,rock,progressive rock,19871003,76,30,19,19871212
55,60,I Can't Help It,Bananarama,Bananarama,pop,80s,19871121,78,47,13,19871212
56,68,Can'r Stay Away From You,Gloria Estefan & Miami Sound Machine,Gloria Estefan & Miami Sound Machine,pop,pop,19871121,89,6,23,19871212
57,64,I Found Someone,Cher,Cher,pop,pop,19871121,79,10,26,19871212
58,47,Causing A Commotion,Madonna,Madonna,pop,pop,19870912,41,2,18,19871212
59,50,Let Me Be The One,Expose,Expose,pop,80s,19870815,77,7,22,19871212
60,NEW,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield,Pet Shop Boys & Dusty Springfield,pop,synthpop,19871212,60,2,18,19871212
61,46,It's A Sin,Pet Shop Boys,Pet Shop Boys,pop,synthpop,19870905,70,9,19,19871212
62,71,You And Me Tonight,Deja,Deja,rnb / soul,soul,19871121,94,54,12,19871212
63,65,System Of Survival,"Earth, Wind & Fire","Earth, Wind & Fire",rnb / soul,funk,19871031,93,60,13,19871212
64,77,Because Of You,Cover Girls,Cover Girls,pop,freestyle,19871128,94,27,20,19871212
65,58,U Got The Look,The Artist,The Artist,pop,prince,19870801,67,2,25,19871212
66,83,Pump Up The Volume,M/A/R/R/S,M/A/R/R/S,electronic,house,19871128,96,13,23,19871212
67,63,In My Dreams,Reo Speedwagon,Reo Speedwagon,rock,classic rock,19870718,82,19,30,19871212
68,70,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,Glenn Jones,country / folk,folk,19871031,89,66,14,19871212
69,62,Silent Morning,Noel,Noel,pop,freestyle,19870822,82,47,22,19871212
70,84,In God's Country,U2,U2,rock,rock,19871205,84,44,12,19871212
71,55,Bad,Michael Jackson,Michael Jackson,pop,pop,19870919,40,1,14,19871212
72,72,Criticize,Alexander O'Neal,Alexander O'Neal,rnb / soul,soul,19871114,97,70,11,19871212
73,69,Guaranteed For Life,Millions Like Us,Millions Like Us,electronic,dubstep,19871114,83,69,6,19871212
74,79,Throwaway,Mick Jagger,Mick Jagger,rock,rock,19871128,85,67,9,19871212
75,66,Don't Make Me Wait For Love,Kenny G,Kenny G,jazz,jazz,19870829,79,15,19,19871212
76,86,Lover's Lane,Georgio,Georgio,hip-hop,hip-hop,19871205,86,59,12,19871212
77,74,Here I Go Again,Whitesnake,Whitesnake,rock,hard rock,19870704,80,1,28,19871212
78,85,Cherokee,Europe,Europe,rock,hard rock,19871128,91,72,10,19871212
79,80,What's Too Much,Smokey Robinson,Smokey Robinson,rnb / soul,soul,19871114,90,79,10,19871212
80,82,Don't Tell Me The Time,Martha Davis,Martha Davis,pop,female vocalists,19871121,93,80,8,19871212
81,NEW,Hot In The City,Billy Idol,Billy Idol,rock,rock,19871212,81,48,10,19871212
82,88,She's Fly,Tony Terry,Tony Terry,rnb / soul,soul,19871128,92,80,9,19871212
