this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,2,On Bended Knee,Boyz Ii Men,Boyz Ii Men,rnb / soul,rnb,19941119,14,1,27,19941231
2,1,Here Comes The Hotstepper,Ini Kamoze,Ini Kamoze,reggae,reggae,19940917,97,1,30,19941231
3,3,Another Night,Mc Sar & The Real Mccoy,Mc Sar & The Real Mccoy,electronic,eurodance,19940827,77,3,45,19941231
4,5,Creep,Tlc,Tlc,rnb / soul,rnb,19941112,71,1,32,19941231
5,4,Always,Bon Jovi,Bon Jovi,rock,rock,19941001,91,4,32,19941231
6,7,I Wanna Be Down,Brandy,Brandy,rnb / soul,rnb,19941001,61,6,28,19941231
7,6,I'll Make Love To You,Boyz Ii Men,Boyz Ii Men,rnb / soul,rnb,19940813,31,1,33,19941231
8,10,Before I Let You Go,Blackstreet,Blackstreet,rnb / soul,rnb,19941022,94,7,27,19941231
9,13,Tootsee Roll,69 Boyz,69 Boyz,hip-hop,hip-hop,19940709,100,8,38,19941231
10,11,I'm The Only Love,Melissa Etheridge,Melissa Etheridge,rock,rock,19940806,96,8,40,19941231
11,8,You Want This / 70's Love Groove,Janet Jackson,Janet Jackson,pop,pop,19941022,60,8,22,19941231
12,9,Secret,Madonna,Madonna,pop,pop,19941008,30,3,22,19941231
13,14,Sukiyaki,4Pm,4Pm,pop,r&b,19940917,90,8,32,19941231
14,18,Take A Bow,Madonna,Madonna,pop,pop,19941217,45,1,30,19941231
15,17,Short Dick Man,20 Fingers,20 Fingers,electronic,dance,19940910,85,14,30,19941231
16,16,You Gotta Be,Des'Ree,Des'Ree,rnb / soul,soul,19940903,90,5,44,19941231
17,12,All I Wanna Do,Sheryl Crow,Sheryl Crow,pop,female vocalists,19940806,84,2,33,19941231
18,15,Turn The Beat Around,Gloria Estefan,Gloria Estefan,pop,latin,19940924,94,13,25,19941231
19,20,Practice What You Preach,Barry White,Barry White,rnb / soul,soul,19941008,85,18,21,19941231
20,21,I'll Stand By You,Pretenders,Pretenders,rock,rock,19940813,81,16,30,19941231
21,19,100% Pure Love,Crystal Waters,Crystal Waters,electronic,dance,19940528,89,11,45,19941231
22,26,Rhythm Of The Night,Corona,Corona,electronic,dance,19941112,84,11,27,19941231
23,23,The Sweetest Days,Vanessa Williams,Vanessa Williams,pop,pop,19941112,83,18,23,19941231
24,34,You Don't Know How It Feels,Tom Petty,Tom Petty,rock,classic rock,19941203,69,13,22,19941231
25,31,Hold My Hand,Hootie And The Blowfish,Hootie And The Blowfish,rock,rock,19941008,95,10,44,19941231
26,24,December 1963 (Oh What A Night),Four Seasons,Four Seasons,rock,classic rock,19940813,79,14,27,19941231
27,27,Living In A Danger,Ace Of Base,Ace Of Base,pop,pop,19941022,53,20,20,19941231
