this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
22,20,Falling,Montell Jordan,Montell Jordan,rnb / soul,19961005,76,18,20,19961228
23,21,Twisted,Keith Sweat,Keith Sweat,rnb / soul,19960622,24,2,38,19961228
24,23,Tell Me,Dru Hill,Dru Hill,rnb / soul,19960831,91,18,23,19961228
25,24,Change The World,Eric Clapton,Eric Clapton,rock,19960720,9,5,43,19961228
26,25,This Is Your Night,Amber,Amber,electronic,19960615,98,24,40,19961228
27,27,Street Dreams,Nas,Nas,hip-hop,19961109,39,22,17,19961228
28,30,You Must Love Me,Madonna,Madonna,pop,19961116,22,18,20,19961228
29,29,Just Between You And Me,Dc Talk,Dc Talk,pop,19961116,39,29,19,19961228
30,26,You're Makin' Me High / Let It Flow,Toni Braxton,Toni Braxton,rnb / soul,19960608,7,1,41,19961228
31,40,Cold Rock A Party,Mc Lyte,Mc Lyte,hip-hop,19961130,67,11,20,19961228
32,28,Counting Blue Cars,Dishwalla,Dishwalla,rock,19960406,98,15,48,19961228
33,36,You Were Meant For Me / Foolish Games,Jewel,Jewel,pop,19961130,61,2,65,19961228
34,38,Ooh Aah... Just A Little Bit,Gina G,Gina G,electronic,19961130,77,12,30,19961228
35,31,Key West Intermezzo (I Saw You First),John Mellencamp,John Mellencamp,rock,19960831,47,14,24,19961228
36,32,Steelo,702,702,rnb / soul,19960914,74,32,20,19961228
37,33,You Learn / You Oughta Know,Alanis Morissette,Alanis Morissette,pop,19960727,6,6,30,19961228
38,34,My Boo,Ghost Town Djs,Ghost Town Djs,rnb / soul,19960706,65,31,31,19961228
39,39,Come See Me,112,112,rnb / soul,19961109,90,33,20,19961228
40,43,Atliens,Outkast,Outkast,hip-hop,19961130,62,35,17,19961228
41,37,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,Nate Dogg,rnb / soul,19961109,50,33,19,19961228
42,35,Let's Make A Night To Remember,Bryan Adams,Bryan Adams,rock,19960831,68,24,23,19961228
43,42,Loungin',Ll Cool J,Ll Cool J,hip-hop,19960706,87,3,29,19961228
44,45,Free To Decide / When You're Gone,Cranberries,Cranberries,rock,19961123,66,22,20,19961228
45,47,Bow Down,Westside Connection,Westside Connection,hip-hop,19960928,47,21,20,19961228
46,41,C'mon N Ride It,Quad City Dj'S,Quad City Dj'S,hip-hop,19960316,97,3,42,19961228
47,54,Nothin' But The Cavi Hit,Mack 10 & Tha Dogg Pound,Mack 10,hip-hop,19961214,65,38,20,19961228
48,48,Give Me One Reason,Tracy Chapman,Tracy Chapman,pop,19960406,60,3,39,19961228
49,50,33,Smashing Pumpkins,Smashing Pumpkins,rock,19961130,71,39,20,19961228
50,49,Do You Miss Me,Jocelyn Enriquez,Jocelyn Enriquez,pop,19960727,95,49,23,19961228
51,51,Knocks Me Off My Feet,Donell Jones,Donell Jones,rnb / soul,19961102,89,49,20,19961228
52,56,Without Love,Donna Lewis,Donna Lewis,pop,19961214,60,41,15,19961228
53,52,If Your Girl Only Knew,Aaliyah,Aaliyah,rnb / soul,19960831,34,11,20,19961228
54,53,Missing You,"Brandy, Tamia, Gladys Knight & Chaka Khan",Brandy,rnb / soul,19960824,62,25,20,19961228
55,55,If We Fall In Love Tonight,Rod Stewart,Rod Stewart,rock,19961116,78,54,20,19961228
56,67,Space Jam,Quad City Dj'S,Quad City Dj'S,hip-hop,19961221,67,37,20,19961228
57,59,I'm Not Giving You Up,Gloria Estefan,Gloria Estefan,pop,19961207,79,40,19,19961228
58,57,How Could You,K-Ci & Jojo Of Jodeci,K-Ci & Jojo Of Jodeci,rnb / soul,19961116,58,53,15,19961228
59,68,I Like It,Blackout Allstars,Blackout Allstars,pop,19961207,83,25,22,19961228
60,64,Little Bitty,Alan Jackson,Alan Jackson,country / folk,19961116,83,58,10,19961228
61,58,Do You Think About Us? / When Boy Meets Girl,Total,Total,rock,19961026,82,50,17,19961228
62,66,Barely Breathing,Duncan Sheik,Duncan Sheik,country / folk,19961130,85,16,55,19961228
63,71,It's Your Body,Johnny Gill Featuring Roger Troutman,Johnny Gill,rnb / soul,19961214,83,43,19,19961228
64,70,Desperately Wanting,Better Than Ezra,Better Than Ezra,rock,19961221,70,48,20,19961228
65,65,I Fell In Love,Rockell,Rockell,pop,19961109,100,61,18,19961228
66,83,Macarena Christmas,Los Del Rio,Los Del Rio,electronic,19961221,83,57,4,19961228
67,60,Sittin' On Top Of The World,Da Brat,Da Brat,hip-hop,19961012,34,30,16,19961228
68,61,Bohemian Rhapsody,The Braids,The Braids,pop,19961019,55,42,17,19961228
69,63,The Moment,Kenny G,Kenny G,jazz,19961116,84,63,14,19961228
70,62,Bittersweet Me,R.E.M.,R.E.M.,rock,19961116,53,46,12,19961228
71,73,I Luv U Baby,The Original,The Original,electronic,19961019,88,66,16,19961228
72,72,Jellyhead,Crush,Crush,rnb / soul,19960817,97,72,21,19961228
73,76,Hero Of The Day,Metallica,Metallica,rock,19961109,89,60,18,19961228
74,74,Let's Ride,Richie Rich,Richie Rich,rnb / soul,19961130,91,67,13,19961228
75,69,Floatin' On Your Love,Isley Brothers Featuring Angela Winbush,Isley Brothers,rnb / soul,19960928,73,47,18,19961228
76,79,All Along,Blessed Union Of Souls,Blessed Union Of Souls,pop,19960713,83,68,28,19961228
77,75,Nowhere To Go,Melissa Etheridge,Melissa Etheridge,rock,19961012,40,40,19,19961228
78,86,Sugar Honey Ice Tea,Goodfellaz,Goodfellaz,pop,19961214,88,64,10,19961228
79,96,Naked Eye,Luscious Jackson,Luscious Jackson,pop,19961221,96,36,26,19961228
80,NEW,God Bless The Child,Shania Twain,Shania Twain,country / folk,19961228,80,75,5,19961228
81,84,At Night I Pray,Wild Orchid,Wild Orchid,pop,19960928,91,63,20,19961228
82,82,All I Want,Susanna Hoffs,Susanna Hoffs,pop,19961130,95,77,12,19961228
83,90,I Can Make It Better,Luther Vandross,Luther Vandross,rnb / soul,19961221,90,80,10,19961228
84,77,Dance Into The Light,Phil Collins,Phil Collins,pop,19961026,47,45,16,19961228
85,78,That Thing You Do!,The Wonders,The Wonders,rock,19961012,92,41,15,19961228
86,88,Every Light In The House,Trace Adkins,Trace Adkins,country / folk,19961123,97,78,9,19961228
87,87,Hit Me Off,New Edition,New Edition,rnb / soul,19960831,3,3,20,19961228
88,85,One And One,Robert Miles Featuring Maria Nayler,Robert Miles,electronic,19961005,90,54,19,19961228
89,NEW,Friends,John Michael Montgomery,John Michael Montgomery,country / folk,19961228,89,69,12,19961228
90,81,You Can Make History (Young Again),Elton John,Elton John,pop,19961026,72,70,17,19961228
91,94,What's Love Got To Do With It,Warren G Featuring Adina Howard,Warren G,hip-hop,19960921,79,32,19,19961228
92,92,Leavin',Tony Rich Project,Tony Rich Project,rnb / soul,19961207,95,88,8,19961228
93,91,Let's Get The Mood Right,Johnny Gill,Johnny Gill,rnb / soul,19960921,74,53,18,19961228
94,89,Birmingham,Amanda Marshall,Amanda Marshall,pop,19960928,74,43,20,19961228
95,NEW,That's How It Is (It's Like That),Redman Featuring K-Solo,Redman,hip-hop,19961228,95,95,2,19961228
96,99,Everything Falls Apart / Small Wonders,Dog'S Eye View,Dog'S Eye View,rock,19960928,66,66,14,19961228
97,98,Use Your Heart,Swv,Swv,rnb / soul,19960817,52,22,20,19961228
98,NEW,Ain't Nobody,Ll Cool J,Ll Cool J,hip-hop,19961228,98,46,11,19961228
99,95,I Don't Need Your Love,Angelina,Angelina,electronic,19961019,97,69,11,19961228
100,97,Music Makes Me High,Lost Boyz,Lost Boyz,hip-hop,19961005,62,51,16,19961228
1,1,Un-Break My Heart,Toni Braxton,Toni Braxton,rnb / soul,19961026,22,1,42,19961221
2,26,I Believe I Can Fly,R. Kelly,R. Kelly,rnb / soul,19961214,26,2,34,19961221
3,2,No Diggity,Blackstreet,Blackstreet,rnb / soul,19961012,48,1,31,19961221
4,4,Don't let Go (Love),En Vogue,En Vogue,rnb / soul,19961109,25,2,35,19961221
5,3,Nobody,Keith Sweat Featuring Athena Cage,Keith Sweat,rnb / soul,19961005,37,3,35,19961221
6,5,Mouth,Merril Bainbridge,Merril Bainbridge,pop,19960907,67,4,30,19961221
7,6,It's All Coming Back To Me Now,Celine Dion,Celine Dion,pop,19960817,27,2,30,19961221
8,8,I Finally Found Someone,Barbra Streisand & Bryan Adams,Barbra Streisand & Bryan Adams,pop,19961123,28,8,20,19961221
9,7,Pony,Ginuwine,Ginuwine,rnb / soul,19960907,73,6,27,19961221
10,9,I'm Still In Love With You,New Edition,New Edition,rnb / soul,19961109,16,7,20,19961221
11,13,Macarena (Bayside Boys Mix),Los Del Rio,Los Del Rio,electronic,19960511,47,1,40,19961221
12,10,Where Do You Go,No Mercy,No Mercy,electronic,19960706,68,5,39,19961221
13,11,If It Makes You Happy,Sheryl Crow,Sheryl Crow,pop,19960921,44,10,27,19961221
14,12,When You Love A Woman,Journey,Journey,rock,19961026,17,12,22,19961221
15,14,I Love You Always Forever,Donna Lewis,Donna Lewis,pop,19960622,95,2,41,19961221
16,15,Last Night,Az Yet,Az Yet,rnb / soul,19960824,64,9,29,19961221
17,NEW,Fly Like An Eagle,Seal,Seal,rnb / soul,19961221,17,10,20,19961221
18,16,This Is For The Lover In You,"Babyface Feat Ll Cool J, Howard Hewett, Jody Watley & Jef",Babyface Feat Ll Cool J,rnb / soul,19961026,8,6,20,19961221
19,17,What Kind Of Man Would I Be,Mint Condition,Mint Condition,rnb / soul,19960907,89,17,24,19961221
20,18,Falling,Montell Jordan,Montell Jordan,rnb / soul,19961005,76,18,20,19961221
21,19,Twisted,Keith Sweat,Keith Sweat,rnb / soul,19960622,24,2,38,19961221
22,23,No Time,Lil' Kim Featuring Puff Daddy,Lil' Kim,hip-hop,19961109,59,18,20,19961221
23,20,Tell Me,Dru Hill,Dru Hill,rnb / soul,19960831,91,18,23,19961221
24,21,Change The World,Eric Clapton,Eric Clapton,rock,19960720,9,5,43,19961221
25,25,This Is Your Night,Amber,Amber,electronic,19960615,98,24,40,19961221
26,22,You're Makin' Me High / Let It Flow,Toni Braxton,Toni Braxton,rnb / soul,19960608,7,1,41,19961221
27,27,Street Dreams,Nas,Nas,hip-hop,19961109,39,22,17,19961221
28,28,Counting Blue Cars,Dishwalla,Dishwalla,rock,19960406,98,15,48,19961221
29,29,Just Between You And Me,Dc Talk,Dc Talk,pop,19961116,39,29,19,19961221
30,24,You Must Love Me,Madonna,Madonna,pop,19961116,22,18,20,19961221
31,30,Key West Intermezzo (I Saw You First),John Mellencamp,John Mellencamp,rock,19960831,47,14,24,19961221
32,32,Steelo,702,702,rnb / soul,19960914,74,32,20,19961221
33,31,You Learn / You Oughta Know,Alanis Morissette,Alanis Morissette,pop,19960727,6,6,30,19961221
34,36,My Boo,Ghost Town Djs,Ghost Town Djs,rnb / soul,19960706,65,31,31,19961221
35,35,Let's Make A Night To Remember,Bryan Adams,Bryan Adams,rock,19960831,68,24,23,19961221
36,41,You Were Meant For Me / Foolish Games,Jewel,Jewel,pop,19961130,61,2,65,19961221
37,33,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,Nate Dogg,rnb / soul,19961109,50,33,19,19961221
38,50,Ooh Aah... Just A Little Bit,Gina G,Gina G,electronic,19961130,77,12,30,19961221
39,39,Come See Me,112,112,rnb / soul,19961109,90,33,20,19961221
40,42,Cold Rock A Party,Mc Lyte,Mc Lyte,hip-hop,19961130,67,11,20,19961221
41,34,C'mon N Ride It,Quad City Dj'S,Quad City Dj'S,hip-hop,19960316,97,3,42,19961221
42,37,Loungin',Ll Cool J,Ll Cool J,hip-hop,19960706,87,3,29,19961221
43,43,Atliens,Outkast,Outkast,hip-hop,19961130,62,35,17,19961221
44,45,Follow You Down / Til' I Hear It From You,Gin Blossoms,Gin Blossoms,rock,19960210,12,9,46,19961221
45,48,Free To Decide / When You're Gone,Cranberries,Cranberries,rock,19961123,66,22,20,19961221
46,40,Who Will Save Your Soul,Jewel,Jewel,pop,19960601,39,11,30,19961221
47,38,Bow Down,Westside Connection,Westside Connection,hip-hop,19960928,47,21,20,19961221
48,44,Give Me One Reason,Tracy Chapman,Tracy Chapman,pop,19960406,60,3,39,19961221
49,49,Do You Miss Me,Jocelyn Enriquez,Jocelyn Enriquez,pop,19960727,95,49,23,19961221
50,55,33,Smashing Pumpkins,Smashing Pumpkins,rock,19961130,71,39,20,19961221
51,51,Knocks Me Off My Feet,Donell Jones,Donell Jones,rnb / soul,19961102,89,49,20,19961221
52,46,If Your Girl Only Knew,Aaliyah,Aaliyah,rnb / soul,19960831,34,11,20,19961221
53,47,Missing You,"Brandy, Tamia, Gladys Knight & Chaka Khan",Brandy,rnb / soul,19960824,62,25,20,19961221
54,65,Nothin' But The Cavi Hit,Mack 10 & Tha Dogg Pound,Mack 10,hip-hop,19961214,65,38,20,19961221
55,57,If We Fall In Love Tonight,Rod Stewart,Rod Stewart,rock,19961116,78,54,20,19961221
56,60,Without Love,Donna Lewis,Donna Lewis,pop,19961214,60,41,15,19961221
57,58,How Could You,K-Ci & Jojo Of Jodeci,K-Ci & Jojo Of Jodeci,rnb / soul,19961116,58,53,15,19961221
58,54,Do You Think About Us? / When Boy Meets Girl,Total,Total,rock,19961026,82,50,17,19961221
59,61,I'm Not Giving You Up,Gloria Estefan,Gloria Estefan,pop,19961207,79,40,19,19961221
60,56,Sittin' On Top Of The World,Da Brat,Da Brat,hip-hop,19961012,34,30,16,19961221
61,53,Bohemian Rhapsody,The Braids,The Braids,pop,19961019,55,42,17,19961221
62,59,Bittersweet Me,R.E.M.,R.E.M.,rock,19961116,53,46,12,19961221
63,63,The Moment,Kenny G,Kenny G,jazz,19961116,84,63,14,19961221
64,67,Little Bitty,Alan Jackson,Alan Jackson,country / folk,19961116,83,58,10,19961221
65,70,I Fell In Love,Rockell,Rockell,pop,19961109,100,61,18,19961221
66,71,Barely Breathing,Duncan Sheik,Duncan Sheik,country / folk,19961130,85,16,55,19961221
67,NEW,Space Jam,Quad City Dj'S,Quad City Dj'S,hip-hop,19961221,67,37,20,19961221
68,76,I Like It,Blackout Allstars,Blackout Allstars,pop,19961207,83,25,22,19961221
69,64,Floatin' On Your Love,Isley Brothers Featuring Angela Winbush,Isley Brothers,rnb / soul,19960928,73,47,18,19961221
70,NEW,Desperately Wanting,Better Than Ezra,Better Than Ezra,rock,19961221,70,48,20,19961221
71,83,It's Your Body,Johnny Gill Featuring Roger Troutman,Johnny Gill,rnb / soul,19961214,83,43,19,19961221
72,77,Jellyhead,Crush,Crush,rnb / soul,19960817,97,72,21,19961221
73,66,I Luv U Baby,The Original,The Original,electronic,19961019,88,66,16,19961221
74,74,Let's Ride,Richie Rich,Richie Rich,rnb / soul,19961130,91,67,13,19961221
75,72,Nowhere To Go,Melissa Etheridge,Melissa Etheridge,rock,19961012,40,40,19,19961221
76,79,Hero Of The Day,Metallica,Metallica,rock,19961109,89,60,18,19961221
77,68,Dance Into The Light,Phil Collins,Phil Collins,pop,19961026,47,45,16,19961221
78,62,That Thing You Do!,The Wonders,The Wonders,rock,19961012,92,41,15,19961221
79,81,All Along,Blessed Union Of Souls,Blessed Union Of Souls,pop,19960713,83,68,28,19961221
80,73,Ready To Go,Republica,Republica,rock,19960810,99,56,20,19961221
81,75,You Can Make History (Young Again),Elton John,Elton John,pop,19961026,72,70,17,19961221
82,82,All I Want,Susanna Hoffs,Susanna Hoffs,pop,19961130,95,77,12,19961221
83,NEW,Macarena Christmas,Los Del Rio,Los Del Rio,electronic,19961221,83,57,4,19961221
84,80,At Night I Pray,Wild Orchid,Wild Orchid,pop,19960928,91,63,20,19961221
85,78,One And One,Robert Miles Featuring Maria Nayler,Robert Miles,electronic,19961005,90,54,19,19961221
86,88,Sugar Honey Ice Tea,Goodfellaz,Goodfellaz,pop,19961214,88,64,10,19961221
87,85,Hit Me Off,New Edition,New Edition,rnb / soul,19960831,3,3,20,19961221
88,90,Every Light In The House,Trace Adkins,Trace Adkins,country / folk,19961123,97,78,9,19961221
89,87,Birmingham,Amanda Marshall,Amanda Marshall,pop,19960928,74,43,20,19961221
90,NEW,I Can Make It Better,Luther Vandross,Luther Vandross,rnb / soul,19961221,90,80,10,19961221
91,89,Let's Get The Mood Right,Johnny Gill,Johnny Gill,rnb / soul,19960921,74,53,18,19961221
92,95,Leavin',Tony Rich Project,Tony Rich Project,rnb / soul,19961207,95,88,8,19961221
93,96,Touch Myself,T-Boz,T-Boz,rnb / soul,19960810,88,40,20,19961221
94,86,What's Love Got To Do With It,Warren G Featuring Adina Howard,Warren G,hip-hop,19960921,79,32,19,19961221
95,69,I Don't Need Your Love,Angelina,Angelina,electronic,19961019,97,69,11,19961221
96,NEW,Naked Eye,Luscious Jackson,Luscious Jackson,pop,19961221,96,36,26,19961221
97,94,Music Makes Me High,Lost Boyz,Lost Boyz,hip-hop,19961005,62,51,16,19961221
98,91,Use Your Heart,Swv,Swv,rnb / soul,19960817,52,22,20,19961221
99,97,Everything Falls Apart / Small Wonders,Dog'S Eye View,Dog'S Eye View,rock,19960928,66,66,14,19961221
100,93,Just The Way (Playas Play),Alfonzo Hunter,Alfonzo Hunter,rnb / soul,19961102,90,85,8,19961221
1,1,Un-Break My Heart,Toni Braxton,Toni Braxton,rnb / soul,19961026,22,1,42,19961214
2,2,No Diggity,Blackstreet,Blackstreet,rnb / soul,19961012,48,1,31,19961214
3,3,Nobody,Keith Sweat Featuring Athena Cage,Keith Sweat,rnb / soul,19961005,37,3,35,19961214
4,4,Don't let Go (Love),En Vogue,En Vogue,rnb / soul,19961109,25,2,35,19961214
5,6,Mouth,Merril Bainbridge,Merril Bainbridge,pop,19960907,67,4,30,19961214
6,5,It's All Coming Back To Me Now,Celine Dion,Celine Dion,pop,19960817,27,2,30,19961214
7,7,Pony,Ginuwine,Ginuwine,rnb / soul,19960907,73,6,27,19961214
8,8,I Finally Found Someone,Barbra Streisand & Bryan Adams,Barbra Streisand & Bryan Adams,pop,19961123,28,8,20,19961214
9,9,I'm Still In Love With You,New Edition,New Edition,rnb / soul,19961109,16,7,20,19961214
10,10,Where Do You Go,No Mercy,No Mercy,electronic,19960706,68,5,39,19961214
11,12,If It Makes You Happy,Sheryl Crow,Sheryl Crow,pop,19960921,44,10,27,19961214
12,13,When You Love A Woman,Journey,Journey,rock,19961026,17,12,22,19961214
13,14,Macarena (Bayside Boys Mix),Los Del Rio,Los Del Rio,electronic,19960511,47,1,40,19961214
14,11,I Love You Always Forever,Donna Lewis,Donna Lewis,pop,19960622,95,2,41,19961214
15,16,Last Night,Az Yet,Az Yet,rnb / soul,19960824,64,9,29,19961214
16,15,This Is For The Lover In You,"Babyface Feat Ll Cool J, Howard Hewett, Jody Watley & Jef",Babyface Feat Ll Cool J,rnb / soul,19961026,8,6,20,19961214
17,17,What Kind Of Man Would I Be,Mint Condition,Mint Condition,rnb / soul,19960907,89,17,24,19961214
18,18,Falling,Montell Jordan,Montell Jordan,rnb / soul,19961005,76,18,20,19961214
19,19,Twisted,Keith Sweat,Keith Sweat,rnb / soul,19960622,24,2,38,19961214
20,22,Tell Me,Dru Hill,Dru Hill,rnb / soul,19960831,91,18,23,19961214
21,20,Change The World,Eric Clapton,Eric Clapton,rock,19960720,9,5,43,19961214
22,23,You're Makin' Me High / Let It Flow,Toni Braxton,Toni Braxton,rnb / soul,19960608,7,1,41,19961214
23,27,No Time,Lil' Kim Featuring Puff Daddy,Lil' Kim,hip-hop,19961109,59,18,20,19961214
24,21,You Must Love Me,Madonna,Madonna,pop,19961116,22,18,20,19961214
25,25,This Is Your Night,Amber,Amber,electronic,19960615,98,24,40,19961214
26,NEW,I Believe I Can Fly,R. Kelly,R. Kelly,rnb / soul,19961214,26,2,34,19961214
27,28,Street Dreams,Nas,Nas,hip-hop,19961109,39,22,17,19961214
28,26,Counting Blue Cars,Dishwalla,Dishwalla,rock,19960406,98,15,48,19961214
29,29,Just Between You And Me,Dc Talk,Dc Talk,pop,19961116,39,29,19,19961214
30,24,Key West Intermezzo (I Saw You First),John Mellencamp,John Mellencamp,rock,19960831,47,14,24,19961214
31,31,You Learn / You Oughta Know,Alanis Morissette,Alanis Morissette,pop,19960727,6,6,30,19961214
32,35,Steelo,702,702,rnb / soul,19960914,74,32,20,19961214
33,33,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,Nate Dogg,rnb / soul,19961109,50,33,19,19961214
34,30,C'mon N Ride It,Quad City Dj'S,Quad City Dj'S,hip-hop,19960316,97,3,42,19961214
35,34,Let's Make A Night To Remember,Bryan Adams,Bryan Adams,rock,19960831,68,24,23,19961214
36,32,My Boo,Ghost Town Djs,Ghost Town Djs,rnb / soul,19960706,65,31,31,19961214
37,36,Loungin',Ll Cool J,Ll Cool J,hip-hop,19960706,87,3,29,19961214
38,37,Bow Down,Westside Connection,Westside Connection,hip-hop,19960928,47,21,20,19961214
39,43,Come See Me,112,112,rnb / soul,19961109,90,33,20,19961214
40,41,Who Will Save Your Soul,Jewel,Jewel,pop,19960601,39,11,30,19961214
41,54,You Were Meant For Me / Foolish Games,Jewel,Jewel,pop,19961130,61,2,65,19961214
42,58,Cold Rock A Party,Mc Lyte,Mc Lyte,hip-hop,19961130,67,11,20,19961214
43,44,Atliens,Outkast,Outkast,hip-hop,19961130,62,35,17,19961214
44,38,Give Me One Reason,Tracy Chapman,Tracy Chapman,pop,19960406,60,3,39,19961214
45,40,Follow You Down / Til' I Hear It From You,Gin Blossoms,Gin Blossoms,rock,19960210,12,9,46,19961214
46,39,If Your Girl Only Knew,Aaliyah,Aaliyah,rnb / soul,19960831,34,11,20,19961214
47,47,Missing You,"Brandy, Tamia, Gladys Knight & Chaka Khan",Brandy,rnb / soul,19960824,62,25,20,19961214
48,48,Free To Decide / When You're Gone,Cranberries,Cranberries,rock,19961123,66,22,20,19961214
49,49,Do You Miss Me,Jocelyn Enriquez,Jocelyn Enriquez,pop,19960727,95,49,23,19961214
50,59,Ooh Aah... Just A Little Bit,Gina G,Gina G,electronic,19961130,77,12,30,19961214
51,51,Knocks Me Off My Feet,Donell Jones,Donell Jones,rnb / soul,19961102,89,49,20,19961214
52,45,Po Pimp,Do Or Die,Do Or Die,pop,19960803,78,22,20,19961214
53,42,Bohemian Rhapsody,The Braids,The Braids,pop,19961019,55,42,17,19961214
54,56,Do You Think About Us? / When Boy Meets Girl,Total,Total,rock,19961026,82,50,17,19961214
55,63,33,Smashing Pumpkins,Smashing Pumpkins,rock,19961130,71,39,20,19961214
56,52,Sittin' On Top Of The World,Da Brat,Da Brat,hip-hop,19961012,34,30,16,19961214
57,57,If We Fall In Love Tonight,Rod Stewart,Rod Stewart,rock,19961116,78,54,20,19961214
58,53,How Could You,K-Ci & Jojo Of Jodeci,K-Ci & Jojo Of Jodeci,rnb / soul,19961116,58,53,15,19961214
59,46,Bittersweet Me,R.E.M.,R.E.M.,rock,19961116,53,46,12,19961214
60,NEW,Without Love,Donna Lewis,Donna Lewis,pop,19961214,60,41,15,19961214
61,79,I'm Not Giving You Up,Gloria Estefan,Gloria Estefan,pop,19961207,79,40,19,19961214
62,55,That Thing You Do!,The Wonders,The Wonders,rock,19961012,92,41,15,19961214
63,64,The Moment,Kenny G,Kenny G,jazz,19961116,84,63,14,19961214
64,61,Floatin' On Your Love,Isley Brothers Featuring Angela Winbush,Isley Brothers,rnb / soul,19960928,73,47,18,19961214
65,NEW,Nothin' But The Cavi Hit,Mack 10 & Tha Dogg Pound,Mack 10,hip-hop,19961214,65,38,20,19961214
66,66,I Luv U Baby,The Original,The Original,electronic,19961019,88,66,16,19961214
67,70,Little Bitty,Alan Jackson,Alan Jackson,country / folk,19961116,83,58,10,19961214
68,60,Dance Into The Light,Phil Collins,Phil Collins,pop,19961026,47,45,16,19961214
69,69,I Don't Need Your Love,Angelina,Angelina,electronic,19961019,97,69,11,19961214
70,71,I Fell In Love,Rockell,Rockell,pop,19961109,100,61,18,19961214
71,72,Barely Breathing,Duncan Sheik,Duncan Sheik,country / folk,19961130,85,16,55,19961214
72,62,Nowhere To Go,Melissa Etheridge,Melissa Etheridge,rock,19961012,40,40,19,19961214
73,65,Ready To Go,Republica,Republica,rock,19960810,99,56,20,19961214
74,77,Let's Ride,Richie Rich,Richie Rich,rnb / soul,19961130,91,67,13,19961214
75,76,You Can Make History (Young Again),Elton John,Elton John,pop,19961026,72,70,17,19961214
76,83,I Like It,Blackout Allstars,Blackout Allstars,pop,19961207,83,25,22,19961214
77,78,Jellyhead,Crush,Crush,rnb / soul,19960817,97,72,21,19961214
78,67,One And One,Robert Miles Featuring Maria Nayler,Robert Miles,electronic,19961005,90,54,19,19961214
79,73,Hero Of The Day,Metallica,Metallica,rock,19961109,89,60,18,19961214
80,68,At Night I Pray,Wild Orchid,Wild Orchid,pop,19960928,91,63,20,19961214
81,75,All Along,Blessed Union Of Souls,Blessed Union Of Souls,pop,19960713,83,68,28,19961214
82,85,All I Want,Susanna Hoffs,Susanna Hoffs,pop,19961130,95,77,12,19961214
83,NEW,It's Your Body,Johnny Gill Featuring Roger Troutman,Johnny Gill,rnb / soul,19961214,83,43,19,19961214
84,84,Why Does It Hurt So Bad,Whitney Houston,Whitney Houston,pop,19960803,60,26,20,19961214
85,80,Hit Me Off,New Edition,New Edition,rnb / soul,19960831,3,3,20,19961214
86,82,What's Love Got To Do With It,Warren G Featuring Adina Howard,Warren G,hip-hop,19960921,79,32,19,19961214
87,74,Birmingham,Amanda Marshall,Amanda Marshall,pop,19960928,74,43,20,19961214
