this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,The Chipmunk Song,The Chipmunks With The Music Of David Seville,The Chipmunks With The Music Of David Seville,pop,19581201,62,1,13,19581229
2,2,Smoke Gets In Your Eyes,The Platters,The Platters,pop,19581117,86,1,19,19581229
3,3,To Know Him Is To Love Him,The Teddy Bears,The Teddy Bears,pop,19580922,88,1,23,19581229
4,6,One Night,Elvis Presley,Elvis Presley,rock,19581110,30,4,17,19581229
5,4,Problems,The Everly Brothers,The Everly Brothers,pop,19581110,51,2,15,19581229
6,5,Tom Dooley,The Kingston Trio,The Kingston Trio,country / folk,19580929,83,1,21,19581229
7,8,Lonesome Town,Ricky Nelson,Ricky Nelson,rock,19581020,86,7,18,19581229
8,7,Beep Beep,The Playmates,The Playmates,pop,19581103,54,4,15,19581229
9,10,A Lover's Question,Clyde Mcphatter,Clyde Mcphatter,rnb / soul,19581020,72,6,23,19581229
10,12,Whole Lotta Loving,Fats Domino,Fats Domino,rock,19581117,81,6,16,19581229
11,14,Gotta Travel On,Billy Grammer,Billy Grammer,country / folk,19581124,86,4,20,19581229
12,9,It's Only Make Believe,Conway Twitty,Conway Twitty,country / folk,19580915,65,1,21,19581229
13,17,My Happiness,Connie Francis,Connie Francis,pop,19581208,57,2,18,19581229
14,11,I Got Stung,Elvis Presley,Elvis Presley,rock,19581103,65,8,16,19581229
15,13,Bimbombey,Jimmie Rodgers,Jimmie Rodgers,country / folk,19581110,67,11,16,19581229
16,19,Lonely Teardrops,Jackie Wilson,Jackie Wilson,rnb / soul,19581124,88,7,21,19581229
17,16,Queen Of The Hop,Bobby Darin,Bobby Darin,jazz,19581006,95,9,19,19581229
18,27,Donna,Ritchie Valens,Ritchie Valens,rock,19581124,93,2,23,19581229
19,15,Love Is All We Need,Tommy Edwards,Tommy Edwards,pop,19581027,88,15,16,19581229
20,22,I Got A Feeling,Ricky Nelson,Ricky Nelson,rock,19581013,70,10,17,19581229
21,23,Poor Boy,The Royaltones,The Royaltones,pop,19581020,51,17,17,19581229
22,31,Manhattan Spiritual,Reg Owen And His Orchestra,Reg Owen And His Orchestra,pop,19581208,69,10,16,19581229
23,21,I'll Wait For You,Frankie Avalon,Frankie Avalon,pop,19581027,69,15,16,19581229
24,24,That Old Black Magic,Louis Prima & Keely Smith,Louis Prima & Keely Smith,jazz,19581103,100,18,13,19581229
25,32,16 Candles,The Crests,The Crests,pop,19581124,91,2,21,19581229
26,36,Love You Most Of All,Sam Cooke,Sam Cooke,rnb / soul,19581117,74,26,16,19581229
27,26,Philadelphia U.S.A.,The Nu Tornados,The Nu Tornados,pop,19581117,79,26,12,19581229
28,20,Topsy II,Cozy Cole,Cozy Cole,jazz,19580825,82,3,21,19581229
29,88,The Little Drummer Boy,The Harry Simeon Chorale,The Harry Simeon Chorale,pop,19581222,88,13,9,19581229
30,68,Goodbye Baby,Jack Scott,Jack Scott,rock,19581215,81,8,16,19581229
31,18,Cannonball,Duane Eddy,Duane Eddy,rock,19581103,88,15,12,19581229
32,41,The Diary,Neil Sedaka,Neil Sedaka,pop,19581208,83,14,15,19581229
33,37,The Teen Commandments,Paul Anka - George Hamilton Iv - Johnny Nash,Paul Anka - George Hamilton Iv - Johnny Nash,pop,19581201,87,29,8,19581229
34,45,I Cried A Tear,Lavern Baker,Lavern Baker,pop,19581208,93,5,21,19581229
35,57,Jingle Bell Rock,Bobby Helms,Bobby Helms,country / folk,19581222,57,35,4,19581229
36,44,Turvy II,Cozy Cole,Cozy Cole,jazz,19581201,66,36,8,19581229
37,25,Chantilly Lace,The Big Bopper,The Big Bopper,pop,19580804,31,6,25,19581229
38,29,It's All In The Game,Tommy Edwards,Tommy Edwards,pop,19580818,96,1,22,19581229
39,56,The All American Boy,Bill Parsons (Bobby Bare),Bill Parsons (Bobby Bare),rock,19581222,56,2,16,19581229
40,30,The World Outside,The Four Coins,The Four Coins,pop,19581110,81,21,11,19581229
41,34,The End,Earl Grant,Earl Grant,jazz,19580915,87,7,19,19581229
42,38,Big Bopper's Wedding,The Big Bopper,The Big Bopper,pop,19581208,64,38,7,19581229
43,39,(All Of A Sudden) My Heart Sings,Paul Anka,Paul Anka,jazz,19581222,39,15,17,19581229
44,NEW,Green Chri$tma$,Stan Freeberg,Stan Freeberg,pop,19581229,44,44,2,19581229
45,59,Pledging My Love,Roy Hamilton,Roy Hamilton,rnb / soul,19581117,71,45,12,19581229
46,52,Nobody But You,Dee Clark,Dee Clark,rnb / soul,19581201,70,21,17,19581229
47,53,Donde esta Santa Claus (Where Is Santa Claus),Augie Rios,Augie Rios,pop,19581215,66,47,4,19581229
48,43,C'mon Everybody,Eddie Cochran,Eddie Cochran,rock,19581124,94,35,12,19581229
