this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Are You Lonesome Tonight,Elvis Presley,Elvis Presley,rock,19601114,35,1,16,19601226
2,3,Wonderland By Night,Bert Kaempfert,Bert Kaempfert,pop,19601114,50,1,17,19601226
3,2,Last Date,Floyd Cramer,Floyd Cramer,pop,19601010,99,2,20,19601226
4,7,A Thousand Stars,Kathy Young & The Innocents,Kathy Young & The Innocents,rock,19601024,67,3,17,19601226
5,6,Exodus,Ferrante And Teicher,Ferrante And Teicher,pop,19601107,105,2,22,19601226
6,4,North To Alaska,Johnny Horton,Johnny Horton,country / folk,19600912,111,4,24,19601226
7,8,Many Tears Ago,Connie Francis,Connie Francis,pop,19601107,79,7,13,19601226
8,9,You're Sixteen,Johnny Burnette,Johnny Burnette,rock,19601031,94,8,15,19601226
9,5,Sailor,Lolita,Lolita,pop,19601017,110,5,19,19601226
10,27,Corinna Corinna,Ray Peterson,Ray Peterson,pop,19601121,96,9,15,19601226
11,10,He Will Break Your Heart,Jerry Butler,Jerry Butler,rnb / soul,19601024,110,7,16,19601226
12,12,Lonely Teenager,Dion,Dion,pop,19601010,113,12,17,19601226
13,23,Angel Baby,Rosie And The Originals,Rosie And The Originals,pop,19601212,40,5,13,19601226
14,26,Rockin' Around The Christmas Tree,Brenda Lee,Brenda Lee,pop,19601212,64,14,4,19601226
15,17,Perfidia,Ventures,Ventures,pop,19601031,78,15,13,19601226
16,15,Rubber Ball,Bobby Vee,Bobby Vee,pop,19601128,67,6,14,19601226
17,20,Wonderland By Night,Louis Prima,Louis Prima,jazz,19601114,88,15,14,19601226
18,11,Poetry In Motion,Johnny Tillotson,Johnny Tillotson,pop,19601010,76,2,15,19601226
19,18,New Orleans,Gary U.S. Bonds,Gary U.S. Bonds,pop,19601017,71,6,14,19601226
20,22,Will You Love Me Tomorrow,Shirelles,Shirelles,pop,19601121,87,1,19,19601226
21,62,Rudolph The Red Nosed Reindeer,David Seville & The Chipmunks,David Seville & The Chipmunks,pop,19601212,106,21,3,19601226
22,19,My Girl Josephine,Fats Domino,Fats Domino,rock,19601024,77,14,15,19601226
23,14,Sway,Bobby Rydell,Bobby Rydell,pop,19601031,108,14,12,19601226
24,28,The Little Drummer Boy,Harry Simeon Chorale,Harry Simeon Chorale,pop,19601212,53,24,4,19601226
25,16,Blue Tango,Bill Black'S Combo,Bill Black'S Combo,jazz,19601128,75,16,10,19601226
26,32,White Christmas,Bing Crosby,Bing Crosby,jazz,19601212,55,26,3,19601226
27,47,Wonderland By Night,Anita Bryant,Anita Bryant,pop,19601121,102,18,12,19601226
28,21,Alone At Last,Jackie Wilson,Jackie Wilson,rnb / soul,19601010,75,8,15,19601226
29,33,Fools Rush In,Brook Benton,Brook Benton,rnb / soul,19601114,54,24,10,19601226
30,13,Stay,Maurice Williams & The Zodiacs,Maurice Williams & The Zodiacs,pop,19600919,112,1,20,19601226
31,41,Doll House,Donnie Brooks,Donnie Brooks,pop,19601128,86,31,10,19601226
32,36,Ruby,Ray Charles,Ray Charles,jazz,19601114,108,28,10,19601226
33,25,Let's Go Let's Go Let's Go,Hank Ballard,Hank Ballard,rnb / soul,19600919,87,6,16,19601226
34,29,Sad Mood,Sam Cooke,Sam Cooke,rnb / soul,19601205,69,29,8,19601226
35,42,Wings Of A Dove,Ferlin Husky,Ferlin Husky,country / folk,19601128,79,12,18,19601226
36,46,Jingle Bell Rock,Bobby Helms,Bobby Helms,country / folk,19601205,111,36,4,19601226
37,31,I'll Save The Last Dance For You,Damito Jo,Damito Jo,pop,19601024,90,22,12,19601226
38,34,Ballad Of The Alamo,Marty Robbins,Marty Robbins,country / folk,19601017,92,34,13,19601226
39,30,I Gotta Know,Elvis Presley,Elvis Presley,rock,19601114,65,20,11,19601226
40,38,The Hucklebuck,Chubby Checker,Chubby Checker,rock,19601010,73,14,13,19601226
41,24,Last Date,Lawrence Welk,Lawrence Welk,pop,19601121,94,21,10,19601226
42,65,Calcutta,Lawrence Welk,Lawrence Welk,pop,19601205,114,1,18,19601226
43,39,Am I Losing You,Jim Reeves,Jim Reeves,country / folk,19601017,112,31,12,19601226
44,35,Save The Last Dance For Me,Drifters,Drifters,rnb / soul,19600905,78,1,18,19601226
45,58,Adeste Fideles (O Come All Ye Faithful),Bing Crosby,Bing Crosby,jazz,19601212,79,45,3,19601226
46,66,Ol MacDonald,Frank Sinatra,Frank Sinatra,jazz,19601107,92,25,9,19601226
47,37,Like Strangers,Everly Brothers,Everly Brothers,pop,19601024,109,22,11,19601226
48,54,Gee Whiz,Innocents,Innocents,pop,19601107,113,28,13,19601226
49,44,Once In A While,Chimes,Chimes,pop,19601017,105,11,20,19601226
