this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Smooth,Santana Featuring Rob Thomas,Santana,rock,rock,19990731,78,1,58,19991225
2,2,Back At One,Brian Mcknight,Brian Mcknight,rnb / soul,rnb,19990828,75,2,37,19991225
3,3,I Wanna Love You Forever,Jessica Simpson,Jessica Simpson,pop,pop,19991016,69,3,20,19991225
4,4,I Knew I Loved You,Savage Garden,Savage Garden,pop,pop,19991023,71,1,33,19991225
5,5,My Love Is Your Love,Whitney Houston,Whitney Houston,pop,pop,19990904,81,4,28,19991225
6,6,I Need To Know,Marc Anthony,Marc Anthony,pop,salsa,19990911,77,3,40,19991225
7,9,Hot Boyz,"Missy ""Misdemeanor"" Elliott & Nas & Eve","Missy ""Misdemeanor"" Elliott",hip-hop,hip-hop,19991127,36,5,21,19991225
8,7,U Know What's Up,Donell Jones,Donell Jones,rnb / soul,rnb,19990925,88,7,24,19991225
9,11,Bring It All To Me,Blaque,Blaque,rnb / soul,rnb,19991106,50,5,27,19991225
10,10,24/7,Kevon Edmonds,Kevon Edmonds,rnb / soul,rnb,19991204,22,10,16,19991225
11,14,Girl On TV,Lfo,Lfo,pop,techno,19991127,16,10,16,19991225
12,8,Waiting For Tonight,Jennifer Lopez,Jennifer Lopez,pop,pop,19991016,56,8,20,19991225
13,18,What A Girl Wants,Christina Aguilera,Christina Aguilera,pop,pop,19991211,28,1,22,19991225
14,16,Then The Morning Comes,Smash Mouth,Smash Mouth,rock,rock,19991120,46,11,23,19991225
15,12,Steal My Sunshine,Len,Len,pop,pop,19990814,71,9,25,19991225
16,29,Blue (Da Ba Dee),Eiffel 65,Eiffel 65,electronic,dance,19991218,29,6,19,19991225
17,32,He Can't Love U,Jagged Edge,Jagged Edge,rnb / soul,rnb,19991218,32,15,19,19991225
18,13,Mambo No. 5 (A Little Bit Of ...),Lou Bega,Lou Bega,pop,pop,19990828,63,3,22,19991225
19,17,Where My Girls At?,702,702,rnb / soul,rnb,19990501,90,4,42,19991225
20,15,Unpretty,Tlc,Tlc,rnb / soul,rnb,19990626,76,1,32,19991225
21,22,Meet Virginia,Train,Train,rock,rock,19991106,48,20,23,19991225
22,25,Learn To Fly,Foo Fighters,Foo Fighters,rock,rock,19991127,42,19,15,19991225
23,21,"4, 5, 6",Sole Featuring Jt Money & Kandi,Sole,hip-hop,hip-hop,19991127,47,21,12,19991225
24,38,Get It On Tonite,Montell Jordan,Montell Jordan,rnb / soul,rnb,19991211,43,4,25,19991225
25,24,Back That Thang Up,Juvenile Feat. Manny Fresh & Lil' Wayne,Juvenile Feat. Manny Fresh,hip-hop,rap,19990710,78,19,30,19991225
26,26,Big Deal,Leann Rimes,Leann Rimes,country / folk,country,19991120,48,23,15,19991225
