this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
27,50,You're Sixteen,Ringo Starr,Ringo Starr,rock,19731215,75,1,15,19731229
28,13,Photograph,Ringo Starr,Ringo Starr,rock,19731006,74,1,16,19731229
29,21,Space Race,Billy Preston,Billy Preston,rnb / soul,19730922,75,4,18,19731229
30,36,Livin' For You,Al Green,Al Green,rnb / soul,19731208,85,19,11,19731229
31,23,Midnight Train To Georgia,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,19730901,71,1,19,19731229
32,32,Who's In The Strawberry Patch With Sally,Tony Orlando And Dawn,Tony Orlando And Dawn,pop,19731110,81,27,12,19731229
33,25,Come Get To This,Marvin Gaye,Marvin Gaye,rnb / soul,19731103,82,21,13,19731229
34,30,I Got A Name,Jim Croce,Jim Croce,country / folk,19731006,76,10,17,19731229
35,41,Sister Mary Elephant (Shudd Up),Cheech And Chong,Cheech And Chong,pop,19731124,84,24,12,19731229
36,44,Walk Like A Man,Grand Funk,Grand Funk,rock,19731124,90,19,12,19731229
37,43,Painted Ladies,Ian Thomas,Ian Thomas,pop,19731027,96,34,14,19731229
38,46,Spiders And Snakes,Jim Stafford,Jim Stafford,country / folk,19731110,97,3,23,19731229
39,28,Heartbeat - It's A Lovebeat,The Defranco Family Featuring Tony Defranco,The Defranco Family,pop,19730908,81,3,17,19731229
40,29,Keep On Truckin' (Part 1),Eddie Kendricks,Eddie Kendricks,rnb / soul,19730825,79,1,19,19731229
41,34,Let Me Serenade You,Three Dog Night,Three Dog Night,rock,19731027,84,17,12,19731229
42,38,I Can't Stand The Rain,Ann Peebles,Ann Peebles,rnb / soul,19730901,99,38,21,19731229
43,49,American Tune,Paul Simon,Paul Simon,country / folk,19731201,82,35,10,19731229
44,45,This Time I'm Gone For Good,"Bobby ""Blue"" Bland","Bobby ""Blue"" Bland",rock,19731117,96,42,13,19731229
45,40,Tell Her She's Lovely,El Chicano,El Chicano,pop,19731117,83,40,10,19731229
46,37,Paper Roses,Marie Osmond,Marie Osmond,country / folk,19730915,86,5,16,19731229
47,48,I Found Sunshine,The Chi-Lites,The Chi-Lites,rnb / soul,19731117,94,47,10,19731229
48,39,Some Guys Have All The Luck,The Persuaders,The Persuaders,rnb / soul,19731103,88,39,11,19731229
49,55,A Song I'd Like To Sing,Kris Kristofferson & Rita Coolidge,Kris Kristofferson & Rita Coolidge,country / folk,19731117,99,49,10,19731229
50,65,If We Make It Through December,Merle Haggard,Merle Haggard,country / folk,19731124,97,28,11,19731229
51,47,Corazon,Carole King,Carole King,country / folk,19731027,80,37,10,19731229
52,64,Rock On,David Essex,David Essex,pop,19731110,93,5,25,19731229
53,56,Keep Your Head To The Sky,"Earth, Wind And Fire","Earth, Wind And Fire",rnb / soul,19731117,82,52,11,19731229
54,66,Jungle Boogie,Kool And The Gang,Kool And The Gang,rnb / soul,19731208,100,4,22,19731229
55,58,The River Of Love,B.W. Stevenson,B.W. Stevenson,pop,19731201,88,53,7,19731229
56,57,Smarty Pants,First Choice,First Choice,disco,19731117,89,56,8,19731229
57,70,I Love,Tom T. Hall,Tom T. Hall,country / folk,19731208,97,12,16,19731229
58,68,Love Has No Pride,Linda Ronstadt,Linda Ronstadt,pop,19731201,99,51,11,19731229
59,61,Baby Come Close,Smokey Robinson,Smokey Robinson,rnb / soul,19731117,97,27,16,19731229
60,63,I Wanna Know Your Name,The Intruders,The Intruders,rnb / soul,19731027,98,60,13,19731229
61,71,Put Your Hands Together,The O'Jays,The O'Jays,rnb / soul,19731222,71,10,16,19731229
62,72,Joy (Part 1),Isaac Hayes,Isaac Hayes,rnb / soul,19731222,72,30,9,19731229
63,67,Let Me Try Again,Frank Sinatra,Frank Sinatra,jazz,19731110,90,63,10,19731229
64,62,River,Joe Simon,Joe Simon,rnb / soul,19731117,98,62,7,19731229
65,86,Let Your Hair Down,The Temptations,The Temptations,rnb / soul,19731222,86,27,9,19731229
66,78,Jim Dandy,Black Oak Arkansas,Black Oak Arkansas,rock,19731215,88,25,13,19731229
67,76,Showdown,The Electric Light Orchestra,The Electric Light Orchestra,rock,19731201,90,53,11,19731229
68,69,Blue Collar,Bachman-Turner Overdrive,Bachman-Turner Overdrive,rock,19731201,86,68,6,19731229
69,74,A Fool Such As I,Bob Dylan,Bob Dylan,country / folk,19731215,90,55,7,19731229
70,89,Love Song,Anne Murray,Anne Murray,country / folk,19731215,94,12,17,19731229
71,75,Hangin' Around,The Edgar Winter Group,The Edgar Winter Group,rock,19731215,80,65,7,19731229
72,85,Midnight Rider,Gregg Allman,Gregg Allman,rock,19731222,85,19,12,19731229
73,73,Ain't Got No Home,The Band,The Band,rock,19731124,96,73,7,19731229
74,84,Last Kiss,Wednesday,Wednesday,pop,19731124,99,34,18,19731229
75,79,I Like To Live The Love,B.B. King,B.B. King,rock,19731208,99,28,16,19731229
76,77,"Love, Reign O'er Me",The Who,The Who,rock,19731201,97,76,5,19731229
77,NEW,It Doesn't Have To Be That Way,Jim Croce,Jim Croce,country / folk,19731229,77,64,5,19731229
78,80,Stoned To The Bone (Part 1),James Brown,James Brown,rnb / soul,19731201,96,58,11,19731229
79,81,My Old School,Steely Dan,Steely Dan,rock,19731103,97,63,9,19731229
80,96,"Please, Daddy",John Denver,John Denver,country / folk,19731222,96,69,5,19731229
81,83,Big Time Operator,Keith Hampshire,Keith Hampshire,pop,19731208,90,81,4,19731229
82,82,Will You Love Me Tomorrow,Melanie,Melanie,country / folk,19731215,83,82,4,19731229
83,90,It May Be Winter Outside (But In My Heart It's Spring),Love Unlimited,Love Unlimited,rnb / soul,19731215,95,83,4,19731229
84,NEW,Teenage Lament 74,Alice Cooper,Alice Cooper,rock,19731229,84,48,8,19731229
85,93,Somewhere Between Love And Tomorrow,Roy Clark,Roy Clark,country / folk,19731215,98,81,5,19731229
86,88,This Is Your Song,Don Goodwin,Don Goodwin,pop,19731208,94,86,8,19731229
87,NEW,I Shall Sing,Garfunkel,Garfunkel,pop,19731229,87,38,9,19731229
88,99,Wang Dang Dooble,The Pointer Sisters,The Pointer Sisters,disco,19731222,99,61,8,19731229
89,95,Raised On Robbery,Joni Mitchell,Joni Mitchell,country / folk,19731222,95,65,8,19731229
90,NEW,One Tin Soldier (The Legend Of Billy Jack) (Original Version,Coven,Coven,rock,19731229,90,73,6,19731229
91,97,Flashback,The 5Th Dimension,The 5Th Dimension,pop,19731215,99,82,9,19731229
92,98,Trying To Hold On To My Woman,Lamont Dozier,Lamont Dozier,rnb / soul,19731222,98,15,18,19731229
93,92,Could You Ever Love Me Again,Gary & Dave,Gary,pop,19731215,100,92,4,19731229
94,87,Half A Million Miles From Home,Albert Hammond,Albert Hammond,pop,19731201,100,87,5,19731229
95,NEW,Abra-Ca-Dabra,The Defranco Family Featuring Tony Defranco,The Defranco Family,pop,19731229,95,32,12,19731229
96,59,Fell For You,The Dramatics,The Dramatics,rnb / soul,19731027,82,45,10,19731229
97,100,Last Kiss,J. Frank Wilson And The Cavaliers,J. Frank Wilson And The Cavaliers,pop,19731222,100,92,5,19731229
98,NEW,What It Comes Down To,The Isley Brothers,The Isley Brothers,rnb / soul,19731229,98,55,11,19731229
99,NEW,Life Is A Song Worth Singing,Johnny Mathis,Johnny Mathis,pop,19731229,99,54,12,19731229
100,NEW,Can't Say Nothin',Curtis Mayfield,Curtis Mayfield,rnb / soul,19731229,100,88,5,19731229
1,1,The Most Beautiful Girl,Charlie Rich,Charlie Rich,country / folk,19730929,83,1,22,19731222
2,2,Goodbye Yellow Brick Road,Elton John,Elton John,pop,19731027,62,2,17,19731222
3,5,Time In A Bottle,Jim Croce,Jim Croce,country / folk,19731117,79,1,15,19731222
4,7,Leave Me Alone (Ruby Red Dress),Helen Reddy,Helen Reddy,pop,19731103,90,3,16,19731222
5,6,Hello It's Me,Todd Rundgren,Todd Rundgren,rock,19731006,97,5,20,19731222
6,9,The Joker,The Steve Miller Band,The Steve Miller Band,rock,19731020,86,1,20,19731222
7,3,Top Of The World,The Carpenters,The Carpenters,pop,19731006,80,1,20,19731222
8,4,Just You'n'Me,Chicago,Chicago,rock,19730929,71,4,19,19731222
9,10,If You're Ready (Come Go With Me),The Staple Singers,The Staple Singers,rnb / soul,19731027,76,9,16,19731222
10,14,"Never, Never Gonna Give Ya Up",Barry White,Barry White,rnb / soul,19731027,99,7,18,19731222
11,16,Show And Tell,Al Wilson,Al Wilson,rnb / soul,19731020,96,1,22,19731222
12,22,Smokin' In The Boy's Room,Brownsville Station,Brownsville Station,rock,19731027,100,3,19,19731222
13,8,Photograph,Ringo Starr,Ringo Starr,rock,19731006,74,1,16,19731222
14,17,Rockin' Roll Baby,The Stylistics,The Stylistics,rnb / soul,19731020,80,14,18,19731222
15,19,Living For The City,Stevie Wonder,Stevie Wonder,rnb / soul,19731110,77,8,17,19731222
16,18,My Music,Loggins And Messina,Loggins And Messina,rock,19731103,85,16,13,19731222
17,12,The Love I Lost (Part 1),Harold Melvin And The Blue Notes,Harold Melvin And The Blue Notes,rnb / soul,19730929,94,7,18,19731222
18,26,I've Got To Use My Imagination,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,19731124,74,4,16,19731222
19,20,Mind Games,John Lennon,John Lennon,rock,19731110,76,18,13,19731222
20,24,Helen Wheels,Paul Mccartney And Wings,Paul Mccartney And Wings,rock,19731124,66,10,13,19731222
21,11,Space Race,Billy Preston,Billy Preston,rnb / soul,19730922,75,4,18,19731222
22,28,D'yer Mak'er,Led Zeppelin,Led Zeppelin,rock,19731020,83,20,16,19731222
23,15,Midnight Train To Georgia,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,19730901,71,1,19,19731222
24,31,Let Me Be There,Olivia Newton-John,Olivia Newton-John,pop,19731117,87,6,19,19731222
25,21,Come Get To This,Marvin Gaye,Marvin Gaye,rnb / soul,19731103,82,21,13,19731222
26,35,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,Aretha Franklin,rnb / soul,19731124,98,3,21,19731222
27,33,Me And My Baby Brother,War,War,rnb / soul,19731110,86,15,15,19731222
28,23,Heartbeat - It's A Lovebeat,The Defranco Family Featuring Tony Defranco,The Defranco Family,pop,19730908,81,3,17,19731222
29,13,Keep On Truckin' (Part 1),Eddie Kendricks,Eddie Kendricks,rnb / soul,19730825,79,1,19,19731222
30,25,I Got A Name,Jim Croce,Jim Croce,country / folk,19731006,76,10,17,19731222
31,39,When I Fall In Love / Are You Lonesome Tonight,Donny Osmond,Donny Osmond,pop,19731124,87,14,13,19731222
32,27,Who's In The Strawberry Patch With Sally,Tony Orlando And Dawn,Tony Orlando And Dawn,pop,19731110,81,27,12,19731222
33,50,Love's Theme,The Love Unlimited Orchestra,The Love Unlimited Orchestra,disco,19731201,89,1,22,19731222
34,29,Let Me Serenade You,Three Dog Night,Three Dog Night,rock,19731027,84,17,12,19731222
35,55,The Way We Were,Barbra Streisand,Barbra Streisand,pop,19731124,92,1,23,19731222
36,57,Livin' For You,Al Green,Al Green,rnb / soul,19731208,85,19,11,19731222
37,30,Paper Roses,Marie Osmond,Marie Osmond,country / folk,19730915,86,5,16,19731222
38,42,I Can't Stand The Rain,Ann Peebles,Ann Peebles,rnb / soul,19730901,99,38,21,19731222
39,40,Some Guys Have All The Luck,The Persuaders,The Persuaders,rnb / soul,19731103,88,39,11,19731222
40,46,Tell Her She's Lovely,El Chicano,El Chicano,pop,19731117,83,40,10,19731222
41,49,Sister Mary Elephant (Shudd Up),Cheech And Chong,Cheech And Chong,pop,19731124,84,24,12,19731222
42,36,You're A Special Part Of Me,Diana Ross & Marvin Gaye,Diana Ross & Marvin Gaye,rnb / soul,19731006,66,12,12,19731222
43,45,Painted Ladies,Ian Thomas,Ian Thomas,pop,19731027,96,34,14,19731222
44,54,Walk Like A Man,Grand Funk,Grand Funk,rock,19731124,90,19,12,19731222
45,47,This Time I'm Gone For Good,"Bobby ""Blue"" Bland","Bobby ""Blue"" Bland",rock,19731117,96,42,13,19731222
46,56,Spiders And Snakes,Jim Stafford,Jim Stafford,country / folk,19731110,97,3,23,19731222
47,37,Corazon,Carole King,Carole King,country / folk,19731027,80,37,10,19731222
48,52,I Found Sunshine,The Chi-Lites,The Chi-Lites,rnb / soul,19731117,94,47,10,19731222
49,59,American Tune,Paul Simon,Paul Simon,country / folk,19731201,82,35,10,19731222
50,75,You're Sixteen,Ringo Starr,Ringo Starr,rock,19731215,75,1,15,19731222
51,34,Cheaper To Keep Her,Johnnie Taylor,Johnnie Taylor,rnb / soul,19731013,77,15,11,19731222
52,38,Why Me,Kris Kristofferson,Kris Kristofferson,country / folk,19730407,100,16,38,19731222
53,32,Angie,The Rolling Stones,The Rolling Stones,rock,19730908,75,1,16,19731222
54,41,Be,Neil Diamond,Neil Diamond,country / folk,19731027,73,34,9,19731222
55,63,A Song I'd Like To Sing,Kris Kristofferson & Rita Coolidge,Kris Kristofferson & Rita Coolidge,country / folk,19731117,99,49,10,19731222
56,60,Keep Your Head To The Sky,"Earth, Wind And Fire","Earth, Wind And Fire",rnb / soul,19731117,82,52,11,19731222
57,61,Smarty Pants,First Choice,First Choice,disco,19731117,89,56,8,19731222
58,68,The River Of Love,B.W. Stevenson,B.W. Stevenson,pop,19731201,88,53,7,19731222
59,58,Fell For You,The Dramatics,The Dramatics,rnb / soul,19731027,82,45,10,19731222
60,53,Pretty Lady,Lighthouse,Lighthouse,pop,19731103,100,53,8,19731222
61,73,Baby Come Close,Smokey Robinson,Smokey Robinson,rnb / soul,19731117,97,27,16,19731222
62,66,River,Joe Simon,Joe Simon,rnb / soul,19731117,98,62,7,19731222
63,70,I Wanna Know Your Name,The Intruders,The Intruders,rnb / soul,19731027,98,60,13,19731222
64,71,Rock On,David Essex,David Essex,pop,19731110,93,5,25,19731222
65,69,If We Make It Through December,Merle Haggard,Merle Haggard,country / folk,19731124,97,28,11,19731222
66,97,Jungle Boogie,Kool And The Gang,Kool And The Gang,rnb / soul,19731208,100,4,22,19731222
67,72,Let Me Try Again,Frank Sinatra,Frank Sinatra,jazz,19731110,90,63,10,19731222
68,81,Love Has No Pride,Linda Ronstadt,Linda Ronstadt,pop,19731201,99,51,11,19731222
69,76,Blue Collar,Bachman-Turner Overdrive,Bachman-Turner Overdrive,rock,19731201,86,68,6,19731222
70,77,I Love,Tom T. Hall,Tom T. Hall,country / folk,19731208,97,12,16,19731222
71,NEW,Put Your Hands Together,The O'Jays,The O'Jays,rnb / soul,19731222,71,10,16,19731222
72,NEW,Joy (Part 1),Isaac Hayes,Isaac Hayes,rnb / soul,19731222,72,30,9,19731222
73,79,Ain't Got No Home,The Band,The Band,rock,19731124,96,73,7,19731222
74,90,A Fool Such As I,Bob Dylan,Bob Dylan,country / folk,19731215,90,55,7,19731222
75,80,Hangin' Around,The Edgar Winter Group,The Edgar Winter Group,rock,19731215,80,65,7,19731222
76,84,Showdown,The Electric Light Orchestra,The Electric Light Orchestra,rock,19731201,90,53,11,19731222
77,78,"Love, Reign O'er Me",The Who,The Who,rock,19731201,97,76,5,19731222
78,88,Jim Dandy,Black Oak Arkansas,Black Oak Arkansas,rock,19731215,88,25,13,19731222
79,93,I Like To Live The Love,B.B. King,B.B. King,rock,19731208,99,28,16,19731222
80,89,Stoned To The Bone (Part 1),James Brown,James Brown,rnb / soul,19731201,96,58,11,19731222
81,74,My Old School,Steely Dan,Steely Dan,rock,19731103,97,63,9,19731222
82,83,Will You Love Me Tomorrow,Melanie,Melanie,country / folk,19731215,83,82,4,19731222
83,86,Big Time Operator,Keith Hampshire,Keith Hampshire,pop,19731208,90,81,4,19731222
84,85,Last Kiss,Wednesday,Wednesday,pop,19731124,99,34,18,19731222
85,NEW,Midnight Rider,Gregg Allman,Gregg Allman,rock,19731222,85,19,12,19731222
86,NEW,Let Your Hair Down,The Temptations,The Temptations,rnb / soul,19731222,86,27,9,19731222
87,91,Half A Million Miles From Home,Albert Hammond,Albert Hammond,pop,19731201,100,87,5,19731222
88,92,This Is Your Song,Don Goodwin,Don Goodwin,pop,19731208,94,86,8,19731222
89,94,Love Song,Anne Murray,Anne Murray,country / folk,19731215,94,12,17,19731222
90,95,It May Be Winter Outside (But In My Heart It's Spring),Love Unlimited,Love Unlimited,rnb / soul,19731215,95,83,4,19731222
91,82,Come Live With Me,Ray Charles,Ray Charles,jazz,19731117,100,82,6,19731222
92,100,Could You Ever Love Me Again,Gary & Dave,Gary,pop,19731215,100,92,4,19731222
93,98,Somewhere Between Love And Tomorrow,Roy Clark,Roy Clark,country / folk,19731215,98,81,5,19731222
94,96,I'm A Rocker,The Raspberries,The Raspberries,pop,19731208,98,94,3,19731222
95,NEW,Raised On Robbery,Joni Mitchell,Joni Mitchell,country / folk,19731222,95,65,8,19731222
96,NEW,"Please, Daddy",John Denver,John Denver,country / folk,19731222,96,69,5,19731222
97,99,Flashback,The 5Th Dimension,The 5Th Dimension,pop,19731215,99,82,9,19731222
98,NEW,Trying To Hold On To My Woman,Lamont Dozier,Lamont Dozier,rnb / soul,19731222,98,15,18,19731222
99,NEW,Wang Dang Dooble,The Pointer Sisters,The Pointer Sisters,disco,19731222,99,61,8,19731222
100,NEW,Last Kiss,J. Frank Wilson And The Cavaliers,J. Frank Wilson And The Cavaliers,pop,19731222,100,92,5,19731222
1,3,The Most Beautiful Girl,Charlie Rich,Charlie Rich,country / folk,19730929,83,1,22,19731215
2,2,Goodbye Yellow Brick Road,Elton John,Elton John,pop,19731027,62,2,17,19731215
3,1,Top Of The World,The Carpenters,The Carpenters,pop,19731006,80,1,20,19731215
4,4,Just You'n'Me,Chicago,Chicago,rock,19730929,71,4,19,19731215
5,13,Time In A Bottle,Jim Croce,Jim Croce,country / folk,19731117,79,1,15,19731215
6,8,Hello It's Me,Todd Rundgren,Todd Rundgren,rock,19731006,97,5,20,19731215
7,10,Leave Me Alone (Ruby Red Dress),Helen Reddy,Helen Reddy,pop,19731103,90,3,16,19731215
8,5,Photograph,Ringo Starr,Ringo Starr,rock,19731006,74,1,16,19731215
9,15,The Joker,The Steve Miller Band,The Steve Miller Band,rock,19731020,86,1,20,19731215
10,12,If You're Ready (Come Go With Me),The Staple Singers,The Staple Singers,rnb / soul,19731027,76,9,16,19731215
11,6,Space Race,Billy Preston,Billy Preston,rnb / soul,19730922,75,4,18,19731215
12,7,The Love I Lost (Part 1),Harold Melvin And The Blue Notes,Harold Melvin And The Blue Notes,rnb / soul,19730929,94,7,18,19731215
13,9,Keep On Truckin' (Part 1),Eddie Kendricks,Eddie Kendricks,rnb / soul,19730825,79,1,19,19731215
14,16,"Never, Never Gonna Give Ya Up",Barry White,Barry White,rnb / soul,19731027,99,7,18,19731215
15,11,Midnight Train To Georgia,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,19730901,71,1,19,19731215
16,27,Show And Tell,Al Wilson,Al Wilson,rnb / soul,19731020,96,1,22,19731215
17,20,Rockin' Roll Baby,The Stylistics,The Stylistics,rnb / soul,19731020,80,14,18,19731215
18,19,My Music,Loggins And Messina,Loggins And Messina,rock,19731103,85,16,13,19731215
19,23,Living For The City,Stevie Wonder,Stevie Wonder,rnb / soul,19731110,77,8,17,19731215
20,24,Mind Games,John Lennon,John Lennon,rock,19731110,76,18,13,19731215
21,22,Come Get To This,Marvin Gaye,Marvin Gaye,rnb / soul,19731103,82,21,13,19731215
22,33,Smokin' In The Boy's Room,Brownsville Station,Brownsville Station,rock,19731027,100,3,19,19731215
23,14,Heartbeat - It's A Lovebeat,The Defranco Family Featuring Tony Defranco,The Defranco Family,pop,19730908,81,3,17,19731215
24,31,Helen Wheels,Paul Mccartney And Wings,Paul Mccartney And Wings,rock,19731124,66,10,13,19731215
25,21,I Got A Name,Jim Croce,Jim Croce,country / folk,19731006,76,10,17,19731215
26,35,I've Got To Use My Imagination,Gladys Knight And The Pips,Gladys Knight And The Pips,rnb / soul,19731124,74,4,16,19731215
27,29,Who's In The Strawberry Patch With Sally,Tony Orlando And Dawn,Tony Orlando And Dawn,pop,19731110,81,27,12,19731215
28,30,D'yer Mak'er,Led Zeppelin,Led Zeppelin,rock,19731020,83,20,16,19731215
29,17,Let Me Serenade You,Three Dog Night,Three Dog Night,rock,19731027,84,17,12,19731215
30,18,Paper Roses,Marie Osmond,Marie Osmond,country / folk,19730915,86,5,16,19731215
31,44,Let Me Be There,Olivia Newton-John,Olivia Newton-John,pop,19731117,87,6,19,19731215
32,26,Angie,The Rolling Stones,The Rolling Stones,rock,19730908,75,1,16,19731215
33,38,Me And My Baby Brother,War,War,rnb / soul,19731110,86,15,15,19731215
34,25,Cheaper To Keep Her,Johnnie Taylor,Johnnie Taylor,rnb / soul,19731013,77,15,11,19731215
35,45,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,Aretha Franklin,rnb / soul,19731124,98,3,21,19731215
36,28,You're A Special Part Of Me,Diana Ross & Marvin Gaye,Diana Ross & Marvin Gaye,rnb / soul,19731006,66,12,12,19731215
37,39,Corazon,Carole King,Carole King,country / folk,19731027,80,37,10,19731215
38,34,Why Me,Kris Kristofferson,Kris Kristofferson,country / folk,19730407,100,16,38,19731215
39,55,When I Fall In Love / Are You Lonesome Tonight,Donny Osmond,Donny Osmond,pop,19731124,87,14,13,19731215
40,40,Some Guys Have All The Luck,The Persuaders,The Persuaders,rnb / soul,19731103,88,39,11,19731215
41,36,Be,Neil Diamond,Neil Diamond,country / folk,19731027,73,34,9,19731215
42,48,I Can't Stand The Rain,Ann Peebles,Ann Peebles,rnb / soul,19730901,99,38,21,19731215
43,37,Knockin' On Heaven's Door,Bob Dylan,Bob Dylan,country / folk,19730901,80,12,16,19731215
44,32,All I Know,Garfunkel,Garfunkel,pop,19730915,79,9,14,19731215
45,49,Painted Ladies,Ian Thomas,Ian Thomas,pop,19731027,96,34,14,19731215
46,56,Tell Her She's Lovely,El Chicano,El Chicano,pop,19731117,83,40,10,19731215
47,57,This Time I'm Gone For Good,"Bobby ""Blue"" Bland","Bobby ""Blue"" Bland",rock,19731117,96,42,13,19731215
48,41,Nutbush City Limits,Ike And Tina Turner,Ike And Tina Turner,rnb / soul,19730908,89,22,15,19731215
49,65,Sister Mary Elephant (Shudd Up),Cheech And Chong,Cheech And Chong,pop,19731124,84,24,12,19731215
50,79,Love's Theme,The Love Unlimited Orchestra,The Love Unlimited Orchestra,disco,19731201,89,1,22,19731215
51,42,Half-Breed,Cher,Cher,pop,19730804,89,1,20,19731215
52,53,I Found Sunshine,The Chi-Lites,The Chi-Lites,rnb / soul,19731117,94,47,10,19731215
53,59,Pretty Lady,Lighthouse,Lighthouse,pop,19731103,100,53,8,19731215
54,64,Walk Like A Man,Grand Funk,Grand Funk,rock,19731124,90,19,12,19731215
55,73,The Way We Were,Barbra Streisand,Barbra Streisand,pop,19731124,92,1,23,19731215
56,61,Spiders And Snakes,Jim Stafford,Jim Stafford,country / folk,19731110,97,3,23,19731215
57,85,Livin' For You,Al Green,Al Green,rnb / soul,19731208,85,19,11,19731215
58,47,Fell For You,The Dramatics,The Dramatics,rnb / soul,19731027,82,45,10,19731215
59,72,American Tune,Paul Simon,Paul Simon,country / folk,19731201,82,35,10,19731215
60,60,Keep Your Head To The Sky,"Earth, Wind And Fire","Earth, Wind And Fire",rnb / soul,19731117,82,52,11,19731215
61,68,Smarty Pants,First Choice,First Choice,disco,19731117,89,56,8,19731215
62,43,Ooh Baby,Gilbert O'Sullivan,Gilbert O'Sullivan,pop,19731013,81,25,10,19731215
63,69,A Song I'd Like To Sing,Kris Kristofferson & Rita Coolidge,Kris Kristofferson & Rita Coolidge,country / folk,19731117,99,49,10,19731215
64,52,Never Let You Go,Bloodstone,Bloodstone,rnb / soul,19730915,84,43,14,19731215
65,50,Mammy Blue,The Stories,The Stories,rock,19731027,81,50,8,19731215
66,70,River,Joe Simon,Joe Simon,rnb / soul,19731117,98,62,7,19731215
67,63,Dream On,Aerosmith,Aerosmith,rock,19731020,88,59,9,19731215
68,78,The River Of Love,B.W. Stevenson,B.W. Stevenson,pop,19731201,88,53,7,19731215
69,82,If We Make It Through December,Merle Haggard,Merle Haggard,country / folk,19731124,97,28,11,19731215
70,74,I Wanna Know Your Name,The Intruders,The Intruders,rnb / soul,19731027,98,60,13,19731215
71,80,Rock On,David Essex,David Essex,pop,19731110,93,5,25,19731215
72,77,Let Me Try Again,Frank Sinatra,Frank Sinatra,jazz,19731110,90,63,10,19731215
73,84,Baby Come Close,Smokey Robinson,Smokey Robinson,rnb / soul,19731117,97,27,16,19731215
74,71,My Old School,Steely Dan,Steely Dan,rock,19731103,97,63,9,19731215
75,NEW,You're Sixteen,Ringo Starr,Ringo Starr,rock,19731215,75,1,15,19731215
76,81,Blue Collar,Bachman-Turner Overdrive,Bachman-Turner Overdrive,rock,19731201,86,68,6,19731215
77,97,I Love,Tom T. Hall,Tom T. Hall,country / folk,19731208,97,12,16,19731215
78,91,"Love, Reign O'er Me",The Who,The Who,rock,19731201,97,76,5,19731215
79,83,Ain't Got No Home,The Band,The Band,rock,19731124,96,73,7,19731215
