this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,2,At The Hop,Danny And The Juniors,Danny And The Juniors,rock,19571130,23,1,20,19571228
2,4,Great Balls Of Fire,Jerry Lee Lewis,Jerry Lee Lewis,rock,19571116,89,2,21,19571228
3,1,April Love,Pat Boone,Pat Boone,pop,19571026,46,1,26,19571228
4,3,Peggy Sue,Buddy Holly,Buddy Holly,rock,19571102,61,3,22,19571228
5,5,Raunchy,Bill Justis And His Orchestra,Bill Justis And His Orchestra,rock,19571109,31,3,20,19571228
6,6,Jailhouse Rock,Elvis Presley,Elvis Presley,rock,19571005,15,1,27,19571228
7,8,Kiss Sweeter Than Wine,Jimmie Rodgers,Jimmie Rodgers,country / folk,19571109,88,7,21,19571228
8,23,Jingle Bell Rock,Bobby Helms,Bobby Helms,country / folk,19571214,67,6,6,19571228
9,7,You Send Me,Sam Cooke,Sam Cooke,rnb / soul,19571012,96,1,26,19571228
10,33,Stood Up,Ricky Nelson,Ricky Nelson,rock,19571221,33,5,18,19571228
11,9,Silhouettes,The Rays,The Rays,pop,19571005,95,3,20,19571228
12,11,Wake Up Little Susie,The Everly Brothers,The Everly Brothers,pop,19570921,43,1,25,19571228
13,10,Rock And Roll Music,Chuck Berry,Chuck Berry,rock,19571102,55,8,18,19571228
14,14,"Oh, Boy",The Crickets,The Crickets,pop,19571116,91,10,20,19571228
15,16,My Special Angel,Bobby Helms,Bobby Helms,country / folk,19571005,56,7,23,19571228
16,17,Be-Bop Baby,Ricky Nelson,Ricky Nelson,rock,19570928,53,5,20,19571228
17,12,Raunchy,Ernie Freeman,Ernie Freeman,pop,19571109,40,12,18,19571228
18,15,All The Way,Frank Sinatra,Frank Sinatra,jazz,19571026,78,15,30,19571228
19,13,Chances Are,Johnny Mathis,Johnny Mathis,pop,19570907,80,5,28,19571228
20,18,Bony Maronie,Larry Williams,Larry Williams,rock,19571102,58,18,18,19571228
21,20,Tear Drops,Lee Andrews And The Hearts,Lee Andrews And The Hearts,pop,19571116,80,20,15,19571228
22,39,Waitin' In School,Ricky Nelson,Ricky Nelson,rock,19571221,39,18,14,19571228
23,22,Why Don't They Understand,George Hamilton Iv,George Hamilton Iv,country / folk,19571123,74,18,19,19571228
24,21,Buzz-Buzz-Buzz,Hollywood Flames,Hollywood Flames,pop,19571116,82,11,17,19571228
25,19,Melodie D'Amour (Melody Of Love),The Ames Brothers,The Ames Brothers,pop,19570928,74,12,20,19571228
26,24,Honeycomb,Jimmie Rodgers,Jimmie Rodgers,country / folk,19570803,93,1,28,19571228
27,26,Liechtensteiner Polka,Will Glahe And His Orchestra,Will Glahe And His Orchestra,pop,19571109,68,19,23,19571228
28,25,I'm Available,Margie Rayburn,Margie Rayburn,pop,19571019,66,16,19,19571228
29,27,Little Bitty Pretty One,Thurston Harris,Thurston Harris,rock,19571012,68,6,17,19571228
30,34,The Story Of My Life,Marty Robbins,Marty Robbins,country / folk,19571102,79,30,22,19571228
31,29,Fascination,Jane Morgan And The Troubadors,Jane Morgan And The Troubadors,pop,19570817,88,11,27,19571228
32,45,Little Sandy Sleighfoot,Jimmy Dean,Jimmy Dean,country / folk,19571214,99,32,5,19571228
33,42,Raunchy,Billy Vaughn And His Orchestra,Billy Vaughn And His Orchestra,pop,19571123,87,33,21,19571228
34,41,White Christmas,Bing Crosby,Bing Crosby,jazz,19571207,78,34,6,19571228
35,37,Put A Light In The Window,The Four Lads,The Four Lads,pop,19571130,94,35,14,19571228
36,30,I'll Come Running Back To You,Sam Cooke,Sam Cooke,rnb / soul,19571214,39,22,14,19571228
37,28,Just Born (To Be Your Baby),Perry Como,Perry Como,jazz,19571012,79,19,17,19571228
38,32,Santa And The Satellite (Parts 1 And 2),Buchanan And Goodman,Buchanan And Goodman,rock,19571214,70,32,5,19571228
39,89,The Stroll,The Diamonds,The Diamonds,pop,19571221,89,5,21,19571228
40,36,The Big Beat,Fats Domino,Fats Domino,rock,19571214,53,36,9,19571228
41,82,Sugartime,The Mcguire Sisters,The Mcguire Sisters,pop,19571221,82,5,23,19571228
42,35,Tammy,Debbie Reynolds,Debbie Reynolds,pop,19570713,70,1,31,19571228
43,38,Wild Is The Wind,Johnny Mathis,Johnny Mathis,pop,19571207,82,38,14,19571228
44,40,Could This Be Magic,The Dubs,The Dubs,pop,19571026,96,24,16,19571228
45,62,Sail Along Silvery Moon,Billy Vaughn And His Orchestra,Billy Vaughn And His Orchestra,pop,19571214,83,5,26,19571228
46,47,Ivy Rose,Perry Como,Perry Como,jazz,19571026,70,32,15,19571228
47,31,The Joker (That's What They Call Me),Billy Myles,Billy Myles,rock,19571109,77,30,14,19571228
48,50,I Want You To Know,Fats Domino,Fats Domino,rock,19571221,50,48,9,19571228
49,79,(I Love You) For Sentimental Reasons,Sam Cooke,Sam Cooke,rnb / soul,19571221,79,43,11,19571228
50,95,Desire Me,Sam Cooke,Sam Cooke,rnb / soul,19571221,95,47,12,19571228
51,43,The Joker (That's What They Call Me),The Hilltoppers Featuring Jimmy Sacca,The Hilltoppers,pop,19571116,98,37,12,19571228
52,46,Till,Roger Williams,Roger Williams,pop,19571019,92,27,17,19571228
53,51,Hey Little Girl,The Techniques,The Techniques,rock,19571221,51,51,9,19571228
54,49,Dance To The Bop,Gene Vincent And His Blue Caps,Gene Vincent And His Blue Caps,rock,19571130,83,43,9,19571228
55,NEW,"Hey, Schoolgirl",Tom And Jerry,Tom And Jerry,pop,19571228,55,55,8,19571228
56,59,"Happy, Happy Birthday Baby",The Tune Weavers,The Tune Weavers,pop,19570907,65,5,19,19571228
57,58,"You Bug Me, Baby",Larry Williams,Larry Williams,rock,19571102,93,47,11,19571228
58,NEW,Oh Julie,The Crescendos,The Crescendos,pop,19571228,58,5,18,19571228
59,44,Penny Loafers And Bobby Socks,Joe Bennett And The Sparkletones,Joe Bennett And The Sparkletones,rock,19571214,89,44,8,19571228
60,80,Hula Love,Buddy Knox With The Rhythm Orchids,Buddy Knox With The Rhythm Orchids,rock,19570824,69,12,23,19571228
61,57,Keep A Knockin',Little Richard,Little Richard,rock,19570921,65,8,18,19571228
62,52,No Love (But Your Love),Johnny Mathis,Johnny Mathis,pop,19571214,63,48,10,19571228
63,53,You Send Me,Teresa Brewer,Teresa Brewer,pop,19571109,56,31,12,19571228
64,74,A Very Special Love,Johnny Nash,Johnny Nash,reggae,19571221,74,46,10,19571228
65,NEW,Henrietta,Jimmie Dee And The Offbeats,Jimmie Dee And The Offbeats,pop,19571228,65,53,10,19571228
66,91,You Can Make If If You Try,Gene Allison,Gene Allison,rnb / soul,19571207,84,37,17,19571228
67,55,Let's Light The Christmas Tree,Ruby Wright,Ruby Wright,pop,19571221,55,55,2,19571228
68,56,Silent Night,Bing Crosby,Bing Crosby,jazz,19571221,56,56,3,19571228
69,73,This Is The Nite,The Valiants,The Valiants,pop,19571221,73,69,6,19571228
70,77,Pretend You Don't See Her,Jerry Vale,Jerry Vale,pop,19571116,86,55,9,19571228
71,61,Freulein,Bobby Helms,Bobby Helms,country / folk,19570720,100,36,24,19571228
72,70,Rudolph The Red-Nosed Reindeer (1957 Version),Gene Autry,Gene Autry,country / folk,19571221,70,70,2,19571228
73,54,Alone (Why Must I Be Alone),The Shepherd Sisters,The Shepherd Sisters,pop,19570921,89,20,17,19571228
74,85,Diana,Paul Anka,Paul Anka,jazz,19570706,78,2,29,19571228
75,NEW,La Dee Dah,Billy And Lillie,Billy And Lillie,pop,19571228,75,9,13,19571228
76,81,Peanuts,Little Joe And The Thrillers,Little Joe And The Thrillers,pop,19570921,70,23,15,19571228
77,63,Silhouettes,The Diamonds,The Diamonds,pop,19571102,91,63,10,19571228
78,68,The Twelfth Of Never,Johnny Mathis,Johnny Mathis,pop,19570622,53,13,35,19571228
79,78,Around The World,Mantovani And His Orchestra,Mantovani And His Orchestra,pop,19570605,97,25,32,19571228
80,97,Back To School Again,"Timmie ""Oh Yeah!"" Rogers","Timmie ""Oh Yeah!"" Rogers",rnb / soul,19570928,89,36,15,19571228
81,83,Silver Bells,Bing Crosby & Carol Richards,Bing Crosby,jazz,19571221,83,81,2,19571228
82,100,Love Letters In The Sand,Pat Boone,Pat Boone,pop,19571130,99,82,5,19571228
83,90,Swanee River Rock (Talkin' 'Bout That River),Ray Charles,Ray Charles,jazz,19571019,70,43,15,19571228
84,NEW,That'll Be The Day,The Crickets,The Crickets,pop,19571228,84,84,2,19571228
85,84,Wait And See,Fats Domino,Fats Domino,rock,19571012,83,27,13,19571228
86,69,"Wun'erful, Wun'erful (Sides uh-one and uh-two) (Medley)",Stan Freberg,Stan Freberg,pop,19571102,57,37,9,19571228
87,60,Forever,Sam Cooke,Sam Cooke,rnb / soul,19571214,92,60,4,19571228
88,75,Geisha Girl,Hank Locklin,Hank Locklin,pop,19571221,75,66,10,19571228
89,76,"Jingle Bells (From the ""Merry Christmas Music"" EP)",Perry Como,Perry Como,jazz,19571221,76,76,2,19571228
90,72,Liechtenstein Polka,Lawrence Welk And His Champagne Music,Lawrence Welk And His Champagne Music,pop,19571123,86,62,6,19571228
91,86,That's Why I Was Born,Janice Harper,Janice Harper,pop,19571207,93,86,4,19571228
92,NEW,(Let Me Be Your) Teddy Bear,Elvis Presley,Elvis Presley,rock,19571228,92,92,2,19571228
93,93,At The Hop,Nick Todd,Nick Todd,pop,19571221,93,70,4,19571228
94,71,I'll Remember Today,Patti Page,Patti Page,jazz,19571019,87,32,14,19571228
95,67,Reet Petite (The Finest Girl You Ever Want To Meet),Jackie Wilson,Jackie Wilson,rnb / soul,19571026,95,62,10,19571228
96,98,Loving You,Elvis Presley,Elvis Presley,rock,19571221,98,96,2,19571228
97,NEW,Treat Me Nice,Elvis Presley,Elvis Presley,rock,19571228,97,97,1,19571228
98,65,Love Me Forever,The Four Esquires,The Four Esquires,rock,19571109,89,52,10,19571228
99,64,Little Bitty Pretty One,Bobby Day And The Satellites,Bobby Day And The Satellites,pop,19571109,82,59,8,19571228
100,94,The Creature (From The Science Fiction Movie) (Parts 1 & 2),Buchanan And Ancell,Buchanan And Ancell,pop,19571130,89,85,5,19571228
1,4,April Love,Pat Boone,Pat Boone,pop,19571026,46,1,26,19571221
2,6,At The Hop,Danny And The Juniors,Danny And The Juniors,rock,19571130,23,1,20,19571221
3,5,Peggy Sue,Buddy Holly,Buddy Holly,rock,19571102,61,3,22,19571221
4,9,Great Balls Of Fire,Jerry Lee Lewis,Jerry Lee Lewis,rock,19571116,89,2,21,19571221
5,3,Raunchy,Bill Justis And His Orchestra,Bill Justis And His Orchestra,rock,19571109,31,3,20,19571221
6,2,Jailhouse Rock,Elvis Presley,Elvis Presley,rock,19571005,15,1,27,19571221
7,1,You Send Me,Sam Cooke,Sam Cooke,rnb / soul,19571012,96,1,26,19571221
8,12,Kiss Sweeter Than Wine,Jimmie Rodgers,Jimmie Rodgers,country / folk,19571109,88,7,21,19571221
9,7,Silhouettes,The Rays,The Rays,pop,19571005,95,3,20,19571221
10,8,Rock And Roll Music,Chuck Berry,Chuck Berry,rock,19571102,55,8,18,19571221
11,10,Wake Up Little Susie,The Everly Brothers,The Everly Brothers,pop,19570921,43,1,25,19571221
12,15,Raunchy,Ernie Freeman,Ernie Freeman,pop,19571109,40,12,18,19571221
13,11,Chances Are,Johnny Mathis,Johnny Mathis,pop,19570907,80,5,28,19571221
14,24,"Oh, Boy",The Crickets,The Crickets,pop,19571116,91,10,20,19571221
15,17,All The Way,Frank Sinatra,Frank Sinatra,jazz,19571026,78,15,30,19571221
16,14,My Special Angel,Bobby Helms,Bobby Helms,country / folk,19571005,56,7,23,19571221
17,13,Be-Bop Baby,Ricky Nelson,Ricky Nelson,rock,19570928,53,5,20,19571221
18,23,Bony Maronie,Larry Williams,Larry Williams,rock,19571102,58,18,18,19571221
19,18,Melodie D'Amour (Melody Of Love),The Ames Brothers,The Ames Brothers,pop,19570928,74,12,20,19571221
20,29,Tear Drops,Lee Andrews And The Hearts,Lee Andrews And The Hearts,pop,19571116,80,20,15,19571221
21,28,Buzz-Buzz-Buzz,Hollywood Flames,Hollywood Flames,pop,19571116,82,11,17,19571221
22,21,Why Don't They Understand,George Hamilton Iv,George Hamilton Iv,country / folk,19571123,74,18,19,19571221
