this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
117,119,I'm Gonna Sit Right Down And Write Myself A Letter,The Palm Beach Blues Band Boys,The Palm Beach Blues Band Boys,pop,unknown,19661224,119,117,3,19661231
118,NEW,"I'm Your Bread Maker, Baby",Slim Harpo,Slim Harpo,rock,blues,19661231,118,116,2,19661231
119,123,All,James Darren,James Darren,jazz,jazz,19661224,123,35,11,19661231
120,121,Walk With Faith In Your Heart,The Bachelors,The Bachelors,pop,60s,19661224,121,83,5,19661231
121,125,It Takes Two,Marvin Gaye & Kim Weston,Marvin Gaye & Kim Weston,rnb / soul,soul,19661224,125,14,14,19661231
122,NEW,Bend It,"Dave Dee, Dozy, Beaky, Mick And Tich","Dave Dee, Dozy, Beaky, Mick And Tich",pop,60s,19661231,122,110,4,19661231
123,NEW,At The Party,Hector Rivera,Hector Rivera,pop,salsa,19661231,123,104,7,19661231
124,NEW,Walk Tall,2 Of Clubs,2 Of Clubs,rock,garage rock,19661231,124,124,1,19661231
125,NEW,Sweetest One,The Metros,The Metros,rock,indie,19661231,125,88,7,19661231
126,NEW,Hard Lovin' Loser,Judy Collins,Judy Collins,country / folk,folk,19661231,126,97,7,19661231
127,NEW,Oh Yeah,The Joe Cuba Sextet,The Joe Cuba Sextet,pop,latin,19661231,127,62,6,19661231
128,90,I'm Gonna Make You Mine,The Shadows Of Knight,The Shadows Of Knight,rock,garage rock,19661203,127,90,6,19661231
129,133,Plain Jane,B.J. Thomas,B.J. Thomas,pop,pop,19661217,134,129,3,19661231
130,134,My Baby Likes To Boogaloo,Don Gardner,Don Gardner,rnb / soul,soul,19661224,134,126,4,19661231
131,NEW,A Good Love,Lorianne Ellison,Lorianne Ellison,pop,unknown,19661231,131,131,1,19661231
132,NEW,The Children Of St. Monica,Don Grady With The Windupwatchband,Don Grady With The Windupwatchband,pop,tv,19661231,132,132,1,19661231
133,NEW,Soul Sister,The Four Gents,The Four Gents,pop,doo wop,19661231,133,133,1,19661231
134,135,Skate Now,Lou Courtney,Lou Courtney,rnb / soul,soul,19661224,135,71,11,19661231
135,NEW,A Losers Cathedral,David Houston,David Houston,country / folk,country,19661231,135,135,1,19661231
1,1,Winchester Cathedral,The New Vaudeville Band,The New Vaudeville Band,pop,60s,19661029,66,1,15,19661224
2,2,Mellow Yellow,Donovan,Donovan,country / folk,folk,19661112,65,2,12,19661224
3,8,I'm A Believer,The Monkees,The Monkees,pop,60s,19661210,44,1,15,19661224
4,6,That's Life,Frank Sinatra,Frank Sinatra,jazz,jazz,19661119,75,4,11,19661224
5,4,Devil With A Blue Dress On & Good Golly Miss Molly (Medley),Mitch Ryder And The Detroit Wheels,Mitch Ryder And The Detroit Wheels,rock,rock,19661008,79,4,16,19661224
6,9,Sugar Town,Nancy Sinatra,Nancy Sinatra,pop,female vocalists,19661112,128,5,14,19661224
7,30,Snoopy Vs. The Red Baron,The Royal Guardsmen,The Royal Guardsmen,rock,classic rock,19661210,122,2,13,19661224
8,3,Good Vibrations,The Beach Boys,The Beach Boys,rock,classic rock,19661022,81,1,14,19661224
9,10,A Place In The Sun,Stevie Wonder,Stevie Wonder,rnb / soul,soul,19661112,83,9,11,19661224
10,12,(I Know) I'm Losing You,The Temptations,The Temptations,rnb / soul,soul,19661119,79,8,10,19661224
11,5,You Keep Me Hangin' On,The Supremes,The Supremes,rnb / soul,soul,19661029,68,1,12,19661224
12,7,Born Free,Roger Williams,Roger Williams,pop,instrumental,19660820,128,7,22,19661224
13,11,Whispers (Gettin' Louder),Jackie Wilson,Jackie Wilson,rnb / soul,soul,19661001,127,11,15,19661224
14,25,Tell It Like It Is,Aaron Neville,Aaron Neville,rnb / soul,soul,19661119,132,2,16,19661224
15,13,Lady Godiva,Peter And Gordon,Peter And Gordon,pop,60s,19661008,90,6,14,19661224
16,16,I Got The Feeling,Neil Diamond,Neil Diamond,country / folk,singer-songwriter,19661105,107,16,9,19661224
17,23,Single Girl,Sandy Posey,Sandy Posey,pop,60s,19661119,96,12,12,19661224
18,26,Cry,Ronnie Dove,Ronnie Dove,pop,oldies,19661126,100,18,9,19661224
19,19,Mame,Herb Alpert And The Tijuana Brass,Herb Alpert And The Tijuana Brass,jazz,jazz,19661119,82,19,8,19661224
20,32,Coming Home Soldier,Bobby Vinton,Bobby Vinton,pop,oldies,19661105,125,11,14,19661224
21,24,Talk Talk,The Music Machine,The Music Machine,rock,garage rock,19661029,121,15,14,19661224
22,27,I Need Somebody,? And The Mysterians,? And The Mysterians,rock,garage rock,19661112,101,22,11,19661224
23,29,Mustang Sally,Wilson Pickett,Wilson Pickett,rnb / soul,soul,19661119,101,23,10,19661224
24,36,Words Of Love,The Mamas And The Papas,The Mamas And The Papas,rock,classic rock,19661203,81,5,12,19661224
25,14,I'm Ready For Love,Martha And The Vandellas,Martha And The Vandellas,rnb / soul,soul,19661029,70,9,10,19661224
26,18,Stop Stop Stop,The Hollies,The Hollies,pop,60s,19661022,115,7,11,19661224
27,35,Good Thing,Paul Revere And The Raiders Featuring Mark Lindsey,Paul Revere And The Raiders,pop,60s,19661203,88,4,12,19661224
28,15,A Hazy Shade Of Winter,Simon And Garfunkel,Simon And Garfunkel,country / folk,folk,19661105,81,13,9,19661224
29,41,East West,Herman'S Hermits,Herman'S Hermits,pop,60s,19661203,83,27,8,19661224
30,17,(Come 'Round Here) I'm The One You Need,The Miracles,The Miracles,rnb / soul,soul,19661105,90,17,9,19661224
31,58,Tell It To The Rain,The Four Seasons,The Four Seasons,pop,oldies,19661210,92,10,10,19661224
32,31,It's Only Love,Tommy James And The Shondells,Tommy James And The Shondells,pop,60s,19661105,96,31,9,19661224
33,46,I've Passed This Way Before,Jimmy Ruffin,Jimmy Ruffin,rnb / soul,soul,19661203,84,17,11,19661224
34,28,Knock On Wood,Eddie Floyd,Eddie Floyd,rnb / soul,soul,19660910,97,28,17,19661224
35,39,Pandora's Golden Heebie Jeebies,The Association,The Association,pop,60s,19661126,77,35,7,19661224
36,21,I'm Your Puppet,James And Bobby Purify,James And Bobby Purify,rnb / soul,soul,19660924,96,6,14,19661224
37,20,It Tears Me Up,Percy Sledge,Percy Sledge,rnb / soul,soul,19661022,92,20,11,19661224
38,62,Standing In The Shadows Of Love,The Four Tops,The Four Tops,rnb / soul,soul,19661217,62,6,10,19661224
39,22,Poor Side Of Town,Johnny Rivers,Johnny Rivers,rock,classic rock,19660917,90,1,15,19661224
40,47,Happenings Ten Years Times Ago,The Yardbirds,The Yardbirds,rock,classic rock,19661126,99,30,9,19661224
41,49,Help Me Girl,Eric Burdon And The Animals,Eric Burdon And The Animals,rock,classic rock,19661126,91,29,9,19661224
42,34,But It's Alright,J.J. Jackson,J.J. Jackson,rnb / soul,soul,19661001,91,22,13,19661224
43,37,Help Me Girl,The Outsiders,The Outsiders,rock,garage rock,19661029,90,37,10,19661224
44,33,Coming On Strong,Brenda Lee,Brenda Lee,pop,oldies,19660917,131,11,15,19661224
45,86,Nashville Cats,The Lovin' Spoonful,The Lovin' Spoonful,pop,60s,19661210,110,8,11,19661224
46,56,Try A Little Tenderness,Otis Redding,Otis Redding,rnb / soul,soul,19661203,85,25,10,19661224
47,45,Games That Lovers Play,Eddie Fisher,Eddie Fisher,jazz,jazz,19661022,116,45,10,19661224
48,77,(I'm Not Your) Steppin' Stone,The Monkees,The Monkees,pop,60s,19661210,120,20,9,19661224
49,48,I Fooled You This Time,Gene Chandler,Gene Chandler,rnb / soul,soul,19661119,127,45,9,19661224
50,59,Georgy Girl,The Seekers,The Seekers,country / folk,folk,19661126,131,2,17,19661224
51,51,I (Who Have Nothing),Terry Knight And The Pack,Terry Knight And The Pack,pop,60s,19661022,128,46,13,19661224
52,57,Ghost Riders In The Sky,The Baja Marimba Band,The Baja Marimba Band,pop,downtempo,19661126,82,52,6,19661224
53,53,The Egg Plant That Ate Chicago,Dr. West'S Medicine Show And Junk Band,Dr. West'S Medicine Show And Junk Band,country / folk,folk,19661105,111,52,10,19661224
54,63,Blue Autumn,Bobby Goldsboro,Bobby Goldsboro,pop,oldies,19661126,121,35,11,19661224
55,55,There's Got To Be A Word,The Innocence,The Innocence,pop,unknown,19661119,131,34,10,19661224
56,66,Goodnight My Love,The Happenings,The Happenings,pop,oldies,19661203,123,51,7,19661224
57,73,98.6,Keith,Keith,rock,indie,19661203,125,7,15,19661224
58,64,Bad Misunderstanding,The Critters,The Critters,pop,sunshine pop,19661126,122,55,7,19661224
59,61,Please Don't Ever Leave Me,The Cyrkle,The Cyrkle,pop,60s,19661119,113,59,7,19661224
60,74,(We Ain't Got) Nothin' Yet,The Blues Magoos,The Blues Magoos,rock,garage rock,19661126,120,5,16,19661224
61,87,Where Will The Words Come From,Gary Lewis And The Playboys,Gary Lewis And The Playboys,pop,oldies,19661217,87,21,9,19661224
62,68,You Can Bring Me All Your Heartaches,Lou Rawls,Lou Rawls,rnb / soul,soul,19661126,88,55,8,19661224
63,84,Karate,The Emperor'S,The Emperor'S,rock,garage rock,19661126,128,55,10,19661224
64,71,Baby What I Mean,The Drifters,The Drifters,rnb / soul,soul,19661203,98,62,7,19661224
65,101,Gallant Men,Senator Everett Mckinley Dirksen,Senator Everett Mckinley Dirksen,pop,spotify,19661217,101,29,7,19661224
66,75,The Girl That Stood Beside Me,Bobby Darin,Bobby Darin,jazz,jazz,19661203,110,66,6,19661224
67,52,Money (That's What I Want),Jr. Walker And The All Stars,Jr. Walker And The All Stars,rnb / soul,soul,19661119,89,52,6,19661224
68,81,I Had Too Much To Dream (Last Night),The Electric Prunes,The Electric Prunes,rock,psychedelic rock,19661203,124,11,15,19661224
69,NEW,Color My World,Petula Clark,Petula Clark,pop,60s,19661224,69,16,9,19661224
70,83,Papa Was Too,Joe Tex,Joe Tex,rnb / soul,soul,19661210,119,44,8,19661224
71,93,(Open Up The Door) Let The Good Times In,Dean Martin,Dean Martin,jazz,jazz,19661210,116,55,7,19661224
72,79,Communication Breakdown,Roy Orbison,Roy Orbison,rock,classic rock,19661203,105,60,8,19661224
73,78,There's Something On Your Mind,Baby Ray,Baby Ray,pop,oakland,19661126,132,69,7,19661224
74,76,Alvin's Boo-Ga-Loo,Alvin Cash And The Registers,Alvin Cash And The Registers,rnb / soul,soul,19661126,81,74,6,19661224
75,121,Another Night,Dionne Warwick,Dionne Warwick,rnb / soul,soul,19661217,121,49,7,19661224
76,106,"Green, Green Grass Of Home",Tom Jones,Tom Jones,pop,pop,19661217,106,11,13,19661224
77,94,Dancing In The Street,The Mamas And The Papas,The Mamas And The Papas,rock,classic rock,19661203,134,73,8,19661224
78,NEW,How Do You Catch A Girl,Sam The Sham And The Pharaohs,Sam The Sham And The Pharaohs,pop,60s,19661224,78,27,8,19661224
79,98,Look What You've Done,The Pozo-Seco Singers,The Pozo-Seco Singers,pop,vocal,19661203,132,32,11,19661224
80,NEW,Day Tripper,Ramsey Lewis,Ramsey Lewis,jazz,jazz,19661224,80,74,5,19661224
81,91,Wack Wack,The Young Holt Trio,The Young Holt Trio,jazz,jazz,19661210,115,40,9,19661224
82,99,Stand By Me,Spyder Turner,Spyder Turner,rnb / soul,soul,19661217,99,12,12,19661224
83,88,I'm Gonna Miss You,The Artistics,The Artistics,rnb / soul,soul,19661112,127,55,15,19661224
84,89,If You Go Away,Damita Jo,Damita Jo,pop,60s,19661119,111,68,13,19661224
85,95,Grizzly Bear,The Youngbloods,The Youngbloods,rock,classic rock,19661210,134,52,11,19661224
86,NEW,Knight In Rusty Armor,Peter And Gordon,Peter And Gordon,pop,60s,19661224,86,15,9,19661224
87,NEW,It's Now Winter's Day,Tommy Roe,Tommy Roe,pop,60s,19661224,87,23,11,19661224
88,NEW,Just One Smile,Gene Pitney,Gene Pitney,pop,60s,19661224,88,64,6,19661224
89,129,Constant Rain (Chove Chuva),Sergio Mendes And Brasil '66,Sergio Mendes And Brasil '66,pop,bossa nova,19661217,129,71,7,19661224
90,126,I'm Gonna Make You Mine,The Shadows Of Knight,The Shadows Of Knight,rock,garage rock,19661203,127,90,6,19661224
91,96,Go Nowhere,Los Bravos,Los Bravos,pop,60s,19661210,102,91,3,19661224
92,NEW,"Look At Granny Run, Run",Howard Tate,Howard Tate,rnb / soul,soul,19661224,92,67,8,19661224
93,119,Are You Lonely For Me,Freddie Scott,Freddie Scott,rnb / soul,soul,19661217,119,39,13,19661224
94,125,The Shadow Of Your Smile,Boots Randolph,Boots Randolph,jazz,jazz,19661217,125,93,5,19661224
95,109,Pushin' Too Hard,The Seeds,The Seeds,rock,garage rock,19661126,124,36,15,19661224
96,118,Wish Me A Rainbow,The Gunter Kallmann Chorus,The Gunter Kallmann Chorus,pop,unknown,19661203,129,63,11,19661224
97,100,Try Me Love Again,Bobby Moore'S Rhythm Aces Featuring Chico,Bobby Moores Rhythm Aces,pop,unknown,19661217,100,97,3,19661224
98,124,Any Way That You Want Me,The Liverpool Five,The Liverpool Five,pop,60s,19661217,124,98,3,19661224
99,NEW,That's The Tune,The Vogues,The Vogues,pop,60s,19661224,99,99,8,19661224
100,103,Hello Hello,The Sopwith Camel,The Sopwith Camel,rock,psychedelic rock,19661210,135,26,12,19661224
101,72,I Don't Need No Doctor,Ray Charles,Ray Charles,jazz,jazz,19661119,124,72,6,19661224
102,104,Back In The Same Old Bag Again,Bobby Bland,Bobby Bland,rock,blues,19661203,128,102,5,19661224
103,82,You Got Me Hummin',Sam And Dave,Sam And Dave,rnb / soul,soul,19661203,96,77,9,19661224
104,105,Wedding Bell Blues,Laura Nyro,Laura Nyro,country / folk,singer-songwriter,19661210,128,103,6,19661224
105,85,I Wanna Meet You,The Cryan' Shames,The Cryan' Shames,pop,60s,19661119,104,85,8,19661224
106,107,Have You Ever Loved Somebody,The Searchers,The Searchers,pop,60s,19661112,110,94,7,19661224
107,102,Since I Don't Have You,Lou Christie,Lou Christie,pop,60s,19661203,135,102,4,19661224
108,108,I'm Gonna Make You Love Me,Dee Dee Warwick,Dee Dee Warwick,rnb / soul,soul,19661119,117,88,6,19661224
109,110,Tiny Bubbles,Don Ho And The Aliis,Don Ho And The Aliis,pop,unknown,19661119,126,57,20,19661224
110,112,Spanish Nights And You,Connie Francis,Connie Francis,pop,oldies,19661105,99,99,9,19661224
111,NEW,I Got To Go Back (And Watch That Little Girl Dance),The Mccoys,The Mccoys,pop,60s,19661224,111,69,7,19661224
112,90,(He's) Raining In My Sunshine,Jay And The Americans,Jay And The Americans,pop,oldies,19661119,108,90,6,19661224
113,NEW,Deadend Street,The Kinks,The Kinks,rock,classic rock,19661224,113,73,6,19661224
114,NEW,Love Me,Bobby Hebb,Bobby Hebb,rnb / soul,soul,19661224,114,84,6,19661224
115,97,Peak Of Love,Bobby Mcclure,Bobby Mcclure,rnb / soul,soul,19661119,114,97,8,19661224
116,92,Questions And Answers,The In Crowd,The In Crowd,reggae,reggae,19661112,107,92,8,19661224
117,NEW,Pretty Ballerina,The Left Banke,The Left Banke,pop,baroque pop,19661224,117,15,12,19661224
