this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Locked Out Of Heaven,Bruno Mars,Bruno Mars,pop,pop,20121020,34,1,36,20121229
2,2,Diamonds,Rihanna,Rihanna,pop,pop,20121013,16,1,26,20121229
3,4,Ho Hey,The Lumineers,The Lumineers,country / folk,folk,20120623,90,3,62,20121229
4,3,Die Young,Ke$Ha,Ke$Ha,pop,pop,20121013,13,2,22,20121229
5,5,One More Night,Maroon 5,Maroon 5,rock,rock,20120707,42,1,42,20121229
6,6,I Cry,Flo Rida,Flo Rida,hip-hop,hip-hop,20121013,81,6,21,20121229
7,9,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,Justin Bieber,pop,pop,20121103,71,5,23,20121229
8,7,Home,Phillip Phillips,Phillip Phillips,country / folk,folk,20120811,84,6,36,20121229
9,8,Some Nights,Fun.,Fun.,pop,indie pop,20120310,62,3,56,20121229
10,15,I Knew You Were Trouble.,Taylor Swift,Taylor Swift,country / folk,country,20121117,59,2,34,20121229
11,10,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Ne-Yo,rnb / soul,rnb,20120818,99,6,28,20121229
12,14,Don't You Worry Child,Swedish House Mafia Featuring John Martin,Swedish House Mafia,electronic,house,20121006,68,6,33,20121229
13,21,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,Macklemore & Ryan Lewis,hip-hop,hip-hop,20121027,96,1,48,20121229
14,16,Try,P!Nk,P!Nk,pop,pop,20121117,93,9,23,20121229
15,13,Scream & Shout,Will.I.Am Featuring Britney Spears,Will.I.Am,hip-hop,hip-hop,20121215,12,3,24,20121229
16,12,Girl On Fire,Alicia Keys Featuring Nicki Minaj,Alicia Keys,rnb / soul,soul,20120922,37,11,30,20121229
17,18,The A Team,Ed Sheeran,Ed Sheeran,pop,acoustic,20120728,95,16,33,20121229
18,11,Gangnam Style,Psy,Psy,pop,k-pop,20120922,64,2,31,20121229
19,24,It's Time,Imagine Dragons,Imagine Dragons,rock,indie,20120623,93,15,47,20121229
20,17,Cruise,Florida Georgia Line,Florida Georgia Line,country / folk,country,20120901,99,16,26,20121229
21,19,Swimming Pools (Drank),Kendrick Lamar,Kendrick Lamar,hip-hop,hip-hop,20120915,97,17,27,20121229
22,22,Clique,Kanye West Jay-Z Big Sean,Kanye West Jay-Z Big Sean,pop,unknown,20120922,55,12,22,20121229
23,23,Adorn,Miguel,Miguel,rnb / soul,rnb,20120818,82,17,33,20121229
24,20,Too Close,Alex Clare,Alex Clare,electronic,dubstep,20120519,75,7,39,20121229
25,29,All I Want For Christmas Is You,Mariah Carey,Mariah Carey,pop,pop,20121222,29,21,3,20121229
26,26,Va Va Voom,Nicki Minaj,Nicki Minaj,hip-hop,hip-hop,20121110,98,22,19,20121229
27,25,We Are Never Ever Getting Back Together,Taylor Swift,Taylor Swift,country / folk,country,20120825,72,1,24,20121229
28,27,As Long As You Love Me,Justin Bieber Featuring Big Sean,Justin Bieber,pop,pop,20120714,87,6,28,20121229
29,28,Don't Wake Me Up,Chris Brown,Chris Brown,rnb / soul,rnb,20120721,88,10,27,20121229
30,31,Don't Stop The Party,Pitbull Featuring Tjr,Pitbull,hip-hop,hip-hop,20121110,99,17,19,20121229
31,41,Little Talks,Of Monsters And Men,Of Monsters And Men,rock,indie,20121208,49,20,22,20121229
32,42,F**kin Problems,"A$Ap Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",A$Ap Rocky,hip-hop,hip-hop,20121117,73,8,27,20121229
33,44,Sweet Nothing,Calvin Harris Featuring Florence Welch,Calvin Harris,pop,electronic,20121201,97,10,26,20121229
34,33,I Will Wait,Mumford & Sons,Mumford & Sons,country / folk,folk,20120825,23,12,39,20121229
35,30,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,Juicy J,hip-hop,hip-hop,20120929,71,29,20,20121229
36,32,Thinkin Bout You,Frank Ocean,Frank Ocean,rnb / soul,rnb,20120728,85,32,28,20121229
37,34,Wanted,Hunter Hayes,Hunter Hayes,country / folk,country,20120512,99,16,46,20121229
38,36,Hall Of Fame,The Script Featuring Will.I.Am,The Script,rock,pop rock,20121020,96,25,24,20121229
39,39,No Worries,Lil Wayne Featuring Detail,Lil Wayne,hip-hop,rap,20120922,96,29,22,20121229
40,NEW,Stupid Boy,Cassadee Pope,Cassadee Pope,rock,pop rock,20121229,40,40,1,20121229
41,40,Better Dig Two,The Band Perry,The Band Perry,country / folk,country,20121117,53,28,20,20121229
42,54,I'm Different,2 Chainz,2 Chainz,hip-hop,hip-hop,20121201,98,27,20,20121229
43,38,Lights,Ellie Goulding,Ellie Goulding,pop,female vocalists,20120114,99,2,56,20121229
44,35,Blow Me (One Last Kiss),P!Nk,P!Nk,pop,pop,20120721,58,5,27,20121229
45,45,Call Me Maybe,Carly Rae Jepsen,Carly Rae Jepsen,pop,pop,20120310,38,1,50,20121229
46,53,Little Things,One Direction,One Direction,pop,pop,20121201,41,33,18,20121229
47,56,Anything Could Happen,Ellie Goulding,Ellie Goulding,pop,female vocalists,20121027,75,47,20,20121229
48,46,Somebody That I Used To Know,Gotye Featuring Kimbra,Gotye,rock,indie,20120121,91,1,59,20121229
49,52,Catch My Breath,Kelly Clarkson,Kelly Clarkson,pop,pop,20121124,96,19,22,20121229
50,48,Goodbye In Her Eyes,Zac Brown Band,Zac Brown Band,country / folk,country,20121027,97,48,20,20121229
51,55,Beer Money,Kip Moore,Kip Moore,country / folk,country,20121006,99,51,20,20121229
52,37,Feel Again,Onerepublic,Onerepublic,rock,rock,20120915,61,36,20,20121229
53,51,Til My Last Day,Justin Moore,Justin Moore,country / folk,country,20120929,98,51,20,20121229
54,50,Every Storm (Runs Out Of Rain),Gary Allan,Gary Allan,country / folk,country,20121020,78,26,20,20121229
55,65,Radioactive,Imagine Dragons,Imagine Dragons,rock,indie,20120929,91,3,85,20121229
56,59,Creepin',Eric Church,Eric Church,country / folk,country,20120908,95,56,20,20121229
57,62,How Country Feels,Randy Houser,Randy Houser,country / folk,country,20121020,100,42,20,20121229
58,77,Daylight,Maroon 5,Maroon 5,rock,rock,20121222,77,7,25,20121229
59,58,Kiss Tomorrow Goodbye,Luke Bryan,Luke Bryan,country / folk,country,20120908,92,29,20,20121229
60,64,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,Jason Aldean With Luke Bryan,pop,unknown,20121124,93,40,20,20121229
61,63,Wicked Games,The Weeknd,The Weeknd,rnb / soul,rnb,20121117,96,53,20,20121229
62,60,Birthday Song,2 Chainz Featuring Kanye West,2 Chainz,hip-hop,hip-hop,20120901,100,47,19,20121229
63,75,Remember You,Wiz Khalifa Featuring The Weeknd,Wiz Khalifa,hip-hop,hip-hop,20121208,98,63,16,20121229
64,70,Ball,T.I. Featuring Lil Wayne,T.I.,hip-hop,hip-hop,20121103,50,50,20,20121229
65,67,Madness,Muse,Muse,rock,alternative rock,20120908,84,56,25,20121229
66,76,Tornado,Little Big Town,Little Big Town,country / folk,country,20121124,97,51,20,20121229
67,66,Did It For The Girl,Greg Bates,Greg Bates,country / folk,country,20121006,100,66,16,20121229
68,79,Don't Judge Me,Chris Brown,Chris Brown,rnb / soul,rnb,20121117,95,67,20,20121229
